Org_Name,Original_Text,Reported_Date,Cleaned_Date,URL,Name_Processing
LexisNexis,"LexisNexis, March 20, 2007 ","March 20, 2007 ",3/20/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/lexisnexis-20070320.pdf,"LexisNexis, March 20, 2007 "
LexisNexis,"LexisNexis, March 08, 2007 ","March 08, 2007 ",3/8/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/lexisnexis-20070308.pdf,"LexisNexis, March 08, 2007 "
LI Tax and PlanningInc..,"LI Tax and Planning, Inc.., April 19, 2018 ","April 19, 2018 ",4/19/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/li-tax-20180419.pdf,"LI Tax and PlanningInc.., April 19, 2018 "
LibbeyInc.,"Libbey, Inc., January 06, 2015 ","January 06, 2015 ",1/6/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/libbey-20150106.pdf,"LibbeyInc., January 06, 2015 "
Liberty Healthcare Corporation,"Liberty Healthcare Corporation, October 30, 2019 ","October 30, 2019 ",10/30/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/liberty-healthcare-corporation-20191030.pdf,"Liberty Healthcare Corporation, October 30, 2019 "
LifeBridge Health,"LifeBridge Health, July 30, 2018 ","July 30, 2018 ",7/30/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/lifebridge-health-20180730.pdf,"LifeBridge Health, July 30, 2018 "
LifeBridge Health,"LifeBridge Health, May 15, 2018 ","May 15, 2018 ",5/15/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/lifebridge-health-20180515.pdf,"LifeBridge Health, May 15, 2018 "
LifeSize Communications,"LifeSize Communications, March 09, 2012 ","March 09, 2012 ",3/9/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/lifesize-communications-20120309.pdf,"LifeSize Communications, March 09, 2012 "
Lifetime Healthcare Companies The,"Lifetime Healthcare Companies, The, September 09, 2015 ","September 09, 2015 ",9/9/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/lifetime-healthcare-20150909.pdf,"Lifetime Healthcare Companies The, September 09, 2015 "
LifeView Outdoors,"LifeView Outdoors, May 19, 2015 ","May 19, 2015 ",5/19/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/lifeview-outdoors-20150519.pdf,"LifeView Outdoors, May 19, 2015 "
LifeWatch Corporation,"LifeWatch Corporation, March 19, 2009 ","March 19, 2009 ",3/19/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/lifewatch-20090319.pdf,"LifeWatch Corporation, March 19, 2009 "
Lighthouse Management,"Lighthouse Management, October 20, 2017 ","October 20, 2017 ",10/20/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/lighthouse-management-20171020.pdf,"Lighthouse Management, October 20, 2017 "
Lillebaby,"Lillebaby, August 29, 2018 ","August 29, 2018 ",8/29/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/lillebaby-20180829.pdf,"Lillebaby, August 29, 2018 "
Lime CrimeInc. (limecrime.com),"Lime Crime, Inc., (limecrime.com), March 10, 2015 ","(limecrime.com), March 10, 2015 ",3/10/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/lime-crime-20150310.pdf,"Lime CrimeInc., (limecrime.com), March 10, 2015 "
Lin R. Rogers Electrical ContractorsInc. dba Rogers Electric,"Lin R. Rogers Electrical Contractors, Inc. dba Rogers Electric, August 21, 2015 ","August 21, 2015 ",8/21/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/rogers-electrical-20150821.pdf,"Lin R. Rogers Electrical ContractorsInc. dba Rogers Electric, August 21, 2015 "
Lincoln Financial Group,"Lincoln Financial Group, April 02, 2018 ","April 02, 2018 ",4/2/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/lincoln-financial-20180402.pdf,"Lincoln Financial Group, April 02, 2018 "
Lincoln Financial Group,"Lincoln Financial Group, November 29, 2017 ","November 29, 2017 ",11/29/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/lincoln-financial-20171129.pdf,"Lincoln Financial Group, November 29, 2017 "
Lincoln Financial Securities,"Lincoln Financial Securities, July 27, 2020 ","July 27, 2020 ",7/27/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/lincoln-financial-securities-20200727.pdf,"Lincoln Financial Securities, July 27, 2020 "
Lincoln Financial Securities Corporation/Lincoln Financial Advisors Corporation,"Lincoln Financial Securities Corporation/Lincoln Financial Advisors Corporation, January 04, 2010 ","January 04, 2010 ",1/4/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/lincoln-financial-20100104.pdf,"Lincoln Financial Securities Corporation/Lincoln Financial Advisors Corporation, January 04, 2010 "
Lincoln Life Insurance Co.,"Lincoln Life Insurance Co., August 15, 2011 ","August 15, 2011 ",8/15/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/lincoln-life-20110815.pdf,"Lincoln Life Insurance Co., August 15, 2011 "
Lincoln Life Insurance Co.,"Lincoln Life Insurance Co., July 13, 2011 ","July 13, 2011 ",7/13/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/lincoln-life-20110713.pdf,"Lincoln Life Insurance Co., July 13, 2011 "
Lincoln Life Insurance Co.,"Lincoln Life Insurance Co., July 16, 2010 ","July 16, 2010 ",7/16/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/lincoln-life-20100716.pdf,"Lincoln Life Insurance Co., July 16, 2010 "
Lincoln Life Insurance Co.,"Lincoln Life Insurance Co., May 17, 2010 ","May 17, 2010 ",5/17/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/lincoln-life-20100517.pdf,"Lincoln Life Insurance Co., May 17, 2010 "
Lionel LaSalle II CPA,"Lionel LaSalle, II CPA, February 28, 2019 ","II CPA, February 28, 2019 ",2/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/lionelle-lasalle-20190228.pdf,"Lionel LaSalle, II CPA, February 28, 2019 "
Little River Healthcare - Central Texas,"Little River Healthcare - Central Texas, November 07, 2017 ","November 07, 2017 ",11/7/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/little-river-healthcare-20171107.pdf,"Little River Healthcare - Central Texas, November 07, 2017 "
Littleton Regional Hospital.,"Littleton Regional Hospital. April 09, 2014 ","April 09, 2014 ",4/9/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/littleton-hospital-20140409.pdf,"Littleton Regional Hospital., April 09, 2014 "
Littleton Regional Hospital,"Littleton Regional Hospital, June 29, 2010 ","June 29, 2010 ",6/29/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/littleton-hospital-20100629.pdf,"Littleton Regional Hospital, June 29, 2010 "
Littleton Regional Hospital,"Littleton Regional Hospital, April 13, 2009 ","April 13, 2009 ",4/13/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/littleton-hospital-20090413.pdf,"Littleton Regional Hospital, April 13, 2009 "
Living Naturally,"Living Naturally, December 31, 2010 ","December 31, 2010 ",12/31/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/living-naturally-20101231.pdf,"Living Naturally, December 31, 2010 "
Living Social,"Living Social, April 26, 2013 ","April 26, 2013 ",4/26/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/living-social-20130426.pdf,"Living Social, April 26, 2013 "
LKQ Corporation,"LKQ Corporation, June 10, 2019 ","June 10, 2019 ",6/10/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/lkq-20190610.pdf,"LKQ Corporation, June 10, 2019 "
L'OccitaneInc. dba L'Occitane en Provence,"L'Occitane, Inc. dba L'Occitane en Provence, June 21, 2018 ","June 21, 2018 ",6/21/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/loccitane-20180621.pdf,"L'OccitaneInc. dba L'Occitane en Provence, June 21, 2018 "
Lockheed Martin,"Lockheed Martin, November 12, 2009 ","November 12, 2009 ",11/12/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/lockheed-martin-20091112.pdf,"Lockheed Martin, November 12, 2009 "
Lockheed Martin,"Lockheed Martin, July 13, 2009 ","July 13, 2009 ",7/13/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/lockheed-martin-20090713.pdf,"Lockheed Martin, July 13, 2009 "
Loeb Enterprises II LLC,"Loeb Enterprises II, LLC, November 26, 2018 ","November 26, 2018 ",11/26/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/loeb-enterprises-20181126.pdf,"Loeb Enterprises II LLC, November 26, 2018 "
LOGOS Management Software LLC,"LOGOS Management Software, LLC, March 28, 2014 ","March 28, 2014 ",3/28/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/logos-software-20140328.pdf,"LOGOS Management Software LLC, March 28, 2014 "
Lokai Holdings LLC,"Lokai Holdings LLC, December 24, 2014 ","December 24, 2014 ",12/24/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/lokai-holdings-llc-20141224.pdf,"Lokai Holdings LLC, December 24, 2014 "
Lonza,"Lonza, January 24, 2018 ","January 24, 2018 ",1/24/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/lonza-20180124.pdf,"Lonza, January 24, 2018 "
Lorien Health Services,"Lorien Health Services, July 16, 2020 ","July 16, 2020 ",7/16/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/lorien-health-services-20200716.pdf,"Lorien Health Services, July 16, 2020 "
Lorillard Tobacco Company,"Lorillard Tobacco Company, April 13, 2010 ","April 13, 2010 ",4/13/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/lorillard-tobacco-20100413.pdf,"Lorillard Tobacco Company, April 13, 2010 "
Loud TechnologiesInc.,"Loud Technologies, Inc., February 09, 2011 ","February 09, 2011 ",2/9/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/loud-technologies-20110209.pdf,"Loud TechnologiesInc., February 09, 2011 "
LoungeFly,"LoungeFly, June 26, 2019 ","June 26, 2019 ",6/26/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/loungefly-20190626.pdf,"LoungeFly, June 26, 2019 "
Loungefly,"Loungefly, April 26, 2019 ","April 26, 2019 ",4/26/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/loungefly-20190426.pdf,"Loungefly, April 26, 2019 "
Lourd Capital,"Lourd Capital, June 28, 2019 ","June 28, 2019 ",6/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/lourd-capital-20190628.pdf,"Lourd Capital, June 28, 2019 "
Lowe's CompaniesInc.,"Lowe's Companies, Inc., May 19, 2014 ","May 19, 2014 ",5/19/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/lowes-companies-20140519.pdf,"Lowe's CompaniesInc., May 19, 2014 "
LPL Financial LLC,"LPL Financial LLC, March 12, 2019 ","March 12, 2019 ",3/12/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20190312.pdf,"LPL Financial LLC, March 12, 2019 "
LPL Financial LLC,"LPL Financial LLC, November 30, 2018 ","November 30, 2018 ",11/30/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20181130.pdf,"LPL Financial LLC, November 30, 2018 "
LPL Financial Corporation,"LPL Financial Corporation, August 25, 2010 ","August 25, 2010 ",8/25/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20100825.pdf,"LPL Financial Corporation, August 25, 2010 "
LPL Financial Corporation,"LPL Financial Corporation, March 09, 2010 ","March 09, 2010 ",3/9/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20100309.pdf,"LPL Financial Corporation, March 09, 2010 "
LPL Financial Corporation,"LPL Financial Corporation, June 01, 2009 ","June 01, 2009 ",6/1/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20090601.pdf,"LPL Financial Corporation, June 01, 2009 "
LPL Financial Corporation,"LPL Financial Corporation, February 02, 2009 ","February 02, 2009 ",2/2/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20080202.pdf,"LPL Financial Corporation, February 02, 2009 "
LPL Financial Corporation,"LPL Financial Corporation, July 24, 2008 ","July 24, 2008 ",7/24/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20080724.pdf,"LPL Financial Corporation, July 24, 2008 "
LPL Financial Corporation Part 1,"LPL Financial Corporation, Part 1, May 06, 2008 ","May 06, 2008 ",5/6/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-a-20080506.pdf,"LPL Financial Corporation Part 1, May 06, 2008 "
LPL Financial Corporation Part 2.,"LPL Financial Corporation, Part 2. May 06, 2008 ","May 06, 2008 ",5/6/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-b-20080506.pdf,"LPL Financial Corporation Part 2., May 06, 2008 "
LPL Financial Corporation Part 3,"LPL Financial Corporation, Part 3, May 06, 2008 ","May 06, 2008 ",5/6/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-c-20080506.pdf,"LPL Financial Corporation Part 3, May 06, 2008 "
LPL Financial LLC,"LPL Financial LLC, January 23, 2019  ","January 23, 2019  ",1/23/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20190123.pdf,"LPL Financial LLC, January 23, 2019  "
LPL Financial LLC,"LPL Financial LLC, November 19, 2018 ","November 19, 2018 ",11/19/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20181119.pdf,"LPL Financial LLC, November 19, 2018 "
LPL Financial LLC,"LPL Financial LLC, October 03, 2017 ","October 03, 2017 ",10/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20171003.pdf,"LPL Financial LLC, October 03, 2017 "
LPL Financial LLC,"LPL Financial LLC, August 22, 2017 ","August 22, 2017 ",8/22/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20170822.pdf,"LPL Financial LLC, August 22, 2017 "
LPL Financial LLC,"LPL Financial LLC, August 29, 2014 ","August 29, 2014 ",8/29/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20140829.pdf,"LPL Financial LLC, August 29, 2014 "
LPL Financial LLC,"LPL Financial LLC, August 29, 2011 ","August 29, 2011 ",8/29/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20110829.pdf,"LPL Financial LLC, August 29, 2011 "
LRGHealthcare,"LRGHealthcare, December 19, 2008 ","December 19, 2008 ",12/19/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/lrghealthcare-20081219.pdf,"LRGHealthcare, December 19, 2008 "
LPR Construction,"LPR Construction, May 31, 2019 ","May 31, 2019 ",5/31/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/lpr-construction-20190531.pdf,"LPR Construction, May 31, 2019 "
Lulu's Fashion Lounge Inc.,"Lulu's Fashion Lounge Inc., September 16, 2016 ","September 16, 2016 ",9/16/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/lulus-fashion-20160916.pdf,"Lulu's Fashion Lounge Inc., September 16, 2016 "
Luther College,"Luther College, December 20, 2016 ","December 20, 2016 ",12/20/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/luther-college-20161220.pdf,"Luther College, December 20, 2016 "
Lutz & Carr CPAs LLP,"Lutz & Carr, CPAs, LLP, June 07, 2018 ","June 07, 2018 ",6/7/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/lutz-20180607.pdf,"Lutz & Carr CPAs LLP, June 07, 2018 "
Luxury Retreats,"Luxury Retreats, May 24, 2018 ","May 24, 2018 ",5/24/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/luxury-retreats-20180524.pdf,"Luxury Retreats, May 24, 2018 "
Luzerne Bank,"Luzerne Bank, December 06, 2018 ","December 06, 2018 ",12/6/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/luzerne-bank-20181206.pdf,"Luzerne Bank, December 06, 2018 "
Lyons & Lyons,"Lyons & Lyons, March 19, 2013 ","March 19, 2013 ",3/19/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/lyons-20130319.pdf,"Lyons & Lyons, March 19, 2013 "
M & R Strategic ServicesInc.,"M & R Strategic Services, Inc., September 23, 2015 ","September 23, 2015 ",9/23/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/m-r-strategic-svcs-20150923.pdf,"M & R Strategic ServicesInc., September 23, 2015 "
MacDowell Colony Inc. The,"MacDowell Colony Inc., The, August 24, 2020 ","August 24, 2020 ",8/24/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/macdowell-colony-20200824.pdf,"MacDowell Colony Inc. The, August 24, 2020 "
Macy'sInc.,"Macy’s, Inc. November 18, 2019 ","November 18, 2019 ",11/18/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/macys-20191811.pdf,"Macy’sInc., November 18, 2019 "
Macy'sInc.,"Macy's, Inc., July 02, 2018 ","July 02, 2018 ",7/2/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/macys-20180702.pdf,"Macy'sInc., July 02, 2018 "
Maddox Electric CompanyInc.,"Maddox Electric Company, Inc., July 17, 2019 ","July 17, 2019 ",7/17/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/maddox-electric-20190717.pdf,"Maddox Electric CompanyInc., July 17, 2019 "
Madison Square Garden,"Madison Square Garden, November 22, 2016 ","November 22, 2016 ",11/22/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/madison-square-garden-20161122.pdf,"Madison Square Garden, November 22, 2016 "
Magellan HealthInc.,"Magellan Health, Inc., November 27, 2019 ","November 27, 2019 ",11/27/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/magellan-health-20191127.pdf,"Magellan HealthInc., November 27, 2019 "
Main Street America Group,"Main Street America Group, May 10, 2019 ","May 10, 2019 ",5/10/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/main-street-america-20190510.pdf,"Main Street America Group, May 10, 2019 "
