Matter Number,Status,Opendt,Category,Sub category,Matter (Short) Name,Injry Date,Resid Effected,Corprt State,Thru Date,Industry,Crdt Monit,Notif Ltr,Name,Adrs,Email,SSN,DOB,Track1,Track2,Crdt
PR1608590,CLOSED,4/20/2016,Data Breach,Investigation,New Leaders (3/22/2016),3/17/2016,3,NY,4/15/2016,Non-profit,Y,Y,N,N,N,N,N,N,N,N
PR1608589,CLOSED,4/20/2016,Data Breach,Investigation,TTI Floor Care North America,10/1/2015,7,,11/30/2015,,N,N,Y,Y,N,N,N,N,N,Y
PR1608588,CLOSED,4/20/2016,Data Breach,Investigation,Northern State Bank (2-25-16),2/6/2016,8,TX,2/8/2016,bank,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1608587,CLOSED,4/20/2016,Data Breach,Investigation,"Pioneer News Group (Seattle, WA)",3/12/2016,1,,4/12/2016,,N,N,Y,Y,N,Y,Y,N,N,N
PR1608585,CLOSED,4/20/2016,Data Breach,Investigation,Citibank (2-24-16),2/24/2016,3,NY,2/24/2016,bank,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1608583,CLOSED,4/20/2016,Data Breach,Investigation,Prime Therapeutics (4/13/2016),3/1/2016,1,MN,3/31/2016,Health,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608572,CLOSED,4/20/2016,Data Breach,Investigation,"EWTN, Inc. (2-23-16)",2/19/2016,3,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1608571,CLOSED,4/20/2016,Data Breach,Investigation,Intuit Inc.,3/11/2016,20,CA,3/24/2016,Tax,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1608570,CLOSED,4/20/2016,Data Breach,Investigation,Bombas LLC (American Express) (2-23-16),9/1/2014,71,,,,N,N,Y,N,N,N,N,N,N,Y
PR1608569,CLOSED,4/20/2016,Data Breach,Investigation,Alameda Travel Services (2-23-16),5/5/2015,27,,,,N,N,Y,N,N,N,N,N,N,Y
PR1608564,CLOSED,4/20/2016,Data Breach,Investigation,"Incipio, LLC (2-22-16)",1/26/2016,148,,,,N,N,Y,Y,Y,N,N,N,N,Y
PR1608563,CLOSED,4/20/2016,Data Breach,Investigation,"Capital One, N.A. (4/8/2016)",10/19/2015,11,,3/31/2016,,N,N,Y,Y,N,Y,Y,N,N,N
PR1608557,CLOSED,4/20/2016,Data Breach,Investigation,Lynn University (2-19-16),1/19/2016,14,,,,N,N,Y,N,N,N,N,N,N,N
PR1608554,CLOSED,4/20/2016,Data Breach,Investigation,"The Penray Companies, Inc.",4/7/2016,1,IL,4/11/2016,Manufacturing,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608553,CLOSED,4/20/2016,Data Breach,Investigation,Visual Health (2-18-16),1/14/2016,1,,,,N,N,Y,N,N,N,Y,N,N,N
PR1608551,CLOSED,4/20/2016,Data Breach,Investigation,Academy of Art University (4/13/2016),3/4/2016,5,CA,4/5/2016,Education,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608548,CLOSED,4/20/2016,Data Breach,Investigation,"QVC, Inc. (4/12/2016)",3/25/2016,1,,4/12/2016,,N,N,N,Y,Y,N,N,N,N,Y
PR1608546,CLOSED,4/20/2016,Data Breach,Investigation,Pain Treatment Centers of America and Intervention,,2,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1608543,CLOSED,4/19/2016,Data Breach,Investigation,Staminus Communications,3/10/2016,38,,3/11/2016,,N,N,Y,N,N,N,N,N,N,Y
PR1608542,CLOSED,4/19/2016,Data Breach,Investigation,"Rug Doctor, LLC",3/8/2016,3,TX,3/8/2016,Service ,Y,N,N,N,N,N,N,N,N,N
PR1608540,CLOSED,4/19/2016,Data Breach,Investigation,Broadspire Legal,3/24/2016,3,,3/29/2016,,N,N,Y,N,N,Y,Y,N,N,N
PR1608535,CLOSED,4/19/2016,Data Breach,Investigation,"Schwaab, Inc. (Discount Rubber Stamps.com)",1/22/2014,"1,055",,2/4/2016,,N,N,N,N,N,N,N,N,N,N
PR1608526,CLOSED,4/19/2016,Data Breach,Investigation,"Trinity Heating & Air, Inc. DBA Trinity solar",3/11/2016,155,NJ,4/6/2016,Utlity/ Energy,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608519,CLOSED,4/19/2016,Data Breach,Investigation,UnitedHealthcare,1/12/2016,1,,4/8/2016,,N,N,N,N,N,N,N,N,N,Y
PR1608518,CLOSED,4/19/2016,Data Breach,Investigation,Bank of America ,2/23/2016,1,,4/8/2016,,N,N,Y,Y,N,Y,Y,N,N,N
PR1608515,CLOSED,4/19/2016,Data Breach,Investigation,"OnDeck Capital, Inc.",11/2/2015,16,,4/8/2016,,N,N,Y,N,N,Y,N,N,N,Y
PR1608382,CLOSED,4/18/2016,Data Breach,Investigation,MCM Staffing,3/17/2016,1,MI,4/7/2016,Employment,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608374,CLOSED,4/18/2016,Data Breach,Investigation,Asure Software,3/7/2016,1,TX,3/29/2016,Software,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608373,CLOSED,4/18/2016,Data Breach,Investigation,"Essex Property Trust, Inc.",3/17/2016,1,MA,4/7/2016,Trusts,Y,Y,N,N,N,N,N,N,N,N
PR1608371,CLOSED,4/18/2016,Data Breach,Investigation,Midland Paper Packaging & Supplies,4/4/2016,5,IL,4/6/2016,Retail,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608362,CLOSED,4/18/2016,Data Breach,Investigation,The Whiting-Turner Contracting Company,3/8/2016,194,MD,,Contracting,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1608222,CLOSED,4/15/2016,Data Breach,Investigation,"Argon Medical Devices, Inc.",3/14/2016,2,,3/30/2016,,N,N,Y,N,N,Y,N,N,N,N
PR1608217,CLOSED,4/15/2016,Data Breach,Investigation,"KapStone, Inc.",2/22/2016,not listed,,2/23/2016,,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608206,CLOSED,4/15/2016,Data Breach,Investigation,Katherman Kitts & Co. LLP (KKC),2/25/2016,3,CA,4/4/2016,Tax,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1608172,CLOSED,4/15/2016,Data Breach,Investigation,"FoodState, Inc.",3/30/2016,1,NH,4/4/2016,Food ,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608165,CLOSED,4/15/2016,Data Breach,Investigation,"Forefront Management, LLC",2/22/2016,1,TX,4/4/2016,Medical,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1608156,CLOSED,4/15/2016,Data Breach,Investigation,MDM LLC d/b/a Takoma Station Tavern,9/29/2014,2,DC,3/3/2016,Restaurant,N,Y,N,N,N,N,N,Y,Y,Y
PR1608147,CLOSED,4/15/2016,Data Breach,Investigation,Ezaki Glico Co Ltd,10/9/2015,1,Japan,3/7/2016,,N,Y,Y,Y,N,N,N,N,N,Y
PR1608141,CLOSED,4/15/2016,Data Breach,Investigation,Law Enforcement Recovery (American Express) (2/19/,,1,,2/19/2016,,N,Y,N,N,N,N,N,Y,Y,N
PR1608139,CLOSED,4/15/2016,Data Breach,Investigation,Miraqe Gulf (Tim Hortons),1/15/2015,1,Dubai,2/25/2016,Restaurant,N,Y,Y,N,N,N,N,Y,Y,N
PR1608134,CLOSED,4/14/2016,Data Breach,Investigation,"BH Equities, LLC",3/21/2016,6,IA,4/1/2016,Investment,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608126,CLOSED,4/14/2016,Data Breach,Investigation,"Global Technology Associates, LLC (GTA)",3/16/2016,1,,4/1/2016,,N,N,Y,Y,N,Y,Y,N,N,N
PR1608115,CLOSED,4/14/2016,Data Breach,Investigation,Clinton Health Access Initiative,3/14/2016,7,MA,4/1/2016,Healthcare.,Y,N,Y,N,N,Y,N,N,N,N
PR1607996,CLOSED,4/13/2016,Data Breach,Investigation,Access Health CT (1-27-16),1/27/2016,1,,,,N,N,Y,N,N,Y,N,N,N,N
PR1607994,CLOSED,4/13/2016,Data Breach,Investigation,Grunt Style LLC (1-8-16),12/10/2015,4,,,,N,N,Y,Y,Y,N,N,N,N,Y
PR1607985,CLOSED,4/13/2016,Data Breach,Investigation,"Retail Solutions, Inc (2-23-16)",2/16/2016,3,,,,N,N,N,N,N,Y,N,N,N,N
PR1607920,CLOSED,4/12/2016,Data Breach,Investigation,Wynden Stark d/b/a GQR Global Markets/City Interns,4/1/2016,1,NY,,Recruitment,Y,Y,Y,Y,N,Y,N,N,N,N
PR1607508,CLOSED,4/7/2016,Data Breach,Investigation,Memorial Hospital of Rhode Island (MHRI) (2 19 1,2/16/2016,1,,,,N,N,Y,N,N,Y,Y,N,N,N
PR1607215,CLOSED,4/4/2016,Data Breach,Investigation,"Alternative Energy Store, Inc. (American Express) ",1/5/2016,7,,,,N,N,Y,N,N,N,N,N,Y,Y
PR1607214,CLOSED,4/4/2016,Data Breach,Investigation,American Express (2-17-16) ,2/17/2016,993,,,,N,N,Y,N,N,N,N,N,Y,Y
PR1607203,CLOSED,4/4/2016,Data Breach,Investigation,Xerox (Access Health CT) (2-16-16),2/16/2016,1,,,,N,N,Y,N,N,Y,N,N,N,N
PR1607202,CLOSED,4/4/2016,Data Breach,Investigation,College of Mount Saint Vincent (2-16-16),2/16/2016,7,,,,N,N,Y,N,N,Y,N,N,N,N
PR1606960,CLOSED,3/31/2016,Data Breach,Investigation,"Polycom, Inc. (2-12-16)",2/5/2016,3,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1606832,CLOSED,3/30/2016,Data Breach,Investigation,First Niagara (2-17-16),2/17/2016,2,CT,2/17/2016,banking,Y,Y,Y,N,N,N,N,N,N,Y
PR1606828,CLOSED,3/30/2016,Data Breach,Investigation,"Estech Systems, Inc (2-12-16)",1/14/2016,13,TX,1/14/2016,business communications,N,Y,Y,Y,N,N,N,N,N,Y
PR1606826,CLOSED,3/30/2016,Data Breach,Investigation,Access Health (Maximus Call Center) (2-11-16),2/11/2016,3,CT,2/11/2016,healthcare,Y,N,Y,N,N,Y,Y,N,N,N
PR1606821,CLOSED,3/30/2016,Data Breach,Investigation,JetBlue Airways Corporation,1/7/2016,7,FL,1/7/2016,airline,Y,Y,Y,N,N,Y,Y,N,N,N
PR1606820,CLOSED,3/30/2016,Data Breach,Investigation,"Sheptoff, Reuber and Company, P.C. (2-9-16)",1/6/2016,239,CT,1/6/2016,accounting firm,Y,Y,Y,N,N,Y,N,N,N,N
PR1606817,CLOSED,3/30/2016,Data Breach,Investigation,Capezio (2-9-16),10/1/2015,62,NY,11/27/2015,retail,N,Y,Y,Y,Y,N,N,Y,Y,Y
PR1606812,CLOSED,3/29/2016,Data Breach,Investigation,Affinion Group,2/22/2016,478,CT,3/4/2016,Marketing & Services,Y,Y,Y,N,N,Y,N,N,N,N
PR1606764,CLOSED,3/29/2016,Data Breach,Investigation,Bright View (2-10-16),2/3/2016,/,CT,2/3/2016,nursing home,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1606761,CLOSED,3/29/2016,Data Breach,Investigation,Lowcountry Orthopedics and Sports Medicine,12/3/2015,2,PA,12/3/2015,health care,N,Y,Y,N,N,N,Y,N,N,N
PR1606748,CLOSED,3/29/2016,Data Breach,Investigation,The Market Basket (American Expess) (2-9-16),1/1/2016,2,VA,1/1/2016,supermarket,Y,Y,Y,N,N,N,N,Y,Y,Y
PR1606746,CLOSED,3/29/2016,Data Breach,Investigation,INTUIT (2-9-16),1/21/2016,2,CA,,Tax Services,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1606744,CLOSED,3/29/2016,Data Breach,Investigation,"Baja Bound Insurance Services, Inc (2-8-16)",12/16/2015,2,CA,12/16/2015,insurance,Y,Y,Y,N,N,N,Y,N,N,N
PR1606570,CLOSED,3/28/2016,Data Breach,Investigation,"QVC, Inc (2-8-16)",1/19/2016,1,PA,1/21/2016,retail,N,Y,Y,N,N,N,N,N,N,N
PR1606544,CLOSED,3/28/2016,Data Breach,Investigation,Costco Wholesale Corporation (2-8-16),12/20/2015,1,FL,3/30/2016,retail store,Y,Y,Y,N,N,N,N,N,N,Y
PR1606399,CLOSED,3/24/2016,Data Breach,Investigation,"CareCentrix, Inc (3-21-16)",3/7/2016,531,CT,,Heathcare,Y,Y,Y,Y,N,Y,N,N,N,N
PR1606371,CLOSED,3/23/2016,Data Breach,Investigation,University of Central Florida (2-5-16),1/8/2016,128,FL,,Education ,Y,Y,Y,N,N,Y,N,N,N,N
PR1606334,CLOSED,3/23/2016,Data Breach,Investigation,"Seirus Innovative Accessories, Inc (2-5-16)",11/12/2015,1,CA,11/26/2015,Retail ,N,Y,Y,Y,Y,N,N,N,N,Y
PR1606315,CLOSED,3/23/2016,Data Breach,Investigation,Northwestern Mutual Life Insurance Company (2-4-16,1/26/2016,4,WI,,Insurance,Y,Y,Y,Y,N,Y,N,N,N,N
PR1606309,CLOSED,3/23/2016,Data Breach,Investigation,POSabilities (American Express) (2-4-16),7/8/2015,84,FL,,POS services,N,N,N,N,N,N,N,Y,Y,N
PR1606303,CLOSED,3/23/2016,Data Breach,Investigation,University of Mary Washington (2-4-16),1/5/2016,46,VA,,Education ,Y,Y,Y,N,N,Y,N,N,N,N
PR1606238,CLOSED,3/22/2016,Data Breach,Investigation,"Gyft, Inc. (2-4-16)",10/3/2015,4252,CA,12/18/2015,Gift Card Services,N,Y,Y,Y,Y,N,Y,N,N,N
PR1606208,CLOSED,3/22/2016,Data Breach,Investigation,Rite Aid Corporation (2-3-16),2/3/2016,2,PA,,Retail/ Pharmacy,Y,Y,Y,Y,N,N,N,N,N,Y
PR1606205,CLOSED,3/22/2016,Data Breach,Investigation,Counterfeit Cards in Barcelona (American Express) ,2/2/2016,1,,,,Y,Y,Y,N,N,N,N,Y,N,N
PR1606202,CLOSED,3/22/2016,Data Breach,Investigation,Gap Inc. (2-2-16),1/26/2016,111,CA,,Retail ,Y,Y,Y,N,N,Y,N,N,N,N
PR1606199,CLOSED,3/22/2016,Data Breach,Investigation,BaileysOnline.com (2-3-16),9/25/2015,358,CA,1/13/2016,Retail ,N,Y,Y,Y,N,N,N,N,N,Y
PR1606197,CLOSED,3/22/2016,Data Breach,Investigation,JMI- CSM Sport and Entertainment (2-2-16),2/2/2016,12,IN,,Marketing,Y,Y,Y,N,N,Y,N,N,N,N
PR1606192,CLOSED,3/22/2016,Data Breach,Investigation,Aspiration (1-29-16),1/17/2016,2,CA,,Investment firm ,Y,Y,Y,Y,N,Y,N,N,N,N
PR1606035,CLOSED,3/21/2016,Data Breach,Investigation,Santander (1-28-16),1/28/2016,242,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1606032,CLOSED,3/21/2016,Data Breach,Investigation,"Richardson and Company, P.C. (1-29-16)",12/21/2015,69,,,,N,N,N,N,N,N,N,N,N,N
PR1605789,CLOSED,3/17/2016,Data Breach,Investigation,"Mohawk Mountain Ski Area, Inc. (3-17-16)",,239,CT,,Sport,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1605709,CLOSED,3/15/2016,Data Breach,Investigation,Cook and Collins (American Express) (1-29-16),8/12/2014,1,,,,N,N,Y,N,N,N,N,Y,Y,Y
PR1605657,CLOSED,3/15/2016,Data Breach,Investigation,Toyota Motor Credit Corporation (TMCC) (1-29-16),12/28/2015,8,,1/4/2016,,N,N,N,N,N,Y,N,N,N,N
PR1605635,CLOSED,3/15/2016,Data Breach,Investigation,"Oiselle Running, Inc (1-29-16)",10/29/2015,15,,11/5/2015,,N,N,Y,Y,Y,N,N,N,N,Y
PR1605509,CLOSED,3/14/2016,Data Breach,Investigation,"Drager Medical Systems, Inc (1-29-16)",1/19/2016,3,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1605507,CLOSED,3/14/2016,Data Breach,Investigation,Nationstar Connecticut (1-29-16),11/30/2015,8,,,,N,N,Y,N,N,N,N,N,N,N
PR1605503,CLOSED,3/14/2016,Data Breach,Investigation,"Kadmon Corporation, LLC (1-29-16)",1/22/2016,2,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1605502,CLOSED,3/14/2016,Data Breach,Investigation,TaxSlayer (1-28-16),10/10/2015,106,,12/21/2015,,N,N,Y,Y,N,Y,N,N,N,N
PR1605501,CLOSED,3/14/2016,Data Breach,Investigation,"The Hain Celestial Group, Inc (1-28-16)",12/9/2015,39,,,,N,N,Y,Y,Y,N,N,N,N,Y
PR1605475,CLOSED,3/14/2016,Data Breach,Investigation,"Account Control Technology, Inc. (1-23-16)",12/28/2015,4,,,,N,N,N,N,N,N,N,N,N,N
PR1605472,CLOSED,3/14/2016,Data Breach,Investigation,"City of Rochester, Minnesota (the City)  (1 27 1",1/12/2016,3,,,,N,N,Y,N,N,Y,Y,N,N,N
PR1605466,CLOSED,3/14/2016,Data Breach,Investigation,"Landry's Inc.; Golden Nugget Atlantic City, LL",3/15/2015,?,,12/3/2015,,N,N,Y,N,N,N,N,N,N,Y
PR1605443,CLOSED,3/14/2016,Data Breach,Investigation,SevOne,3/7/2016,4,MA,3/7/2016,Software company,Y,Y,Y,Y,N,Y,N,N,N,N
PR1605241,CLOSED,3/10/2016,Data Breach,Investigation,"A LifeSafer of Connecticut, Inc. (1-26-16)",12/1/2015,2,,1/1/2016,,N,N,Y,N,N,N,N,N,N,N
PR1605238,CLOSED,3/10/2016,Data Breach,Investigation,Watermark Asbury Park Restaurant (1-26-16),6/5/2015,4,,,,N,N,Y,N,N,N,N,N,N,Y
PR1605200,CLOSED,3/10/2016,Data Breach,Investigation,HK Financial Services (2-22-16),1/11/2016,2,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1605185,CLOSED,3/10/2016,Data Breach,Investigation,Red Lion Controls (1-20-16),1/12/2016,1,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1605130,CLOSED,3/9/2016,Data Breach,Investigation,The Rookery (American Express) (1-19-16),9/3/2015,1,,,,N,N,Y,N,N,N,N,N,N,Y
PR1605129,CLOSED,3/9/2016,Data Breach,Investigation,The NCH Healthcare System (1-18-16),12/3/2015,6,,,,N,N,Y,Y,Y,Y,Y,N,N,N
PR1605119,CLOSED,3/9/2016,Data Breach,Investigation,John Scheepers Seeds LLC (1-18-16),12/1/2015,12,,,,N,N,Y,Y,Y,N,N,N,N,N
PR1605116,CLOSED,3/9/2016,Data Breach,Investigation,"Blucora, Inc (1-8-16)",1/8/2016,7,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1604674,CLOSED,3/3/2016,Data Breach,Investigation,Estate of Mackey Barron (3-1-16),2/23/2016,1,CT,,Communications,N,Y,Y,Y,N,Y,N,N,N,N
PR1604642,CLOSED,3/3/2016,Data Breach,Investigation,"Sheptoff, Reuber & Company, P.C. (2-9-16)",1/6/2016,239,CT,,Accounting,Y,Y,Y,N,N,Y,N,N,N,N
PR1604130,CLOSED,2/26/2016,Data Breach,Investigation,"New Penn Financial, LLC (1-8-16)",12/10/2015,11,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1603940,CLOSED,2/24/2016,Data Breach,Investigation,Law Enforcement Recovery- POC (American Ex,1/7/2016,23,,,,N,N,N,N,N,N,N,Y,Y,Y
PR1603905,CLOSED,2/24/2016,Data Breach,Investigation,Maximus- Access Health CT (1-6-16),1/6/2016,2,,,,N,N,Y,N,N,Y,Y,N,N,N
PR1603867,CLOSED,2/23/2016,Data Breach,Investigation,"Imperial Finance and Trading, LLC (1-6-16)",12/15/2015,?,,,,N,N,N,N,N,N,N,N,N,N
PR1603861,CLOSED,2/23/2016,Data Breach,Investigation,HSBC Bank USA National Association (1-5-16),12/1/2015,4,,12/19/2015,,N,N,N,N,N,Y,N,N,N,Y
PR1603853,CLOSED,2/23/2016,Data Breach,Investigation,Technology Marketing Inc- POS (American Express) (,12/21/2014,266,,,,N,N,Y,N,N,N,N,Y,Y,Y
PR1603080,CLOSED,2/11/2016,Data Breach,Investigation,Law Enforcement Recovery (American Express) (2-2-1,1/7/2016,1,,,,N,N,N,N,N,N,N,Y,N,Y
PR1603077,CLOSED,2/11/2016,Data Breach,Investigation,"Shire Human Genetic Therapies, Inc. (2-8-2016)",12/30/2015,73,DC,1/30/2016,biotherapy,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1603049,CLOSED,2/11/2016,Data Breach,Investigation,Hyatt Hotel Corporation (1-14-16),8/13/2015,?,IL,12/8/2015,hotel,Y,Y,Y,N,N,N,N,N,N,Y
PR1603047,CLOSED,2/11/2016,Data Breach,Investigation,ARMA POS ( American Express) (1-14-16),11/20/2014,311,CO,11/20/2014,unknown,Y,Y,Y,N,N,N,N,Y,Y,Y
PR1603006,CLOSED,2/10/2016,Data Breach,Investigation,Aegion Corporation,11/10/2015,6,OR,11/10/2015,engineering,Y,Y,Y,Y,N,Y,N,N,N,N
PR1602982,CLOSED,2/10/2016,Data Breach,Investigation,"JB Autosports, Inc. (1-13-16)",8/1/2015,133,IA,11/9/2015,car parts,N,Y,Y,Y,N,N,N,N,N,Y
PR1602974,CLOSED,2/9/2016,Data Breach,Investigation,Maine General Medical Center (1-15-16),9/11/2015,405,ME,9/12/2015,hospital,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1602927,CLOSED,2/9/2016,Data Breach,Investigation,HSBC Bank USA (1-13-16),12/7/2015,6176,IL,12/8/2015,banking,Y,Y,Y,Y,N,Y,N,N,N,N
PR1602924,CLOSED,2/9/2016,Data Breach,Investigation,Transform POS (American Express) (1-12-16),9/23/2015,148,WI,9/23/2015,unknown,Y,Y,N,N,N,N,N,Y,Y,N
PR1602917,CLOSED,2/9/2016,Data Breach,Investigation,Tempe Town Lake Inn (American Express) (1-11-16),9/23/2015,29,AZ,9/23/2015,hotel,Y,Y,Y,N,N,N,N,Y,Y,Y
PR1602916,CLOSED,2/9/2016,Data Breach,Investigation,Modern Propane (American Express) (1-11-16),12/16/2014,3,NJ,12/16/2015,unknown,Y,Y,Y,N,N,N,N,N,Y,Y
PR1602913,CLOSED,2/9/2016,Data Breach,Investigation,"Motivate International, Inc.(1-11-16)",1/11/2016,2,NY,1/11/2016,bike sharing ,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1602383,CLOSED,2/2/2016,Data Breach,Investigation,Bringham and Women's and Bringham and Women's Faul,11/13/2015,12,MA,,Healthcare ,N,Y,Y,N,N,N,Y,N,N,N
PR1602192,CLOSED,2/1/2016,Data Breach,Investigation,DBS POS - (American Express) (1-4-16),6/2/2014,967,DE,,POS,N,Y,Y,N,N,N,N,Y,Y,Y
PR1602191,CLOSED,2/1/2016,Data Breach,Investigation,American Savings Foundation (1-4-16),11/23/2015,7,CT,,Charity,Y,Y,Y,N,N,Y,N,N,N,N
PR1602169,CLOSED,2/1/2016,Data Breach,Investigation,Paulus Sokolowski & Sartor LLC (1-4-16),12/4/2015,2,NJ,,Professional Services,Y,Y,Y,N,N,Y,N,N,N,N
PR1602155,CLOSED,2/1/2016,Data Breach,Investigation,Regional Income Tax Agency (RITA) (12 31 15),11/10/2015,17,OH,,Professional Services,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1602152,CLOSED,2/1/2016,Data Breach,Investigation,AOne Touch Inc. (American Express) (12-30-15) ,3/22/2015,798,WI,,POS ,N,Y,Y,N,N,N,N,Y,Y,Y
PR1602007,CLOSED,1/29/2016,Data Breach,Investigation,Magnolia Plantation and Gardens (American Express),10/18/2014,138,SC,,Hospitality ,N,Y,Y,N,N,N,N,Y,Y,Y
PR1601993,CLOSED,1/29/2016,Data Breach,Investigation,Recovered Accounts- Sword (American Express) (1-29,12/30/2015,1,,,,N,Y,N,N,N,N,N,Y,Y,N
PR1601813,CLOSED,1/26/2016,Data Breach,Investigation,"HDIS, Inc (12-28-15)",11/27/2015,6,MO,11/30/2015,Retail,N,Y,Y,Y,N,N,N,Y,Y,Y
PR1601808,CLOSED,1/26/2016,Data Breach,Investigation,SAS Safety Corporation (12-24-15),9/23/2015,2,CA,12/8/2015,Manufacturer,N,Y,Y,Y,N,N,N,Y,Y,Y
PR1601777,CLOSED,1/26/2016,Data Breach,Investigation,The NCH Healthcare System (1-18-16),12/3/2015,6,TX,12/3/2015,healthcare,Y,Y,Y,Y,Y,Y,Y,N,N,N
PR1601666,CLOSED,1/25/2016,Data Breach,Investigation,Intuit (1-15-16),12/8/2015,20,CA,12/31/2015,software,Y,Y,Y,N,N,Y,Y,N,N,N
PR1601340,CLOSED,1/20/2016,Data Breach,Investigation,Intuit TurboTax (12-23-15),12/2/2015,9,CA,1/9/2016,software,Y,Y,Y,N,N,Y,Y,N,N,N
PR1601338,CLOSED,1/20/2016,Data Breach,Investigation,"Acclaim Technical Services, Inc. (ATS) (12-23-15)",8/1/2015,23,VA,12/23/2015,technical defense contractor,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1601337,CLOSED,1/20/2016,Data Breach,Investigation,Prudential Career Development Training Program (12,11/20/2015,1,NJ,11/20/2015,insurance,Y,Y,Y,Y,Y,Y,Y,N,N,N
PR1601259,CLOSED,1/20/2016,Data Breach,Investigation,Phillip Capital Inc.,10/23/2015,1,IL,12/3/2015,financial services,Y,Y,Y,Y,Y,Y,N,N,N,N
PR1601208,CLOSED,1/19/2016,Data Breach,Investigation,Maximus Call Center (Access Health CT) (12-23-15),12/23/2015,4,CT,12/23/2015,health care,Y,Y,Y,N,N,Y,Y,N,N,N
PR1601086,CLOSED,1/16/2016,Data Breach,Investigation,Farm to Feet (12-23-15),8/3/2015,4,NC,11/18/2015,retail,Y,Y,Y,Y,Y,N,N,Y,Y,Y
PR1601085,CLOSED,1/16/2016,Data Breach,Investigation,First Advantage Corporation (12-23-15),11/17/2015,11,GA,11/17/2015,employee wellness,Y,Y,Y,N,N,Y,N,N,N,N
PR1600981,CLOSED,1/16/2016,Data Breach,Investigation,MROStop LLC (12-22-15),12/14/2015,2,NC,12/14/2015,retail,N,Y,Y,N,N,Y,N,N,N,N
PR1600980,CLOSED,1/16/2016,Data Breach,Investigation,LPL Financial LLC (12-21-15),11/13/2015,2,CA,11/13/2015,financial services,Y,Y,Y,N,N,Y,N,N,N,N
PR1600979,CLOSED,1/16/2016,Data Breach,Investigation,Gap Inc. (12-18-15),10/16/2015,1,,11/20/2015,,N,N,Y,N,N,N,N,Y,Y,Y
PR1600978,CLOSED,1/15/2016,Data Breach,Investigation,EZCONTACTSUSA ( American Express) (12-16-15),8/7/2014,153,,,,N,N,Y,N,N,N,N,N,N,Y
PR1600977,CLOSED,1/15/2016,Data Breach,Investigation,Toyota Motor Credit Corporation (12-15-15),8/5/2015,93,,,,N,N,Y,N,N,N,N,N,N,N
PR1600727,CLOSED,1/12/2016,Data Breach,Investigation,"Centerra Group, LLC (12-14-15)",11/16/2015,1,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1600723,CLOSED,1/12/2016,Data Breach,Investigation,State Farm (12-14-15),10/26/2015,1,,,,N,N,Y,N,N,Y,Y,N,N,N
PR1600715,CLOSED,1/12/2016,Data Breach,Investigation,TuneCore (12-11-15),11/17/2015,134,,,,N,N,Y,Y,Y,N,Y,N,N,Y
PR1600428,CLOSED,1/8/2016,Data Breach,Investigation,Maximus (Access Health) (12-9-15),12/9/2015,2,,,,N,N,Y,N,N,Y,Y,N,N,N
PR1600427,CLOSED,1/8/2016,Data Breach,Investigation,Corky's BBQ (American Express) (12-17-15),4/2/2015,33,,,,N,N,Y,N,N,N,N,Y,Y,Y
PR1600426,CLOSED,1/8/2016,Data Breach,Investigation,"Catenacci, Markowitz, Delandri, Rosner (CMDR) (1",9/23/2015,15,,,,N,N,Y,N,N,Y,N,N,N,N
PR1600419,CLOSED,1/8/2016,Data Breach,Investigation,"Dungarees, LLC (12-17-15)",10/15/2015,146,,11/20/2015,,N,N,Y,Y,Y,N,N,Y,Y,Y
