Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
7302,5/15/2015,Southcoast Health System,Electronic,Yes,1,Yes,,,,Yes,,
7303,5/15/2015,Southcoast Health System,Electronic,Yes,1,Yes,,,,Yes,,
7304,5/15/2015,SalemFive,Electronic,,1,,,,Yes,,,
7305,5/15/2015,SalemFive,Electronic,,1,,,,Yes,,,
7306,5/15/2015,SalemFive,Electronic,,4,,,,Yes,,,
7307,5/15/2015,SalemFive,Electronic,,1,,,,Yes,,,
7308,5/15/2015,Bank of America,Electronic,Yes,9,,,,Yes,Yes,,
7309,5/15/2015,Chubb & Son,Paper,,4,,Yes,,,Yes,,
7310,5/15/2015,Toyota Financial Services,Electronic,Yes,1,,Yes,,,Yes,,
7311,5/15/2015,State Street,Electronic,Yes,1,,Yes,,,,,
7312,5/15/2015,Resour e Generation,Electronic,Yes,2,Yes,,,,,,Yes
7313,5/18/2015,American Express,Electronic,,3354,,,,Yes,,,
7314,5/18/2015,Salem Five,Electronic,,13,,,,Yes,,,
7315,5/18/2015,Salem Five,Electronic,,10,,,,Yes,,,
7316,5/18/2015,Blair & Associates LLC,Electronic,Yes,11,Yes,,,,Yes,,
7317,5/18/2015,South Bay Mental Health,Paper,,1,,Yes,,,,,
7318,5/18/2015,Comm of MA DOR,Electronic,Yes,3,Yes,,,,,,
7319,5/18/2015,Anthem Blue Cross Blue Shield,Paper,Yes,2,Yes,,,,,,
7320,5/18/2015,New England College of Optometry,Electronic,Yes,216,,,,Yes,,,
7321,5/18/2015,American Express,Electronic,,2,,,,Yes,,,
7322,5/19/2015,American Express,,,55,,,,Yes,,,
7323,5/19/2015,Associated Dentist,Electronic,Yes,4,Yes,,,,Yes,,Yes
7324,5/20/2015,Intuit,Electronic,Yes,34,,,,Yes,Yes,,
7325,5/21/2015,Freedom Debt Relief,Electronic,Yes,1,,Yes,,,,,
7326,5/21/2015,American Express,Electronic,,2,,,,Yes,,,
7327,5/21/2015,American Express,Electronic,,1,,,,Yes,,,
7328,5/22/2015,Progressive,Electronic,Yes,1,,,Yes,,Yes,,
7329,5/22/2015,West Brookfield Board of Selectman,Electronic,Yes,2,Yes,,,,Yes,,
7330,5/22/2015,The Village Bank,Electronic,,1,,,,Yes,,,
7331,5/26/2015,Life View Outdoors,Electronic,Yes,4,,,,,,,
7332,5/26/2015,Salem Five,Electronic,,13,,,,Yes,,,
7333,5/26/2015,Salem Five,Electronic,,10,,,,Yes,,,
7334,5/26/2015,Salem Five,Electronic,,5,,,,Yes,,,
7335,5/26/2015,CareFirst,Electronic,Yes,69,Yes,,,,Yes,,
7336,5/26/2015,OptumRx,Electronic,Yes,2,,,,Yes,Yes,,
7337,5/26/2015,Hotel Beacon,Electronic,Yes,199,,,,Yes,Yes,,
7338,5/26/2015,Discover,Electronic,,4013,,,,Yes,,,
7339,5/26/2015,Longwood Management,Electronic,Yes,1,Yes,,,,Yes,,
7340,5/26/2015,"Mid-America Apartment Communities, Inc.",Undefined,Yes,2,Yes,Yes,Yes,,Yes,,
7350,5/26/2015,"Majorsales, LLC",Electronic,Yes,1,,,,Yes,Yes,,
7348,5/26/2015,CVS Caremark,Paper,Yes,1,Yes,,,,,,
7347,5/27/2015,Copart,Electronic,Yes,1390,,,Yes,,,,
7344,5/27/2015,Imugen,Electronic,Yes,54,Yes,,,,Yes,,
7508,5/27/2015,Rhys Vineyards,Electronic,Yes,71,,,,Yes,,,
7341,5/27/2015,"Citibank, NA",Electronic,Yes,1,Yes,,,Yes,,,
7342,5/27/2015,Unity Recovery Group,Electronic,Yes,16,Yes,,,,Yes,,
7343,5/28/2015,The Village Bank,Electronic,,2,,,,Yes,,,
7345,5/28/2015,American Express,Electronic,,565,,,,Yes,,,
7346,5/28/2015,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
7349,5/28/2015,The Village Bank,Electronic,,1,,,,Yes,,,
7351,5/29/2015,"Sally Beauty Holdings, Inc.",Electronic,Yes,58494,,,,Yes,Yes,,
7352,5/29/2015,Brookfield Revewable Energy Group,Electronic,,1,Yes,Yes,,,Yes,,
7353,5/29/2015,Bayer,Electronic,Yes,1,Yes,,,,,,
7354,6/1/2015,Diman Regional Vocational Technical High School,Electronic,Yes,307,Yes,,,,Yes,,
7355,6/1/2015,Boston Medical Center Health Net Plan,Electronic,Yes,15,Yes,,,,Yes,,
7356,6/1/2015,Marlborough Savings Bank,Electronic,,2,,,,Yes,,,
7357,6/1/2015,Comm of MA DOR,Paper,Yes,2,Yes,,,,,,
7358,6/1/2015,Savers Bank,Electronic,,1,,,,Yes,,,
7359,6/1/2015,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
7360,6/1/2015,Vanguard,Paper,Yes,3,,Yes,,,,,
7361,6/2/2015,Bank of America,Paper,Yes,2,Yes,Yes,,,,,
7362,6/2/2015,Comm of MA DOR,Electronic,Yes,1,Yes,,,,,,
7363,6/2/2015,"Heartland Payroll Solutions, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
7364,6/2/2015,Beacon Health System,Electronic,Yes,3,Yes,,,,Yes,,
7365,6/2/2015,Pilgrim Bank,Electronic,,4,,,,Yes,,,
7366,6/2/2015,The Village Bank,Electronic,,10,,,,Yes,,,
7367,6/2/2015,The Village Bank,Electronic,,1,,,,Yes,,,
7368,6/3/2015,Prudential,Paper,Yes,2,,Yes,,,Yes,,
7369,6/3/2015,St. Mary's Credit Union,Electronic,,13,,,,Yes,,,
7370,6/3/2015,Marlborough Savings Bank,Electronic,,2,,,,Yes,,,
7371,6/3/2015,Savers Bank,Electronic,,5,,,,Yes,,,
7372,6/4/2015,Citi,Electronic,Yes,6,Yes,Yes,,,Yes,,
7373,6/4/2015,Intimacy Management Company,Electronic,Yes,93,,,,Yes,Yes,,
7374,6/4/2015,Allerton House at Harbor Park,Electronic,Yes,87,Yes,,,,,,
7375,6/4/2015,Eagle Bank,Electronic,,1,,,,Yes,,,
7376,6/4/2015,SalemFive,Electronic,,1,,,,Yes,,,
7377,6/4/2015,American Express,Electronic,,11,,,,Yes,,,
7378,6/5/2015,Eastern Bank,Electronic,,8,,,,Yes,,,
7379,6/5/2015,Eastern Bank,Electronic,,1,,,,Yes,,,
7380,6/5/2015,Eastern Bank,Electronic,,1,,,,Yes,,,
7381,6/5/2015,Eastern Bank,Electronic,,1,,,,Yes,,,
7382,6/5/2015,Eastern Bank,Electronic,,1,,,,Yes,,,
7383,6/5/2015,Eastern Bank,Electronic,,1,,,,Yes,,,
7384,6/5/2015,Eastern Bank,Electronic,,1,,,,Yes,,,
7385,6/5/2015,Eastern Bank,Electronic,,4,,,,Yes,,,
7386,6/5/2015,Eastern Bank,Electronic,,1,,,,Yes,,,
7387,6/5/2015,Eastern Bank,Electronic,,1,,,,Yes,,,
7388,6/5/2015,Eastern Bank,Electronic,,1,,,,Yes,,,
7389,6/5/2015,Eastern Bank,Electronic,,1,,,,Yes,,,
7390,6/5/2015,Eastern Bank,Electronic,,1,,,,Yes,,,
7391,6/5/2015,Eastern Bank,Electronic,,2,,,,Yes,,,
7392,6/5/2015,Eastern Bank,Electronic,,20,,,,Yes,,,
7393,6/5/2015,Eastern Bank,Electronic,,1,,,,Yes,,,
7394,6/5/2015,Eastern Bank,Electronic,,4,,,,Yes,,,
7395,6/5/2015,Eastern Bank,Electronic,,124,,,,Yes,,,
7396,6/5/2015,Oregon's Health Co-op,Electronic,,6,Yes,,,,Yes,,Yes
7397,6/5/2015,"Akorn, Inc.",Electronic,,2,Yes,,,,Yes,,
7398,6/5/2015,The Village Bank,Electronic,,3,,,,Yes,,,
7399,6/8/2015,St.Mary's Credit Union,Electronic,,1,,,,Yes,,,
7400,6/8/2015,St. Mary's Credit Union,Electronic,,1,,,,,,,
7401,6/8/2015,Marlborough Savings Bank,Electronic,,2,,,,Yes,,,
7402,6/8/2015,SalemFive,Electronic,,5,,,,Yes,,,
7403,6/8/2015,Baystate Saving Bank,Electronic,,4,,,,Yes,,,
7404,6/8/2015,"Comm of MA, DOR",Paper,Yes,1,Yes,Yes,,,,,
7405,6/8/2015,Heartland Dental,Electronic,Yes,20,Yes,,,,Yes,,
7406,6/8/2015,Allegis Group,Electronic,Yes,1,Yes,Yes,,,Yes,,
7407,6/8/2015,Northwestern Mutual,Electronic,Yes,1,,Yes,,,Yes,,
7408,6/8/2015,AeroGrow,Electronic,Yes,1372,,,,Yes,Yes,,
7409,6/8/2015,Marlborough Savings Bank,Electronic,Yes,1,,,,Yes,,,
7410,6/8/2015,Fidelity Investments,Paper,Yes,1,Yes,,,,Yes,,
7411,6/8/2015,Anthem Blue Cross Blue Shield,Paper,Yes,1,Yes,,,,,,
7412,6/8/2015,Fallon Ambulance Service,Electronic,Yes,431,,,Yes,,Yes,,
7413,6/9/2015,Bristol County Savings Bank,Electronic,,4,,,,Yes,,,
7414,6/9/2015,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
7415,6/9/2015,Briston County Savings Bank,Electronic,,3,,,,Yes,,,
7416,6/9/2015,Bristol Savings Bank,Electronic,,1,,,,Yes,,,
7417,6/9/2015,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
7418,6/10/2015,Eagle Bank,Electronic,,1,,,,Yes,,,
7419,6/10/2015,Quest Diagnostics,Paper,Yes,2,Yes,,,,Yes,,
7420,6/10/2015,ADP,Electronic,Yes,436,Yes,,,,Yes,,
7421,6/10/2015,Kosta Browne Winery,Electronic,Yes,269,,,,Yes,Yes,,
7422,6/10/2015,Volcano Precision Guided Therapy,Electronic,Yes,6,Yes,,,,Yes,,
7423,6/10/2015,SalemFive,Electronic,,5,,,,Yes,,,
7426,6/10/2015,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
7427,6/11/2015,The Village Bank,Electronic,,2,,,,Yes,,,
7428,6/11/2015,The Village Bank,Electronic,,5,,,,Yes,,,
7433,6/11/2015,Vanguard,Paper,Yes,2,Yes,Yes,,,,,
7431,6/11/2015,RombauerVineyards,Electronic,,66,,,,Yes,Yes,,
7424,6/11/2015,SalemFive,Electronic,,1,,,,Yes,,,
7425,6/11/2015,SalemFive,Electronic,,1,,,,Yes,,,
7430,6/12/2015,Pilgrim Bank,Electronic,,1,,,,Yes,,,
7434,6/15/2015,Adams Community Bank,Electronic,,4,,,,Yes,,,
7435,6/15/2015,Adams Community Bank,Electronic,,2,,,,Yes,,,
7436,6/15/2015,SalemFive,Electronic,,1,,,,Yes,,,
7437,6/15/2015,SalemFive,Electronic,,5,,,,Yes,,,
7438,6/15/2015,SalemFive,Electronic,,1,,,,Yes,,,
7439,6/15/2015,SalemFive,Electronic,,1,,,,Yes,,,
7440,6/15/2015,John Hancock Financial Services,Paper,Yes,1,Yes,Yes,,,Yes,,
7441,6/15/2015,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
7442,6/15/2015,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
7443,6/15/2015,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
7444,6/15/2015,Eagle Bank,Electronic,,1,,,,Yes,,,
7445,6/15/2015,Pilgrim Bank,Electronic,,2,,,,Yes,,,
7446,6/15/2015,Pilgrim Bank,Electronic,,1,,,,Yes,,,
7447,6/15/2015,Mutual One Bank,Electronic,,1,,,,Yes,,,
7448,6/15/2015,Mutual One Bank,Electronic,,1,,,,Yes,,,
7449,6/15/2015,Marlborough Savings Bank,Electronic,,2,,,,Yes,,,
7450,6/15/2015,Middlesex Savings Bank,Electronic,,193,,,,Yes,,,
7451,6/15/2015,CarFinance Capital,Electronic,Yes,1,,Yes,,,Yes,,
7452,6/15/2015,Liberty Tax Service,Electronic,Yes,80,Yes,,,,,,
7453,6/15/2015,WebsterFive,Electronic,,1,,,,Yes,,,
7454,6/15/2015,WebsterFive,Electronic,,16,,,,Yes,,,
7455,6/15/2015,WebsterFive,Electronic,,1,,,,Yes,,,
7456,6/15/2015,WebsterFive,Electronic,,8,,,,Yes,,,
7457,6/15/2015,Southcoast Health System,Paper,Yes,1,Yes,,,,Yes,,
7458,6/15/2015,Savers Bank,Electronic,,1,,,,Yes,,,
7459,6/15/2015,"Metromile, Inc.",,Yes,5,Yes,,Yes,,Yes,,
7460,6/15/2015,American Express,Electronic,,1,,,,Yes,,,
7432,6/15/2015,American Express,Electronic,,2,,,,Yes,,,
7461,6/16/2015,Vanguard,Paper,Yes,2,Yes,Yes,,,,,
7462,6/16/2015,Peter Michael Winery,Electronic,,199,,,,Yes,Yes,,
7463,6/17/2015,Eagle Bank,Electronic,,2,,,,Yes,,,
7464,6/17/2015,Service Concepts & Initiatives,Electronic,Yes,2,,,,Yes,,,
7465,6/17/2015,"MLS Property Information Network, Inc.",Electronic,Yes,1,,,,Yes,,,
7466,6/17/2015,Esurance,Electronic,Yes,2,Yes,,,,Yes,,
7467,6/17/2015,The Village Bank,Electronic,,4,,,,Yes,,,
7468,6/17/2015,The Village Bank,Electronic,,51,,,,Yes,,,
7469,6/18/2015,AltE,Electronic,Yes,271,,,,Yes,,,
7470,6/18/2015,Huneeus Vintners LLC,Electronic,,316,,,,Yes,Yes,,
7471,6/18/2015,American Express,Electronic,,4,,,,Yes,,,
7472,6/18/2015,Vanguard,Paper,Yes,1,,Yes,,,,,
7473,6/19/2015,Clif Family,Electronic,,50,,,,Yes,,,
7474,6/19/2015,St. Mary's Credit Union,Electronic,,15,,,,Yes,,,
7475,6/19/2015,Pilgrim Bank,Electronic,,2,,,,Yes,,,
7476,6/19/2015,The Village Bank,Electronic,,4,,,,Yes,,,
7477,6/19/2015,American Express,Electronic,,2,,,,Yes,,,
7478,6/21/2015,COA Network,Electronic,Yes,120,,,,Yes,,,
7491,6/21/2015,Montefiore Health System,Electronic,Yes,5,Yes,,,,Yes,,
7493,6/22/2015,Cain Vineyard and Winery,Electronic,Yes,115,,,,Yes,,,
7494,6/22/2015,Charles Krug Winery,Electronic,Yes,27,,,,,,,
7495,6/22/2015,Corison Winery,Electronic,Yes,111,,,,Yes,,,
7496,6/22/2015,Donelan Family Wines,Electronic,Yes,95,,,,Yes,,,
7497,6/22/2015,Fisher Vineyards,Electronic,Yes,47,,,,Yes,,,
7498,6/22/2015,Flora Springs Winery & Vineyards,Electronic,Yes,87,,,,Yes,,,
7499,6/22/2015,Frias Vineyards,Electronic,Yes,28,,,,Yes,,,
7500,6/22/2015,Garden Creek Vineyards LLC,Electronic,Yes,,,,,Yes,,,
7501,6/22/2015,Gemstone Vineyards,Electronic,Yes,26,,,,Yes,,,
7502,6/22/2015,HeitzWine Cellars,Electronic,Yes,113,,,,Yes,,,
7503,6/22/2015,LaRochelle Wines,Electronic,Yes,1,,,,Yes,,,
7504,6/22/2015,Larkmead Vineyards,Electronic,Yes,128,,,,Yes,,,
7505,6/22/2015,Martinelli Winery,Electronic,Yes,72,,,,Yes,,,
7506,6/22/2015,Palmaz Vineyards,Electronic,Yes,76,,,,Yes,,,
7507,6/22/2015,Repris Vineyards,Electronic,Yes,155,,,,Yes,,,
7509,6/22/2015,Signorello Estate,Electronic,Yes,31,,,,Yes,,,
7510,6/22/2015,Silverado Vineyards,Electronic,Yes,57,,,,Yes,,,
7511,6/22/2015,Spring Mountain Vineyard,Electronic,Yes,139,,,,Yes,,,
7512,6/22/2015,Summers Estates Wines,Electronic,,13,,,,Yes,,,
7513,6/22/2015,Good Life Wine Collective,Electronic,Yes,194,,,,Yes,,,
7514,6/22/2015,Vineyard House Winery,Electronic,Yes,7,,,,,,,
7515,6/22/2015,Turley Wine Cellars,Electronic,Yes,373,,,,Yes,,,
7516,6/22/2015,William Cole Vineyards LLC,Electronic,Yes,31,,,,Yes,,,
7479,6/22/2015,Savers Bank,Electronic,,23,,,,Yes,,,
7480,6/22/2015,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
7481,6/22/2015,St. Mary's Credit Union,Electronic,,22,,,,Yes,,,
7482,6/22/2015,Vanguard,Paper,,2,,Yes,,,,,
7483,6/22/2015,SalemFive,Electronic,,2,,,,Yes,,,
7484,6/22/2015,Marlborough Savings Bank,Electronic,,4,,,,Yes,,,
7485,6/22/2015,State Farm Mutual Automobile Company,Electronic,Yes,10,,Yes,,,Yes,,
7486,6/22/2015,Mutual One Bank,Electronic,,16,,,,Yes,,,
7487,6/22/2015,Eagle Bank,Electronic,,15,,,,Yes,,,
7488,6/22/2015,Adams Community Bank,Electronic,,14,,,,Yes,,,
7490,6/22/2015,Salem Five,Electronic,,1,,,,Yes,,,
7517,6/23/2015,Bristol County Savings Bank,Electronic,,10,,,,Yes,,,
7518,6/23/2015,Bristol County Savings Bank,Electronic,,16,,,,Yes,,,
7519,6/23/2015,Bristol County Savings Bank,Electronic,,40,,,,Yes,,,
7520,6/23/2015,Bristol County Savings Bank,Electronic,,2,,,,Yes,,,
7521,6/23/2015,Bristol County Savings Bank,Electronic,,4,,,,Yes,,,
7522,6/23/2015,Bristol County Savings Bank,Electronic,,4,,,,Yes,,,
7492,6/23/2015,Amici Cellars,Electronic,,2,,,,Yes,,,
7812,6/23/2015,Medical Informatics Engineering,Electronic,Yes,17156,Yes,Yes,,,Yes,,
7523,6/24/2015,The Village Bank,Electronic,,4,,,,Yes,,,
7524,6/24/2015,"Dungarees, LLC",Electronic,Yes,304,,,,Yes,Yes,,
7525,6/24/2015,The Village Bank,Electronic,,2,,,,Yes,,,
7526,6/25/2015,Middlesex Savings Bank,Electronic,,248,,,,Yes,,,
7527,6/25/2015,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
6982,6/26/2015,Goodyear Tire and Rubber Co.,Paper,,1,Yes,,,,Yes,,
7803,6/27/2015,HSBC Bank,,Yes,32,,Yes,,,,,
7528,6/29/2015,The Village Bank,Electronic,,1,,,,Yes,,,
7529,6/29/2015,The Village Bank,Electronic,,2,,,,Yes,,,
7530,6/29/2015,Manchester Hotel Hospitality,Electronic,Yes,8,,,,Yes,,,
7531,6/29/2015,Outpost Estate Wines,Electronic,Yes,52,,,,Yes,,,
7532,6/29/2015,Round Pond Estate,Electronic,Yes,209,,,,Yes,,,
7533,6/29/2015,Jemrose Wines,Electronic,Yes,2,,,,Yes,,,
7534,6/29/2015,Kanzler Vineyards,Electronic,Yes,6,,,,Yes,,,
7535,6/29/2015,Vanguard,Paper,Yes,1,,Yes,,,,,
7536,6/29/2015,Vanguard,Paper,Yes,2,,Yes,,,,,
7537,6/29/2015,Ashe Design,Electronic,Yes,13,,,,Yes,,,
7538,6/29/2015,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
7540,6/29/2015,Savers Bank,Electronic,,3,,,,Yes,,,
7541,6/29/2015,Fidelity Investments,Electronic,Yes,1,,Yes,,,Yes,,
7542,6/29/2015,Capital One,Electronic,Yes,1,,Yes,,,Yes,,
7543,6/29/2015,Trustmark Mutual Holding Company,Electronic,Yes,3651,Yes,,,,,,
7544,6/29/2015,St. Mary's Credit Union,Electronic,,4,,,,Yes,,,
7545,6/29/2015,Fidelity Investments,Electronic,Yes,2,,Yes,,,Yes,,
7546,6/29/2015,Discover,Electronic,,37195,,,,Yes,,,
7547,7/1/2015,Savers Bank,Electronic,,1,,,,Yes,,,
7549,7/1/2015,Lincoln Financial Group,Paper,Yes,1,Yes,,,,Yes,,
7555,7/1/2015,Bank of Manhattan,Electronic,Yes,110,Yes,,,,Yes,,
7769,7/1/2015,Pilgrim Bank,Electronic,,1,,,,Yes,,,
7556,7/2/2015,Salem Five,Electronic,,3,,,,Yes,,,
7553,7/2/2015,Eagle Bank,Electronic,,1,,,,Yes,,,
7554,7/2/2015,Marlborough Savings Bank,Electronic,,1,,,,Yes,,,
7601,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7602,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7603,7/2/2015,The Cooperative Bank of Capr Cod,Electronic,,1,,Yes,,,,,
7604,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
7605,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7606,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7607,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7608,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7609,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
7610,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7611,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7612,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7613,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7614,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7615,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7616,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7617,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7618,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7619,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7620,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7621,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7622,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7623,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7624,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7625,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7626,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7627,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7628,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7629,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7630,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7631,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7632,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7633,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,409,,,,Yes,,,
7634,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7635,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7636,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7637,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7638,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7639,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7640,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7641,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7642,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7643,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7644,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7645,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
7646,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7647,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7648,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7649,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7650,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7651,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7652,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7653,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7654,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7655,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7656,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7657,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7658,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7659,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7660,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7661,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7662,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7663,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
7664,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7665,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7666,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7667,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
7668,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7669,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7670,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7672,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7673,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7674,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7675,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7676,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7677,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7678,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7679,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7680,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
7681,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,10,,,,Yes,,,
7682,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7683,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7684,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7685,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7686,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7687,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7688,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7689,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
7690,7/2/2015,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
