ID,Name of Organization,Notification Sent,Breach Occurred,IN Affected,Total Affected
2808,"FiduciaryManagement,Inc.",9/6/2017,8/7/2017,42,3055
2809,FieldandMainBank,4/26/2017,3/13/2017,25,165
2810,FirstNationalBankofPennsylvania,4/7/2017,11/3/2016,2,9358
2811,FisherSpiegelKunkle&Gerber,7/6/2017,11/29/2016,1,292
2812,FNBCBankandTrust,5/9/2017,6/28/2016,1,24
2813,FoodSafetyNetServices,3/30/2017,3/3/2017,1,573
2814,"FoodWarmingEquipmentCompany,Inc.",1/31/2017,1/23/2017,1,180
2815,FranciscanHealthHammond,5/4/2017,1/20/2017,1,1
2816,FranciscanHealthIndianapolis,6/29/2017,3/15/2017,1,1
2817,FranciscanHealthIndianapolis,6/6/2017,5/22/2017,1,1
2818,FranciscanHealthIndianapolis,8/16/2017,3/17/2017,1,1
2819,FranciscanHealthIndianapolis,8/18/2017,5/22/2017,1,1
2820,FranciscanHealthMichiganCity,6/22/2017,4/22/2017,1,1
2821,FranciscanPhysicianNetwork,9/25/2017,8/28/2017,1,1
2822,FranciscanPhysicianNetwork,5/31/2017,12/1/2016,3,3
2823,FrederickCountyPublicSchools,12/29/2016,,2,905
2824,"FreedomSmokes,Inc.",6/5/2017,3/7/2017,553,21957
2825,FrontierAirlines,5/19/2017,,6,3605
2826,FrontierCo-Op,9/11/2017,5/12/2017,25,1500
2827,FrontlineEducation,5/31/2017,4/21/2017,2,53
2828,"FroschInternationalTravel,Inc.",2/13/2017,2/10/2017,2,
2829,Frost&Sullivan,3/9/2017,3/3/2017,1,370
2830,FSSA,8/21/2017,6/22/2017,1,1
2831,FSSA,6/23/2017,6/23/2017,1,1
2832,FSSA,8/24/2017,8/16/2017,1,1
2833,FSSA,8/15/2017,8/9/2017,1,1
2834,FSSA,9/18/2017,9/12/2017,1,1
2835,FSSA-Breach Notification,4/17/2017,3/30/2017,1,1
2836,FSSA-Breach Notification,4/28/2017,4/26/2017,1,1
2837,FSSA-Breach Notification,6/12/2017,6/9/2017,1,1
2838,FSSA-Breach Notification,2/13/2017,2/7/2017,1,1
2839,FSSA-Breach Notification,3/20/2017,3/8/2017,1,1
2840,"GameStop,Inc.",6/5/2017,8/10/2016,27537,1338102
2841,"GannettCompany,Inc.",4/28/2017,3/28/2017,1538,18100
2842,"Gardiner&AppelGroup,Inc.",2/20/2017,1/16/2017,2,1281
2843,GatorCasesInc,1/11/2017,,,
2844,"GenoceaBiosciences,Inc.",2/10/2017,2/1/2017,1,134
2845,"GenpactInternational,Inc.",5/8/2017,1/12/2017,156,8517
2846,GeokineticsInc.,3/14/2017,1/25/2017,1,709
2847,"GetWellNetwork,Inc.",3/17/2017,3/8/2017,1,
2848,GlaxoSmithKline,3/28/2017,3/14/2017,1,36
2849,"Goldberg,Miller&Rubin,PC",2/23/2017,10/25/2016,2,5700
2850,"Goldenvoice,LLC",3/20/2017,9/1/2016,6,27000
2851,"Golf & Ski Warehouse, Inc.",7/7/2017,3/8/2017,39,4176
2852,"GolfTecEnterprises,LLC",6/23/2017,3/22/2017,127,22914
2853,GoogleInc.,6/29/2017,8/10/2016,6,
2854,GoshenCommunitySchools,4/15/2017,,23,23
2855,GPSHospitalityHoldingCompanyLLC,4/13/2017,2/2/2017,121,8814
2856,"GraphikDimensions,Ltd.",12/28/2016,7/12/2016,181,14095
2857,"GreatWolfResorts,Inc.",7/19/2017,8/10/2016,6,5000
2858,"Gross,Puckey,Gruel&Roof,P.C.",3/20/2017,2/19/2017,2,130
2859,"GTDistributors,Inc.",8/25/2017,5/16/2017,5,1287
2860,HaanCraftsLLC,3/23/2017,1/13/2017,31,134
2861,Haixia Zhang,3/13/2017,3/2/2017,7,
2862,HalekulaniCorporation,7/6/2017,8/10/2016,3,1528
2863,HamptonInnAustin-RoundRock,9/12/2017,8/14/2017,1,3
2864,Hand&UpperExtremityCentersdbaHandRehabilitationSpecialists,9/1/2017,7/5/2017,4,12806
2865,HansenCochraneLtd.,12/19/2016,10/17/2016,25,1636
2866,HardRockHotels&Casinos,7/7/2017,8/10/2016,205,
2867,"Harrah'sLasVegas,LLCd/b/aHarrah'sCasinoHotel,LasVegas",7/31/2017,8/10/2016,1,16
2868,HarrisHardyJohnstonePC,12/21/2016,,2,
2869,"HartzHotelServices,Inc.",7/24/2017,8/10/2016,9,2656
2870,HarvestBibleChapeld/b/aWalkintheWordMinistries,7/13/2017,6/1/2016,552,13961
2871,"HarveysIowaManagementCompany,Inc.andHarveysBRManagementCompany,Inc.",3/30/2017,,3,45
2872,HealthDimensionsGroup,3/28/2017,1/1/2017,1,1754
2873,HeathmanHotel,7/21/2017,8/10/2016,1,202
2874,"HighPowerTechnicalServices,Inc.",3/27/2017,2/13/2017,139,541
2875,HillCountryMemorialHospital,4/25/2017,2/21/2017,6,8449
2876,HomePointFinancialCorporation,6/20/2017,11/9/2016,374,32642
2877,HonorFlightNewEngland,1/25/2017,11/15/2016,1,649
2878,HorseshoeCasinoHammond,8/30/2017,5/4/2017,14,288
2879,HospitalHousekeepingSystem,9/8/2017,3/8/2017,2,1058
2880,HRBTaxGroupInc,5/26/2017,5/9/2017,1,63
2881,HutchinsonandBloodgoodLLP,3/10/2017,,30,
2882,"HyattCentricTheLoopChicago,Illinois",8/7/2017,9/27/2016,117,
2883,"HycorBiomedical,LLC",1/27/2017,1/23/2017,3,105
2884,"ICCIndustries,Inc.",9/7/2017,,1451,4997
2885,IDEM-SecurityBreach,9/6/2017,9/1/2017,1,1
2886,ILKB LLC,3/9/2017,10/1/2016,8,800
2887,ILKB LLC,4/18/2017,10/1/2016,173,26362
2888,"Incipio,LLC",5/23/2017,2/26/2017,1076,68226
2889,IndependentCareHealthPlan,1/20/2017,3/13/2016,4,7486
2890,Indiana Department of Natural Resources,1/20/2017,1/20/2017,1,1
2891,"IndianaAssociationofHomesandServicesfortheAging,Inc.d/b/aLeadingAgeIndiana",2/9/2017,12/19/2016,65,75
2892,IndianaBureauofMotorVehicles,4/10/2017,4/7/2017,1,1
2893,IndianaBureauofMotorVehicles,8/11/2017,8/8/2017,2,2
2894,IndianaBureauofMotorVehicles,8/10/2017,8/10/2017,2,2
2895,IndianaBureauofMotorVehicles,6/15/2017,5/30/2017,1,1
2896,IndianaBureauofMotorVehicles,6/23/2017,5/26/2017,1,1
2897,IndianaBureauofMotorVehicles,8/7/2017,8/4/2017,1,1
2898,IndianaBureauofMotorVehicles,6/6/2017,5/31/2017,1,1
2899,IndianaBureauofMotorVehicles,8/10/2017,8/8/2017,1,1
2900,IndianaBureauofMotorVehicles,6/6/2017,5/13/2017,1,1
2901,IndianaBureauofMotorVehicles,1/11/2017,1/5/2017,1,1
2902,IndianaDepartmentofEnvironmentalManagement,8/22/2017,9/20/2007,2,2
2903,IndianaDepartmentofEnvironmentalManagement,2/14/2017,1/30/2017,1,1
2904,IndianaDepartmentofRevenue,3/10/2017,2/24/2017,2,2
2905,IndianaDepartmentofWorkforceDevelopment,6/30/2017,8/9/2016,2,2
2906,IndianaDepartmentofWorkforceDevelopment,9/15/2017,9/6/2016,26,26
2907,IndianaFurniture,3/29/2017,2/15/2017,374,
2908,IndianaProfessionalLicensingAgency,2/14/2017,1/17/2017,1,1
2909,IndianaPublicRetirementSystem,9/6/2017,8/31/2017,1,1
2910,IndianaUniversityHealth,4/14/2017,3/29/2017,1,1
2911,IndianaUniversityHealth,4/14/2017,3/17/2017,1,1
2912,"IndigoWild,LLC",5/12/2017,11/14/2016,524,22077
2913,InfiniteComputerSolutionsInc.,9/1/2017,5/26/2017,5,650
2914,"Ingram,Overholt&Bean,P.C.",4/7/2017,,4,400
2915,InMomentInc.,3/14/2017,2/27/2017,1,246
2916,"InterMountainManagement,LLC",2/21/2017,2/3/2017,1,3918
2917,"InternationalAssociationofSheetMetal,Air,Rail&TransportWorkers",12/30/2016,10/3/2016,24,25156
2918,"InternationalCodeCouncil,Inc.",1/11/2016,4/25/2016,144,11101
2919,IntexRecreationCorp.,2/21/2017,4/24/2016,1335,58424
2920,IntuitInc,3/29/2017,3/12/2017,27,1048
2921,IntuitInc,7/21/2017,6/14/2017,2,235
2922,IntuitInc,8/15/2017,7/30/2017,1,396
2923,IntuitInc,3/1/2017,2/9/2017,58,2338
2924,IntuitInc,2/21/2017,1/30/2017,55,5869
2925,IntuitInc,5/17/2017,4/30/2017,1,298
2926,Name of Company or Organization,Date of Notification,Date of Breach,Number of Indiana Residents Affected,Number of Consumers Affected Nationwide
2927,IntuitInc,4/17/2017,4/2/2017,11,845
2928,IntuitInc,6/13/2017,4/19/2017,237,14592
2929,IntuitInc,2/9/2017,1/29/2017,62,2969
2930,IntuitInc,4/24/2014,4/6/2017,22,64
2931,IntuitInc,5/5/2017,4/17/2017,2,744
2932,IntuitInc,1/26/2017,1/12/2017,8,597
2933,IntuitInc,2/1/2017,1/22/2017,2,519
2934,IntuitInc,3/10/2017,2/20/2017,19,5123
2935,IntuitInc,3/17/2017,2/28/2017,9,2822
2936,IowaMutualinsuranceCompany,3/2/2017,1/30/2017,1,1
2937,"ITAGroup,Inc.",5/11/2017,12/28/2017,7,176
2938,IUHealthBilling*,,,,
2939,Ives&SultanLLP,5/8/2017,11/1/2016,4,2518
2940,JacksonHewittTaxServiceInc.,4/28/2017,5/1/2016,93,77178
2941,"Jas.Townsend&Sons,Inc.",6/5/2017,1/9/2017,45,
2942,"JBProducts,AFederalProcessCompany",3/17/2017,2/23/2017,39,213
2943,JennerandBlock,2/10/2017,2/2/2017,16,859
2944,JennerandBlock,6/30/2017,8/10/2016,1,39
2945,JeNuBioSciencesLLC,8/22/2017,8/14/2017,1,23
2946,Jewelry.com,6/7/2017,11/16/2016,94,
2947,JoFit,2/24/2017,1/15/2017,47,4473
2948,JohnDeereFinancial,2/24/2017,1/24/2017,3,64
2949,JohnFLewisPC,6/19/2017,4/19/2017,4,2003
2950,"JohnsDentalLaboratory,Inc.",2/21/2017,1/26/2017,106,107
2951,"Johnson,Hearn,Vinegar&Gee,PLLC",4/14/2017,1/16/2017,2,7958
2952,Jones&AndersonCPAGroup,4/24/2014,3/1/2017,2064,2248
2953,Joseph-Beth,2/24/2017,2/14/2017,1,483
2954,Juliska,8/3/2017,10/27/2016,59,
2955,KamaticsCorporation,4/14/2017,3/31/2017,1,6
2956,"KeithM.Southwood,CPA,Inc.",5/31/2017,3/29/2017,1,1035
2957,"KellerWilliamsRealty,Inc.",7/18/2017,5/6/2017,3046,398142
2958,KentuckyWesleyanCollege,7/27/2017,1/16/2017,412,6100
2959,KimptonHotels&Restaurants,7/28/2017,8/10/2016,312,23737
2960,KindredHealthcare,1/20/2017,12/26/2016,15,
2961,KindredHealthcare,1/6/2016,11/21/2016,1,1
2962,KindredHealthcare,5/10/2017,2/3/2017,2,
2963,KindredHealthcare,5/4/2017,2/8/2017,2,
2964,KindredHealthcare,4/3/2017,3/24/2017,1,1
2965,KingMcNamaraMoriarty,2/2/2017,1/18/2016,4,6791
2966,"Kobza&Associates,LLC",3/7/2017,9/12/2016,30,646
2967,"Kolodziej,Elsen&FeyLLC",7/19/2017,4/17/2017,1,16
2968,KrehbielandAssociatesCPA,3/30/2017,2/2/2017,7,4129
2969,"Kroeschell,Inc.",8/31/2017,5/25/2017,20,1534
2970,K-TekResourcingLLC,4/10/2017,1/31/2017,1,95
2971,KURUFootwear,5/15/2017,12/20/2016,399,18138
2972,"LanguageServicesAssociates,Inc.",3/28/2017,2/4/2017,3,1475
2973,LaTorrettaLakeResort&Spa,8/28/2017,8/10/2016,2,
2974,L'AubergedeSedeona,8/31/2017,8/10/2016,6,718
2975,LauchPointVentures,1/5/2017,10/14/2016,1,407
2976,"LawyersTitleofArizona,Inc.",8/16/2017,8/7/2017,2,2
2977,"LeadingEdgeFinancialPlanning,LLC",5/12/2017,4/21/2017,2,216
2978,LegacyConsultingGroup,8/15/2017,,13,2164
2979,"LeoEdwards,Jr.,M.D.",2/27/2017,11/1/2016,4,19564
2980,"LexingtonCountyHealthServicesDistrict,Inc.",3/2/2017,2/13/2017,12,
2981,"LightspeedSystems,Inc.",1/30/2017,9/6/2016,4,340
2982,LiptonCPAAssociatesLLC,5/2/2017,4/1/2017,5,65
2983,LoewsHotels&Co.,7/5/2017,8/29/2016,969,
2984,"LOGANCommunityResources,Inc.",7/11/2017,5/12/2017,2063,2604
2985,"LouisvilleAreaChamberofCommerce,Inc.d/b/aGreaterLouisvilleInc.",4/25/2017,3/17/2017,3,40
2986,LouisvilleMetroGovernment,6/1/2017,2/17/2017,3,174
2987,"M.StanleyMetz&Company,Inc.",2/1/2017,12/14/2016,7,2595
2988,"M/IFinancial,LLC",7/28/2017,10/15/2016,2,2
2989,"MadisonTrustCompany,Inc.",12/28/2016,10/13/2016,7,219
2990,MajorLeagueLacrosse,9/8/2017,8/23/2017,8,2570
2991,ManateeCountySchoolDistrict,2/16/2017,1/26/2017,5,7564
2992,MarineCorpsAssociation&Foundation,8/11/2017,4/16/2017,90,3969
2993,MarionCountyProsecutor'sOffice,1/19/2017,1/5/2017,2,2
2994,MarionCountyProsecutor'sOffice,,10/25/2016,3,3
2995,MarriottInternational,10/16/2017,9/19/2017,1,75
2996,MassachusettsMutualLifeInsuranceCompany,8/29/2017,8/17/2017,1,2034
2997,MassachusettsMutualLifeInsuranceCompany,5/5/2017,3/6/2017,2,40
2998,"Massood&Company,PA",6/16/2017,2/17/2017,1,2709
2999,"MaximCapitalEnterprises,Inc.",3/7/2017,2/4/2017,16,619
3000,"MaximCraneWorks,L.P.",3/15/2017,2/2/2017,14,1114
3001,"MBAConsultingServices,Inc.",1/20/2017,1/6/2017,5,360
3002,"McDavid,Inc.",5/1/2017,9/5/2016,79,4777
3003,McDonald'sCorporation,3/31/2017,3/7/2016,1,13
3004,McLaughlinBrunsonInsuranceAgencyLLP,5/25/2017,2/21/2017,1,303
3005,MDFInstruments,2/3/2017,7/2/2016,169,5677
3006,"Med-Cert,Inc.",9/1/2017,6/17/2017,2592,7237
3007,"MedicalDepot,Inc.",2/15/2017,2/2/2017,50,1023
3008,"MED-PASS,Inc.",1/4/2017,12/5/2016,1,43
3009,"MerchantsMetals,Inc.",3/3/2017,2/1/2017,103,759
3010,MeridianHealthServices,2/17/2017,2/8/2017,1245,1245
3011,"MichaelFriedland,LTD",7/12/2017,6/4/2017,2,622
3012,MichelinNorthAmerica,3/13/2017,,7,94
3013,MidAmericaClinicalLaboratories,6/13/2017,5/5/2017,2,2
3014,"MihalovBarton&Burrus,LLC",2/27/2017,2/5/2017,1586,1775
3015,MiravalArizonaResort&Spa,6/29/2017,8/10/2016,10,900
3016,MonarchBeverageCompany,2/2/2017,1/24/2017,1254,1275
3017,"Montage,Inc.",5/4/2017,3/28/2017,1,
3018,Mot1MarketingCo.Ltd.,4/25/2017,,3,648
3019,MovementMortgage,7/10/2017,8/1/2016,53,9591
3020,Mr.Cooper,8/30/2017,7/5/2017,184,8118
3021,MrsPrindables,2/24/2017,2/1/2016,1068,
3022,Mt.ZionGeneralBaptistChurch,3/20/2017,2/6/2017,40,41
3023,MutualofOmahaInsuranceCompany-SecurityBreach,2/16/2017,2/1/2017,1,1
3024,"N.WasserstromandSons,Inc.",2/23/2017,2/6/2017,1,
3025,NathanSports,5/1/2017,9/5/2016,7,330
3026,"NationalDCP,LLC",8/8/2017,3/10/2017,1,
3027,NationalSafetyCouncil,3/22/2017,3/13/2017,1,505
3028,NationalTreasuryEmployeesUnion,6/16/2017,3/14/2017,1,443
3029,NationstarMortgageLLC,1/25/2017,12/1/2016,1,32
3030,NationwideMutualInsuranceCompany,4/4/2017,3/15/2017,2,462
3031,NativeCanadaFootwearLtd.,8/16/2017,4/1/2015,130,
3032,"NCIGroup,Inc.",9/22/2017,8/8/2017,6,161
3033,"Neeley-Nemeth,LLPd/b/aBartonOaksDentalGroup",5/18/2017,3/23/2017,12,17090
3034,NeoshoCountyCommunityCollege,3/2/2017,2/17/2017,1,549
3035,NewsCorporation,7/12/2017,8/10/2016,2,
3036,NewWorldHotelManagementLimited,7/7/2017,11/3/2016,3,
3037,"NicopureLabs,LLC",5/16/2017,,695,
3038,NielsenCompany,6/15/2017,5/18/2017,4,
3039,NobleHouseHotelsandResorts,7/28/2017,8/10/2016,62,23312
3040,"NokiaNetworksandSolutionsUS,LLC",5/17/2017,4/1/2017,3,2521
3041,NorthAmericanTitleCompany,5/18/2017,2/9/2017,1,255
3042,"NorthmarkMedicalManagement,LLC",4/14/2017,1/16/2017,19,
3043,NorthParkUniversity,3/13/2017,3/8/2017,3,52
3044,NorthropGrummanSystemsCorporation,4/19/2017,4/18/2016,6,1938
3045,"NorthsideAnesthesiaServices,LLC",6/29/2017,11/30/2016,1,1
3046,NorthsideIndependentSchoolDistrict,12/29/2016,8/12/2016,1,22921
3047,NorthwestRheumatology,7/31/2017,3/30/2017,17,7468
3048,OaklawnPsychiatricHospital,2/9/2017,9/2/2016,,1
3049,OathInc.,7/12/2017,8/10/2016,4,
3050,"OneMainFinancialGroup,LLC",1/13/2017,10/17/2016,2,39
3051,"OneWorldDistribution,Inc.d/b/aOneWorldDirect",4/7/2017,8/27/2016,159,7552
3052,OniaLLC,6/6/2017,11/12/2016,3,619
3053,OpenTextCorporation,7/6/2017,6/25/2017,1,300
3054,OrchardsInn,8/31/2017,8/10/2016,10,742
3055,OrthopaedicsIndianapolisInc,12/29/2016,8/3/2016,1,1
3056,OutriggerHotelsHawaii,7/21/2017,8/10/2016,3,221
3057,OwenCountyStateBank,9/7/2017,7/14/2017,3,3
3058,"PacificaHotelManagement,LLC",8/11/2017,8/10/2016,51,8179
3059,PacificLutheranUniversity,4/18/2017,1/23/2017,1,955
3060,PacificQuest,4/27/2017,1/30/2017,1,319
3061,PacificScienceCenter,7/12/2017,6/13/2017,1,661
3062,PalmBayInternational,2/24/2017,1/17/2017,1,362
3063,PathGroup,12/30/2016,1/29/2016,46,1452
3064,PatrickIndustries,2/13/2017,2/3/2017,6303,7960
3065,"PaulStuart,Inc.",,,,
3066,"PaulStuart,Inc.",6/14/2017,5/15/2017,40,7972
3067,PayLeaseLLC,4/7/2017,2/23/2017,1,267
3068,"PaySystemsofAmerica,Inc.",3/3/2017,2/6/2017,27,148
3069,PCASkin,2/28/2017,2/22/2017,1,164
3070,"PeachtreeNeurologicalClinic,P.C.",7/6/2017,2/1/2016,72,176295
3071,"PenservPlanServices,Inc.",3/28/2017,2/26/2017,,
3072,PeopleforPeople,3/15/2017,10/20/2016,2,857
3073,PerfectlyPoshLLC,2/14/2017,2/10/2017,1,288
3074,PerformantFinancialCorporation,8/11/2017,1/27/2017,1,2889
3075,PikeLumberCo,1/27/2017,1/24/2017,269,269
3076,"PlasticMoldingsCompany,LLCandPMCSMARTSOLUTIONSLLC",2/10/2017,1/18/2017,34,47
3077,prAna,3/8/2017,12/14/2016,3778,391484
3078,"PrattIndustries,Inc.",5/1/2017,4/19/2017,672,7569
3079,"PreferredHotelGroup,Inc.",7/14/2017,8/10/2016,844,
3080,PrincetonUniversity,3/23/2017,12/1/2016,1,97
3081,PrincipalLifeInsuranceCompany-SecurityBreach,3/14/2017,2/22/2017,4,114
3082,PrincipalLifeInsuranceCompany-SecurityBreach,2/3/2017,1/18/2017,1,46
3083,PrincipalLifeInsuranceCompany-SecurityBreach,6/2/2017,5/25/2017,1,1
3084,"ProfessionalBusiness&TaxConsultingServices,Inc.",4/8/2017,2/18/2017,22,1664
3085,"ProScanImaging,LLC",3/2/2017,,35,
3086,"Pro-Vigil,Inc.",3/15/2017,3/13/2017,2,237
3087,PrudentialInsuranceCompanyofAmerica,4/11/2017,1/9/2017,1,9
3088,PSAAirlines,12/29/2016,9/6/2016,45,2707
3089,"PulmoRehab,LLC",2/10/2017,2/3/2017,9,2030
3090,"PulteMortgage,LLC",9/6/2017,7/22/2017,13,268
3091,"PunchBowl,LLC",5/19/2017,3/8/2017,268,2301
3092,PurdueUniversity,2/3/2017,1/1/2016,1,1
3093,"PurityCylinderGases,Inc.andAirwayOxygen,Inc.",5/25/2017,4/18/2017,14099,497020
3094,PVHS-ICM Employee Health and Wellness LLC,6/30/2017,5/4/2017,19,
3095,QBE,8/15/2017,5/31/2017,6,418
3096,"QualiChem,Inc.",3/9/2017,2/13/2017,1,84
3097,QuantumHealth,3/17/2017,2/22/2017,1,737
3098,"QuenchUSA,Inc.",3/29/2017,2/10/2017,1,568
3099,QuestDiagnostics,3/27/2017,2/14/2017,1,1
3100,R&ADesignd/b/aUnisonHome,1/6/2017,5/16/2016,6,1500
3101,R.J.O'Brien&Associates,3/20/2017,,2,23
3102,RandMcNally,3/20/2017,9/1/2016,11,600
3103,RandMcNally,5/5/2017,4/12/2016,529,21237
3104,"RayAllen,Inc.",3/13/2017,2/21/2017,2,
3105,"RealTruck,Inc.",3/17/2017,1/22/2017,1,43
3106,"RedRoofInns,Inc.",8/29/2017,8/10/2017,122,4942
3107,"RefundAdvantage,adivisionofMetaBank",3/21/2017,2/14/2017,5,4147
3108,RehabilitationHospitalofIndiana,3/30/2017,7/5/2016,1,1
3109,RehabilitationHospitalofIndiana,3/30/2017,3/1/2016,1,1
3110,RehabilitationHospitalofIndiana,3/30/2017,12/15/2016,30,30
3111,ReidHealth,4/12/2017,,2,2
3112,REIHoldingCo.,4/20/2017,3/6/2017,1,638
3113,"RemingtonLodging&Hospitality,LLC",7/18/2017,8/10/2016,154,
3114,RepublicBankCorporateCenter,5/4/2017,,39,32600
3115,RevlonConsumerProductsCorporation,6/6/2017,4/24/2017,1,149
3116,"RichardE.Munoz,CPA",9/20/2017,8/24/2017,2,564
3117,"Ricoh USA, Inc.",5/18/2017,,2,114
3118,RiteAidCorporation,5/17/2017,1/30/2017,113,18680
3119,"RJD,LLCd/b/aGuardianTechnologies,LLC",6/7/2017,4/18/2017,1,
3120,Road&RailServices,3/8/2017,3/3/2016,211,2221
3121,"RobertsHawaii,Inc.",2/24/2017,7/30/2015,217,30180
3122,ROCORealEstateLLC,8/18/2017,8/10/2017,30,755
3123,Rod'sWesternPalace,2/24/2017,10/11/2016,876,
3124,RoundPointMortgageServicingCorporation,8/14/2017,7/27/2017,1,18
3125,"RussellInvestmentsGroup,LLC",3/7/2017,2/22/2017,2,1580
3126,"Rutherford,MacDonald&OlsonP.C.",8/18/2017,3/1/2017,1,6000
3127,"SaddleRidgePartners,LLC,dbaWizardLabs",8/7/2017,5/25/2017,109,4062
3128,SafariLtd.,1/4/2017,10/10/2016,2,69
3129,SageHospitalityLLC,7/18/2017,8/10/2016,2,
3130,SaintGobainCorporation,4/13/2017,4/1/2016,4,143
3131,Saint-GobainCorporation,7/24/2017,8/10/2016,2,50
3132,SaintMaryoftheWoodsCollege,6/29/2017,6/6/2017,2,2
3133,SalinaFamilyHealthcareCenter,8/16/2017,6/18/2017,54,77337
3134,SaltHotelsLLC,7/28/2017,8/10/2016,unknown,3400
3135,SanDiegoChristianCollege,2/13/2017,2/6/2017,1,361
3136,"Sarnova,Inc.",3/30/2017,1/20/2017,5,720
3137,"SBEENTHoldings,LLC",7/17/2017,8/10/2016,,80000
3138,"ScholarChipCard,LLC",1/27/2017,12/2/2016,588,7229
3139,SchurmanFinePapersdbaSchurmanRetailGroup,3/21/2017,1/18/2017,30,2652
3140,ScientificGamesCorporation,5/17/2017,5/3/2017,1,280
3141,ScivationInc.,3/24/2017,1/25/2017,1,70
3142,"Scotty'sHoldings,LLC",1/31/2017,1/30/2017,2941,3521
3143,"ScoutEnergyManagement,LLC",5/30/2017,4/17/2017,16,6658
3144,"SEKOWorldwide,LLC",2/15/2017,2/2/2017,1,256
3145,SharedImaging,2/2/2017,1/31/2017,4,197
3146,"ShockDoctor,Inc.",5/1/2017,9/5/2016,42,2420
3147,"ShoeStation,Inc.",8/8/2017,4/27/2017,31,3379
3148,"Showpay,LLC",2/10/2017,1/30/2017,4,1230
3149,ShowTix4U,3/29/2017,12/11/2016,164,27833
3150,"SignatorInvestors,Inc.",9/19/2017,6/8/2017,17,7408
3151,"SignatureHardware,Inc.",6/2/2017,4/28/2017,74,5130
3152,SiriusXMRadioInc,9/7/2017,8/9/2017,2,76
3153,"SixContinentsHotels,Inc.",4/14/2017,9/29/2016,26568,1043686
3154,SkyClimberAccessSolutionsAtlantaLLC,2/6/2017,1/23/2017,21,1536
3155,"SoleraHolding,Inc.",3/31/2017,,4,
3156,"SolutionsIQ,Inc.",3/9/2017,2/28/2017,2,211
3157,"SoutheasternEmergencyPhysiciansofMemphis,LLC",4/25/2017,3/11/2017,1,1
3158,SouthernIllinoisHospitalServices,6/23/2017,2/13/2017,1,613
3159,SouthernTide,6/15/2017,4/27/2017,32,4315
3160,SparkPayOnlineStore,7/6/2017,4/10/2017,374,
3161,"Spiraledge,Inc.",1/12/2017,5/2/2016,8431,426623
3162,"SportsMem,Inc.",7/18/2017,10/12/2016,617,32461
3163,"SpringInsuranceSolutions,LLC",9/5/2017,4/3/2017,1,
3164,SRIInternational,9/8/2017,7/26/2017,25,10831
3165,St.LucieCounty,4/11/2017,3/9/2017,1,
3166,St.Mary'sHealth,2/27/2017,2/9/2017,2,2
3167,St.Mary'sHealth,5/1/2017,4/12/2017,1,1
3168,St.VincentDunnHospital,2/27/2017,1/10/2017,1,1
3169,"St.VincentKokomoHospital,Inc.",3/7/2017,2/17/2017,1,1
3170,StandardInternationalManagementLLC,7/21/2017,8/10/2016,29,8155
3171,StarwoodPropertyTrustandStarwoodMortgageCapital,7/7/2017,5/17/2017,1,
3172,State o. Indiana,10/10/2017,1/2/2017,9,4277
3173,State o. Indiana,11/13/2017,7/7/2017,200,"387,500"
3174,State o. Indiana,10/24/2017,10/11/2017,7,414
3175,State o. Indiana,10/19/2017,3/17/2017,3,618
3176,State o. Indiana,10/16/2017,9/26/2017,31,32
3177,State o. Indiana,12/15/2017,9/5/2015,2,328
3178,State o. Indiana,11/10/2017,4/13/2017,6,
3179,State o. Indiana,11/9/2017,6/2/2017,96,3138
3180,State o. Indiana,11/15/2017,8/11/2017,13,1376
3181,State o. Indiana,12/19/2017,9/28/2017,9,839
3182,State o. Indiana,10/11/2017,7/21/2017,24,1658
3183,State o. Indiana,10/10/2017,9/10/2017,1,38
3184,State o. Indiana,12/4/2017,8/1/2017,6,311
3185,State o. Indiana,11/27/2017,10/2/2017,12,1016
3186,State o. Indiana,11/8/2017,10/18/2016,23,2267
3187,State o. Indiana,12/6/2017,7/2/2017,3,1847
3188,State o. Indiana,11/30/2017,8/22/2017,1,143
3189,State o. Indiana,9/29/2017,7/25/2017,51,33000
3190,State o. Indiana,10/16/2017,10/13/2017,1,1
3191,State o. Indiana,10/5/2017,9/4/2017,3,12273
3192,State o. Indiana,10/5/2017,8/28/2017,2,555
3193,State o. Indiana,10/6/2017,11/12/2016,336,127310
3194,State o. Indiana,10/6/2017,4/11/2014,7,1069
3195,State o. Indiana,12/1/2017,10/3/2017,2,3284
3196,State o. Indiana,12/10/2017,11/14/2017,2113,2113
3197,State o. Indiana,11/29/2017,7/1/2015,155,"12,003"
3198,State o. Indiana,11/22/2017,11/9/2017,1,87
3199,State o. Indiana,11/2/2017,10/5/2017,,1
3200,State o. Indiana,11/30/2017,11/28/2017,1,1
3201,State o. Indiana,12/14/2017,,7,784
3202,State o. Indiana,11/15/2017,8/31/2017,20,22
3203,State o. Indiana,12/15/2017,9/20/2014,82,"1,600,000"
3204,State o. Indiana,12/19/2017,4/20/2017,1,336
3205,State o. Indiana,10/31/2017,10/27/2017,4,4
3206,State o. Indiana,12/8/2017,6/2/2017,2,1120
3207,State o. Indiana,10/12/2017,9/21/2017,3,3
3208,State o. Indiana,10/25/2017,8/25/2017,1,1
3209,State o. Indiana,10/25/2017,9/28/2017,4,4
3210,State o. Indiana,10/9/2017,8/30/2017,1,1
