Company Name,clean_name,Company Type,D-U-N-S@ Number,Manufacturing Indicator,Subsidiary Status,Year of Founding,Location Type,Physical State,Primary NAICS Code,Primary NAICS Description,Secondary NAICS Code,Secondary NAICS Description,Secondary SIC Code,Secondary SIC Description,Primary SIC Code,Primary SIC Description,Sales,Employee All Sites,Employee this Site,Sales (Year 1)
BRANCH BANKING AND TRUST COMPANY,Bowdoin College,Private,80-044-2050,Manufacturer,Non-Subsidiary,0,Branch,NEW YORK,522110,Commercial Banking,,,,,60220000,State commercial banks,"$3,800,000 ",0,30,"$40,000 "
DARE COUNTY ABC BOARD,Dare County ABC #4,Private,10-173-9480,Manufacturer,Non-Subsidiary,1950,Headquarters,NORTH CAROLINA,445310,"Beer, Wine, and Liquor Stores",,,,,59210000,Liquor stores,"$3,456,370 ",32,23,"$3,456,370 "
BEIJING CENTER FOR CHINESE STUDIESINC,Beijing Center,Private,01-437-1810,Manufacturer,Non-Subsidiary,2010,Single Location,ILLINOIS,722511,Full-Service Restaurants,,,,,58120103,Chinese restaurant,"$3,226,167 ",0,0,"$3,226,167 "
ALL AMERICAN HOME MORTGAGE CO INC,American Home Mortgage Inc,Private,96-037-2217,Manufacturer,Non-Subsidiary,1996,Headquarters,CONNECTICUT,522390,Other Activities Related to Credit Intermediation,,,,,61620000,Mortgage bankers and loan correspondents,"$2,392,000 ",14,11,"$2,392,000 "
"AVMED, INC.",AvMed Inc,Private,02-054-3633,Manufacturer,Subsidiary,1986,Headquarters,FLORIDA,524114,Direct Health and Medical Insurance Carriers,524114,"""Direct Health and Medical Insurance Carriers """,6324,"""Hospital and medical service plans""",63249903,"Health Maintenance Organization (HMO), insurance only","$2,198,531 ",829,396,"$1,035,029,269 "
E BROOKS WILKINS FAMILY MEDICINE PA,E. Brooks Wilkins Family Medicine PA,Private,13-878-0437,Manufacturer,Non-Subsidiary,2002,Single Location,NORTH CAROLINA,621111,Offices of Physicians (except Mental Health Specialists),,,,,80119901,"General and family practice, physician/surgeon","$2,150,779 ",15,15,"$2,150,779 "
"EMERGENCY HEALTHCARE PHYSICIANS, LTD.",Elliot Health System,Private,36-099-1900,Manufacturer,Non-Subsidiary,2005,Single Location,ILLINOIS,621111,Offices of Physicians (except Mental Health Specialists),,,,,80119901,"General and family practice, physician/surgeon","$1,936,539 ",28,28,"$2,390,789 "
CINCINNATI CHILDRENS HOSPITAL,Cincinnati Children's Hospital,Private,08-070-9482,Manufacturer,Non-Subsidiary,2017,Single Location,OHIO,621999,All Other Miscellaneous Ambulatory Health Care Services,,,,,80999905,Medical services organization,"$1,877,908 ",24,24,"$1,864,641 "
ECS LEARNING SYSTEMS INC.,ECS Learning Systems Inc,Private,14-560-6443,Non Manufacturer,Non-Subsidiary,0,Single Location,TEXAS,511130,Book Publishers,,,,,27310000,Book publishing,"$1,818,581 ",34,14,"$1,162,441 "
CHASE INVESTMENT SERVICES CORP.,"Chase Bank USA, N.A.",Private,78-706-7029,Manufacturer,Subsidiary,1989,Headquarters,ILLINOIS,523930,Investment Advice,,,,,62820000,Investment advice,"$1,790,250 ",9,7,"$1,790,250 "
"BAYNORTH CAPITAL, LLC",Baylor Health Care Systems,Private,15-296-8074,Manufacturer,Non-Subsidiary,2004,Single Location,MASSACHUSETTS,531110,Lessors of Residential Buildings and Dwellings,,,,,67980000,Real estate investment trusts,"$1,691,193 ",15,15,"$1,691,193 "
DAVID FRENCH MUSIC CO INC,David French Music Co,Private,17-573-6537,Manufacturer,Non-Subsidiary,1987,Single Location,MASSACHUSETTS,532289,All Other Consumer Goods Rental,,,,,73590900,Musical instrument rental services,"$1,400,000 ",11,11,"$1,400,000 "
WAKE COUNTY PUBLIC SCHOOL,Wake County Public Schools,Private,02-123-3816,Manufacturer,Non-Subsidiary,2012,Single Location,NORTH CAROLINA,611110,Elementary and Secondary Schools,,,,,82110000,Elementary and secondary schools,"$1,341,638 ",19,19,"$1,341,638 "
ALBEMARLE PEDIATRICS,Albemarle Pediatrics,Private,06-981-0960,Manufacturer,Non-Subsidiary,1988,Single Location,NORTH CAROLINA,621111,Offices of Physicians (except Mental Health Specialists),,,,,80110516,Pediatrician,"$1,274,705 ",14,14,"$1,274,705 "
SPRINGFIELD TECHNICAL COMMUNITY COLLEGE,Springfield Technical Community College,Private,06-698-3636,Manufacturer,Non-Subsidiary,2003,Single Location,MASSACHUSETTS,611210,Junior Colleges,,,,,82229901,Community college,"$1,238,975 ",2,2,"$1,238,975 "
"BUILDING MEDIA, INC.",Building Media Inc,Private,80-330-9827,Manufacturer,Subsidiary,2002,Single Location,IDAHO,611699,All Other Miscellaneous Schools and Instruction,,,,,82990200,Educational services,"$1,180,645 ",6,6,"$1,311,828 "
"EARTHLINK HOLDINGS, LLC",EarthLink LLC,Private,11-699-3892,Manufacturer,Non-Subsidiary,2018,Headquarters,GEORGIA,517311,Wired Telecommunications Carriers,,,,,48130201,Internet connectivity services,"$1,162,676 ",60,3,"$1,162,676 "
CALEB FOUNDATION INC,Caleb Foundation,Private,92-704-6359,Manufacturer,Non-Subsidiary,1992,Headquarters,MASSACHUSETTS,531110,Lessors of Residential Buildings and Dwellings,,,,,65130000,Apartment building operators,"$1,054,679 ",10,5,"$1,054,679 "
FRAMES BY MAIL,Frames By Mail,Private,04-174-9586,Manufacturer,Non-Subsidiary,1986,Single Location,MISSOURI,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),,,,,59991606,"Picture frames, ready made","$728,715 ",20,20,"$728,715 "
SUPERIOR SCHOOL OF REAL ESTATE INC,Superior School of Real Estate,Private,60-630-8794,Manufacturer,Non-Subsidiary,2005,Single Location,NORTH CAROLINA,611519,Other Technical and Trade Schools,,,,,82490202,Real estate and insurance school,"$525,325 ",6,6,"$525,325 "
CONSTELLATION WINES U S INC,Constellation Wines US,Private,93-813-3043,Manufacturer,Non-Subsidiary,0,Single Location,CALIFORNIA,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,,,,,51820100,Wine,"$370,000 ",3,3,$0 
EASTMORELAND SURGICAL CLINIC VEIN CENTER,"Eastern Sales & Marketing, New England",Private,10-942-0570,Manufacturer,Non-Subsidiary,1970,Single Location,OREGON,621111,Offices of Physicians (except Mental Health Specialists),,,,,80119905,Surgeon,"$360,000 ",5,5,"$360,000 "
APPLIED BEHAVIORAL ASSOCIATES,Applied Behavioral Associates LLC,Private,84-861-1547,Manufacturer,Non-Subsidiary,1987,Headquarters,MASSACHUSETTS,621330,Offices of Mental Health Practitioners (except Physicians),,,,,80490401,Clinical psychologist,"$338,707 ",4,4,"$338,707 "
VERNON SALES PROMOTION,Vernon Sales Promotion,Private,04-376-0623,Manufacturer,Non-Subsidiary,2001,Single Location,GEORGIA,541810,Advertising Agencies,,,,,73119901,Advertising consultant,"$330,000 ",4,4,"$450,000 "
THE KOLBURNE SCHOOL INC,The Kolburne School Inc,Private,06-052-2562,Manufacturer,Non-Subsidiary,1947,Single Location,MASSACHUSETTS,623990,Other Residential Care Facilities,,,,,83610100,Residential care for children,"$306,261 ",2,2,"$306,261 "
"PATHAK MD, ANU",Partnership for Excellence in Jewish Education,Private,84-007-9672,Manufacturer,Non-Subsidiary,0,Single Location,MASSACHUSETTS,621111,Offices of Physicians (except Mental Health Specialists),,,,,80110516,Pediatrician,"$290,000 ",4,4,"$290,000 "
BEER & WINE HOBBY 2 INC,Beer & Wine Hobby Baccus Inc,Private,03-607-5348,Manufacturer,Non-Subsidiary,2011,Single Location,MASSACHUSETTS,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,,,,,51820100,Wine,"$259,138 ",3,3,"$259,138 "
FEDCOMP INC,FedComp Inc,Private,03-270-4533,Manufacturer,Non-Subsidiary,0,Single Location,NEW JERSEY,511210,Software Publishers,,,,,73720000,Prepackaged software,"$220,000 ",2,2,"$220,000 "
"HANGER ORTHOPEDIC GROUP, INC.",Hanger Orthopedic Group Inc,Private,07-749-4958,Non Manufacturer,Non-Subsidiary,2009,Single Location,GEORGIA,315110,Hosiery and Sock Mills,,,,,22510000,"Women's hosiery, except socks","$212,258 ",1,1,"$212,258 "
FRONTIER INSURANCE GROUP,Frontier Insurance Group LLC,Private,02-571-0604,Manufacturer,Non-Subsidiary,0,Single Location,VIRGINIA,524210,Insurance Agencies and Brokerages,,,,,64110000,"Insurance agents, brokers, and service","$210,000 ",3,3,"$210,000 "
UNC SCHOOL OF THE ARTS,UNC School of Arts,Private,06-133-0461,Manufacturer,Non-Subsidiary,2014,Single Location,NORTH CAROLINA,611110,Elementary and Secondary Schools,,,,,82110000,Elementary and secondary schools,"$205,084 ",10,10,"$205,084 "
THE ERICKSON INSTITUTE,Erickson Institute,Private,07-358-1600,Manufacturer,Non-Subsidiary,0,Single Location,CALIFORNIA,541720,Research and Development in the Social Sciences and Humanities,,,,,87330000,Noncommercial research organizations,"$190,000 ",3,3,"$190,000 "
"ENOS HOME OXYGEN & MEDICAL SUPPLY, INC.",Employment Security Commission of NC,Private,02-173-4035,Manufacturer,Non-Subsidiary,2008,Single Location,MASSACHUSETTS,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",,,,,50470300,Medical equipment and supplies,"$172,326 ",2,2,"$149,970 "
"DRUGSTORE.COM, INC.",drugstore.com,Public,01-193-8037,Manufacturer,Subsidiary,1998,Headquarters,WASHINGTON,454110,Electronic Shopping and Mail-Order Houses,454110,"""Electronic Shopping and Mail-Order Houses """,5961,"""Catalog and mail-order houses""",59619924,"Pharmaceuticals, mail order","$146,000 ",945,300,"$146,000 "
CHOWAN HOSPITAL,Chowan Hospital,Private,06-923-3392,Manufacturer,Non-Subsidiary,0,Single Location,NORTH CAROLINA,621111,Offices of Physicians (except Mental Health Specialists),,,,,80110107,Neurologist,"$140,000 ",3,3,"$140,000 "
CARIDIANBCT,Caridian BCT,Private,83-725-6614,Manufacturer,Non-Subsidiary,2009,Single Location,COLORADO,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",,,,,50470000,Medical and hospital equipment,"$135,881 ",2,2,"$127,994 "
ADVANCE PIERRE FOODS,Advance Pierre Foods,Private,05-217-6723,Manufacturer,Non-Subsidiary,2014,Single Location,ARKANSAS,999990,,,,,,99992222,"Duns Support Record, nonclassifiable establishment","$101,518 ",3,3,"$101,518 "
TYCO FLOW CONTROL AMERICAS,Tyco Flow Control Americas,Private,04-554-3259,Manufacturer,Non-Subsidiary,2012,Single Location,NEW JERSEY,561621,Security Systems Services (except Locksmiths),,,,,73820000,Security systems services,"$95,622 ",2,2,"$95,622 "
CAROLINA CENTER FOR DEVELOPMENT AND REHABILITATION,Carolina Center for Development and Rehabilitation,Private,04-247-0844,Manufacturer,Non-Subsidiary,1997,Single Location,NORTH CAROLINA,622110,General Medical and Surgical Hospitals,,,,,80620000,General medical and surgical hospitals,"$75,832 ",3,3,"$75,832 "
BIND BIOSCIENCES INC.,Bind Biosciences,Private,11-297-8610,Non Manufacturer,Non-Subsidiary,2019,Single Location,MASSACHUSETTS,325412,Pharmaceutical Preparation Manufacturing,,,,,28340000,Pharmaceutical preparations,"$74,425 ",2,2,$0 
BAY STATE CHILD CARE FOOD PROGRAM INC,Bay State Child Care Food Program Inc,Private,09-227-0466,Manufacturer,Non-Subsidiary,0,Single Location,MASSACHUSETTS,624410,Child Day Care Services,,,,,83510000,Child day care services,"$42,000 ",1,1,"$42,000 "
DSM DYNEEMA LLC,DSM Dyneema LLC,Private,96-999-8918,Non Manufacturer,Non-Subsidiary,0,Branch,NORTH CAROLINA,325220,Artificial and Synthetic Fibers and Filaments Manufacturing,,,,,28240000,"Organic fibers, noncellulosic",$0 ,0,9,$0 
GENERAL COUNCIL ON FINANCE AND ADMINISTRATION OF THE UNITED METHODIST CHURCH,General Council of Finance and Administration of United Methodist Church,Private,04-698-8127,Manufacturer,Non-Subsidiary,0,Single Location,PENNSYLVANIA,813110,Religious Organizations,,,,,86610000,Religious organizations,$0 ,0,25,$0 
"GUILFORD COUNTY COMMUNITY CONNECTIONS, INC.",Guilford County Community Connections,Private,93-076-8317,Manufacturer,Non-Subsidiary,2010,Single Location,NORTH CAROLINA,999990,,,,,,99992222,"Duns Support Record, nonclassifiable establishment",$0 ,0,0,$0 
MORGAN STANLEY,Morgan Stanley,Public,10-114-7130,Manufacturer,Non-Subsidiary,1924,Headquarters,NEW YORK,523120,Securities Brokerage,"523120, 523930","""Securities Brokerage "", ""Investment Advice ""","6211, 6282","""Security brokers and dealers"", ""Investment advice""",62110000,Security brokers and dealers,"$53,823,000,000 ","57,633","3,000","$50,193,000,000 "
NOVARTIS PHARMACEUTICALS CORPORATION,Novartis Pharmaceuticals Corp,Private,00-214-7023,Non Manufacturer,Subsidiary,1968,Headquarters,NEW JERSEY,325412,Pharmaceutical Preparation Manufacturing,,,,,28340000,Pharmaceutical preparations,"$49,436,000,000 ","7,000","4,600","$49,436,000,000 "
TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,Teachers Insurance and Annuity Association,Public,00-172-4962,Manufacturer,Non-Subsidiary,1918,Headquarters,NEW YORK,524210,Insurance Agencies and Brokerages,524210,"""Insurance Agencies and Brokerages """,6411,"""Insurance agents, brokers, & service""",64110000,"Insurance agents, brokers, and service","$30,392,873,101 ","9,597",250,"$30,392,873,101 "
UNITED SERVICES AUTOMOBILE ASSOCIATION,United Services Automobile Association,Private,00-793-6941,Manufacturer,Non-Subsidiary,1922,Headquarters,TEXAS,524126,Direct Property and Casualty Insurance Carriers,"524113, 524126","""Direct Life Insurance Carriers "", ""Direct Property and Casualty Insurance Carriers ""","6311, 6331, 6351","""Life insurance"", ""Fire, marine, and casualty insurance"", ""Surety insurance""",63319907,Property damage insurance,"$24,360,531,000 ","26,300","14,802","$24,360,531,000 "
LINCOLN NATIONAL CORPORATION,Lincoln National Corp,Public,04-640-0180,Manufacturer,Non-Subsidiary,1968,Headquarters,PENNSYLVANIA,524113,Direct Life Insurance Carriers,"523930, 524113, 524114, 524210, 525110, 525910","""Investment Advice "", ""Direct Life Insurance Carriers "", ""Direct Health and Medical Insurance Carriers "", ""Insurance Agencies and Brokerages "", ""Pension Funds "", ""Open-End Investment Funds ""","6282, 6311, 6321, 6371, 6411, 6722","""Investment advice"", ""Life insurance"", ""Accident and health insurance"", ""Pension, health, and welfare funds"", ""Insurance agents, brokers, & service"", ""Management investment, open-end""",63110000,Life insurance,"$17,258,000,000 ","9,047",131,"$16,424,000,000 "
THE GAP INC,The Gap,Public,04-862-6915,Manufacturer,Non-Subsidiary,1969,Headquarters,CALIFORNIA,448130,Children's and Infants' Clothing Stores,"448110, 448120, 448130, 448140, 448150","""Men's Clothing Stores "", ""Women's Clothing Stores "", ""Children's and Infants' Clothing Stores "", ""Family Clothing Stores "", ""Clothing Accessories Stores ""","5611, 5621, 5632, 5641, 5651","""Men's & boys' clothing stores"", ""Women's clothing stores"", ""Women's accessory & specialty stores"", ""Children's and infants' wear stores"", ""Family clothing stores""",56410000,Children's and infants' wear stores,"$16,383,000,000 ","135,000","2,500","$16,580,000,000 "
"PRINCIPAL FINANCIAL GROUP, INC.",Principal Financial Group,Public,79-131-2069,Manufacturer,Non-Subsidiary,1879,Headquarters,IOWA,524114,Direct Health and Medical Insurance Carriers,"523910, 524113, 524114, 525910","""Miscellaneous Intermediation "", ""Direct Life Insurance Carriers "", ""Direct Health and Medical Insurance Carriers "", ""Open-End Investment Funds ""","6311, 6321, 6722, 6799","""Life insurance"", ""Accident and health insurance"", ""Management investment, open-end"", ""Investors, nec""",63210000,Accident and health insurance,"$16,222,100,000 ","15,378",118,"$14,237,200,000 "
PROVIDENCE HEALTH & SERVICES,Providence Health & Services,Private,88-472-7413,Manufacturer,Subsidiary,1992,Headquarters,WASHINGTON,622110,General Medical and Surgical Hospitals,,,,,80620000,General medical and surgical hospitals,"$12,167,785,409 ","9,700",13,"$14,433,781,000 "
"SFN GROUP, INC.",SFN Group,Public,05-303-2074,Manufacturer,Subsidiary,1946,Headquarters,FLORIDA,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),,,,,67949902,"Franchises, selling or licensing","$11,803,245,736 ","171,000",460,"$14,914,685,395 "
"PRAXAIR, INC.",Praxair,Public,19-715-4586,Non Manufacturer,Subsidiary,2018,Headquarters,CONNECTICUT,325120,Industrial Gas Manufacturing,"325120, 332812, 332813, 333999","""Industrial Gas Manufacturing"", ""Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers "", ""Electroplating, Plating, Polishing, Anodizing, and Coloring "", ""All Other Miscellaneous General Purpose Machinery Manufacturing ""","2813, 3471, 3479, 3569","""Industrial gases"", ""Plating and polishing"", ""Metal coating and allied services"", ""General industrial machinery, nec""",28130000,Industrial gases,"$11,437,000,000 ","26,657",400,"$11,437,000,000 "
LAM RESEARCH CORPORATION,Lam Research Corporation,Public,03-813-7956,Non Manufacturer,Non-Subsidiary,1980,Headquarters,CALIFORNIA,334413,Semiconductor and Related Device Manufacturing,334413,"""Semiconductor and Related Device Manufacturing """,3674,"""Semiconductors and related devices""",36740213,Wafers (semiconductor devices),"$9,653,559,000 ","10,700",100,"$11,076,998,000 "
HARTFORD FIRE INSURANCE COMPANY,Hartford Fire Insurance Co,Public,00-691-7181,Manufacturer,Subsidiary,1810,Headquarters,CONNECTICUT,524210,Insurance Agencies and Brokerages,,,,,64110301,"Insurance agents, nec","$9,100,353,179 ","17,399","3,500","$9,159,782,578 "
THRIVENT FINANCIAL FOR LUTHERANS,Thrivent Financial for Lutherans,Private,00-614-4166,Manufacturer,Non-Subsidiary,1982,Headquarters,MINNESOTA,524113,Direct Life Insurance Carriers,"523120, 524113, 524210, 525190, 541611","""Securities Brokerage "", ""Direct Life Insurance Carriers "", ""Insurance Agencies and Brokerages "", ""Other Insurance Funds "", ""Administrative Management and General Management Consulting Services ""","6211, 6311, 6321, 6411, 8742","""Security brokers and dealers"", ""Life insurance"", ""Accident and health insurance"", ""Insurance agents, brokers, & service"", ""Management consulting services""",63110102,Fraternal life insurance organizations,"$9,043,000,000 ","5,800","1,300","$9,043,000,000 "
"JOHN HANCOCK FINANCIAL SERVICES, INC.",John Hancock Financial Services,Public,09-039-5844,Manufacturer,Subsidiary,1999,Headquarters,MASSACHUSETTS,524113,Direct Life Insurance Carriers,"524113, 524126, 524298, 525110","""Direct Life Insurance Carriers "", ""Direct Property and Casualty Insurance Carriers "", ""All Other Insurance Related Activities "", ""Pension Funds ""","6311, 6321, 6351, 6371, 6411","""Life insurance"", ""Accident and health insurance"", ""Surety insurance"", ""Pension, health, and welfare funds"", ""Insurance agents, brokers, & service""",63119906,Life insurance carriers,"$8,835,206,828 ","7,965",18,$0 
REGENERON PHARMACEUTICALS INC,Regeneron Pharmaceuticals Inc,Public,19-487-3139,Non Manufacturer,Non-Subsidiary,1988,Headquarters,NEW YORK,325412,Pharmaceutical Preparation Manufacturing,325412,"""Pharmaceutical Preparation Manufacturing """,2834,"""Pharmaceutical preparations""",28340000,Pharmaceutical preparations,"$7,863,400,000 ","8,100",277,"$6,710,800,000 "
