"","org_name","address.x","street_address.x","city.x","state.x","zip_code.x","contact_info","attorney","breach_dates","reported_date","date_of_breach","breach_end","discover_date","info_type","affected_residents","date_formatted","DUNS.No","clean_name","address.y","street_address.y","city.y","state.y","zip_code.y","�..Company.Name","Company.Type","Import.Export","Fax.No","Global.Duns.No","Global.Name","Immediate.Parent.Duns.No","Immediate.Parent.Name","Latitude","Line.of.Business","Longtitude","Manufacturing.Indicator","Marketing.Prescreen.Score","Marketing.Prescreen.Ranking","Minority.Owned.Indicator","Owns.Rents","Phone.No","Subsidiary.Status","Web.Address..URL.","Year.of.Founding","Auditors","Trade.Style","Employer.ID.Number..EIN.","Domestic.Parent.Duns.No","Domestic.Parent.Name","Former.Name","Location.Type","Mailing.Address","Mailing.City","Mailing.Country.Region","Mailing.County","Mailing.State","Mailing.Zipcode","Physical.Address","Physical.City","Physical.Country.Region","Physical.County","Physical.State","Physical.Zipcode","Primary.NAICS.Code","Primary.NAICS.Description","Secondary.NAICS.Code","Secondary.NAICS.Description","Secondary.SIC.Code","Secondary.SIC.Description","Primary.SIC.Code","Primary.SIC.Description","Sales","Employee.All.Sites","Employee.this.Site","Sales..Year.1.","Employees.Total..Year.1.","Facility.Size","DUNS_2","orgtype_financialservices"
"1154","Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA  94043","2535 Garcia Avenue","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, 650-944-5136; Barbara_Lawler@intuit.com","N/A","8/3/2016","08/19/2016","8/3/2016",NA,NA,"Name or other personal identifier in combination with SSN and Driver's license number or non-driver identification card number.","2","2016/08","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA  94043","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1155","Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA  94043","2535 Garcia Avenue","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, 650-944-5136; Barbara_Lawler@intuit.com","N/A","8/3/2016","08/19/2016","8/3/2016",NA,NA,"Name or other personal identifier in combination with SSN and Driver's license number or non-driver identification card number.","2","2016/08","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA  94043 (email & paper)","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1156","Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA  94043","2535 Garcia Avenue","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, 650-944-5136; Barbara_Lawler@intuit.com","N/A","8/3/2016","08/19/2016","8/3/2016",NA,NA,"Name or other personal identifier in combination with SSN and Driver's license number or non-driver identification card number.","2","2016/08","11-329-0969","Intuit Inc","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1157","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, Intuit, 650-944-5136; Barbara_lawler@intuit.com","N/A","2/4/2016","03/02/2016","2/4/2016",NA,NA,"Name or other personal identifier in combination with SSN and Driver's license or non-driver ID card number","2","2016/03","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043  ","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1158","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, Intuit, 650-944-5136; Barbara_lawler@intuit.com","N/A","2/4/2016","03/02/2016","2/4/2016",NA,NA,"Name or other personal identifier in combination with SSN and Driver's license or non-driver ID card number","2","2016/03","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043 (email & paper)","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1159","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, Intuit, 650-944-5136; Barbara_lawler@intuit.com","N/A","2/4/2016","03/02/2016","2/4/2016",NA,NA,"Name or other personal identifier in combination with SSN and Driver's license or non-driver ID card number","2","2016/03","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1160","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, Intuit, 650-944-5136; Barbara_lawler@intuit.com","N/A","2/4/2016","03/02/2016","2/4/2016",NA,NA,"Name or other personal identifier in combination with SSN and Driver's license or non-driver ID card number","2","2016/03","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA  94043","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1161","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, Intuit, 650-944-5136; Barbara_lawler@intuit.com","N/A","2/4/2016","03/02/2016","2/4/2016",NA,NA,"Name or other personal identifier in combination with SSN and Driver's license or non-driver ID card number","2","2016/03","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA  94043 (email & paper)","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1162","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, Intuit, 650-944-5136; Barbara_lawler@intuit.com","N/A","2/4/2016","03/02/2016","2/4/2016",NA,NA,"Name or other personal identifier in combination with SSN and Driver's license or non-driver ID card number","2","2016/03","11-329-0969","Intuit Inc","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1163","inVentiv Health Inc.","1 Van de Graaff Drive, Burlington, MA 01803","1 Van de Graaff Drive","Burlington","MA","1803","None","Theodore J. Kobus, III, Partner, Baker Hostetler LLP, 45 Rockefeller Plaza, New York, NY 10111; 212-589-4200; tkobus@bakerlaw.com","6/2/2016","07/21/2016","6/2/2016",NA,NA,"Name or other personal identifier in combination with SSN","21","2016/07","","inVentiv Health Inc","1 Van de Graaff Drive, Burlington, MA 01803","1 Van de Graaff Drive","Burlington","MA","01803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","Investment Professionals, Inc.","16414 San Pedro Ave., Suite 300, San Antonio TX 78232","16414 San Pedro Ave., Suite 300","San Antonio","TX","78232","Mary Ellen Storey, CCO, 210-582-2804; maryellen.storey@invpro.com","N/A","11/2016, (discovered 1/13/17)","02/07/2018","11/1/2016",NA,"1/13/2017","Name or other personal identifier in combination with SSN and financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account","1","2018/02","85-845-0760","Investment Professionals Inc","16414 San Pedro Ave., Suite 300, San Antonio TX 78232","16414 San Pedro Ave., Suite 300","San Antonio","TX","78232","INVESTMENT PROFESSIONALS, INC.","Private","",NA,"85-845-0760","INVESTMENT PROFESSIONALS, INC.","85-845-0760","INVESTMENT PROFESSIONALS, INC.",29.591346,"INVESTMENT ADVICE",-98.473179,"Manufacturer","Low","2 - Likely to pay","No","Rent","(210) 308-8800","Non-Subsidiary","",1992,"","",742629876,"85-845-0760","INVESTMENT PROFESSIONALS, INC.",NA,"Headquarters","","","","","",NA,"16414 SAN PEDRO AVE # 30","SAN ANTONIO","USA","BEXAR","TEXAS",782322277,523930,"Investment Advice","","","","",62829902,"Investment advisory service","$32,816,780","200","65","$28,196,697","200","0","52","TRUE"
"1165","Invulu, Inc.",NA,NA,NA,NA,NA,"Jeff Milone, 910 Honoapiilani Hwy, Ste. 7 #355, Lahaina, HI 96761; Ph: 844-896-4801 Ext 700","N/A","Discovered 6/15/14","07/15/2014",NA,NA,"6/15/2014","Name and Credit card numbers ","2","2014/07","","Invulu Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","Iron Horse Bicycle Classic",NA,NA,NA,NA,NA,"P.O. Box 1389, Durango, CO 81302","Jena Valdetero,  Bryan Cave, LLP, 161 North Clark Street, Suite 4300, chicago, IL 60601-3315; Ph: 312-602-5056","As early as November 30, 12 ","04/25/2013","11/30/2012",NA,NA,"names, addresses and/or credit card information. In some instances the cards were used in fraudulent transactions","1","2013/04","","Iron Horse Bicycle Classic","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","Irvine Scientific",NA,NA,NA,NA,"xx","Pamela Haney, IT Director, 2511 Daimler Street, Santa Ana, CA 92705, USA; Ph: 949-261-7800 Ext. 217","N/A","Found out about breach on 10/31/2012","12/01/2012",NA,NA,NA,"name and credit card number ","3","2012/12","","Irvine Scientific","","","","","xx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","ISCO Industries, Inc.","100 Witherspoon Street 2 West, Louisville, KY 40202","100 Witherspoon Street 2 West","Louisville","KY","40202","None","Jeffrey Calabrese, Esq., Stoll, Keenon, Ogden, PLLC, 502-333-6000; jeff.calabrese@skofirm.com","3/2/16 (discovered 3/3/16)","03/07/2016","3/2/2016",NA,"3/3/2016","Name or other identifier in combination with SSN","2","2016/03","","ISCO Industries Inc","100 Witherspoon Street 2 West, Louisville, KY 40202","100 Witherspoon Street 2 West","Louisville","KY","40202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","Island Hotel Company Limited","One Casino Drive, Paradise Island, Bahamas","One Casino Drive","Paradise Island","Bahamas",NA,"None","Ryan Loughlin, Mullen Coughlin, LLC, 267-930-4786; rloughlin@mullen.legal","3/9/16 to 10/22/16 (discovered 10/21/16)","11/22/2016","3/9/2016","10/22/2016","10/21/2016","Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account","Unknown","2016/11","","Island Hotel Company Ltd","One Casino Drive, Paradise Island, Bahamas","One Casino Drive","Paradise Island","Bahamas","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","Island Hotel Company Limited","One Casino Drive, Paradise Island, Bahamas","One Casino Drive","Paradise Island","Bahamas",NA,"Erica Dunmyer, VP, General Counsel, 954-809-2058; erica.dunmyer@atlantisparadise.com","N/A","11/1/16 - 4/3/17","07/24/2017","11/1/2016","4/3/2017",NA,"Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password or PIN for the account","Unknown","2017/07","","Island Hotel Company Ltd","One Casino Drive, Paradise Island, Bahamas","One Casino Drive","Paradise Island","Bahamas","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","Island Outdoor, LLC","47 Mall Drive, Suite 4, Commack, NY 11725","47 Mall Drive, Suite 4","Commack","NY","11725","Justin Martin, Owner, 631-648-3403; jmartin@islandoutdoorllc.com","N/A","11/1/17-2/14/18","03/15/2018","11/1/2017","2/14/2018",NA,"Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the accoun","4","2018/03","04-068-2105","Island Outdoor LLC","47 Mall Drive, Suite 4, Commack, NY 11725","47 Mall Drive, Suite 4","Commack","NY","11725","ISLAND OUTDOOR, LLC","Private","",NA,"","","","",40.814903,"CATALOG AND MAIL-ORDER HOUSES",-73.273634,"Manufacturer","Low","2 - Likely to pay","No","","(631) 648-3403","Non-Subsidiary","WWW.BBQSMOKERMODS.COM",2011,"","",NA,"","",NA,"Single Location","","","","","",NA,"47 MALL DR STE 3","COMMACK","USA","SUFFOLK","NEW YORK",117255717,454110,"Electronic Shopping and Mail-Order Houses","","","","",59610000,"Catalog and mail-order houses","$2,500,000","9","9","$2,500,000","9","0","45","FALSE"
"1172","Ithaka",NA,NA,NA,NA,NA,"Nancy Kopans, VP, Gen Counsel & Secretary, 151 East 61st Street, New York, NY 10065; 212-500-2600","N/A","Approximately 3/17/14","03/27/2014","3/17/2014",NA,NA,"email addresses, usernames, users' primary areas of study, position/academic status, institutional affiliations and passwords.","1 or more","2014/03","","Ithaka","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","ITHAKA","2 Rector Street, 18th Floor, New York, NY 10006","2 Rector Street, 18th Floor","New York","NY","10006","Nancy Kopans, VP, General Counsel & Secretary; 212-358-6499;","N/A","3/20/2016","03/29/2016","3/20/2016",NA,NA,"JSTOR user accounts  including email addresses, usernames, users' primary areas of study, position/academic status, institutional affiliations and passwords.","Unknown","2016/03","","Ithaka","2 Rector Street, 18th Floor, New York, NY 10006","2 Rector Street, 18th Floor","New York","NY","10006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","Ithica College","316 Peggy Ryan Williams Center, Ithaca, NY 14850","316 Peggy Ryan Williams Center","Ithaca","NY","14850","None","Jim Prendergast, Mullen Coughlin LLC, 287-930-4798; jprendergast@mullen.law","3/8/2018","06/13/2018","3/8/2018",NA,NA,"Name or other personal identifier in combination with SSN","5","2018/06","","Ithica College","316 Peggy Ryan Williams Center, Ithaca, NY 14850","316 Peggy Ryan Williams Center","Ithaca","NY","14850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","Itickets-retail",NA,NA,NA,NA,NA,"None","Gary Wachtel, Discover Financial Services, 2500 Lake Cook Road, Riverwoods, IL 60015; 224-405-2286; garywachtel@discover.com","15-Sep","10/20/2015","9/1/2015",NA,NA,"Discover card account information may have been compromised","1","2015/10","","Itickets-retail","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","J Crew","224 Liberty St, 17th Fl, New York, NY 10281","224 Liberty St, 17th Fl","New York","NY","10281","None","Amelia M. Gerlicher, Esq., PerkinsCoie, 1201 Third Avenue, Suite 4900, Seattle, WA 98101-3099, 206-359-3445; AGerlicher@perkinscoie.com","Unknown (discovered 9/12/18)","10/02/2018",NA,NA,"9/12/2018","Name, shipping address, last 4 digits of payment card, email address and password, ","1","2018/10","11-600-4417","J Crew Inc","224 Liberty St, 17th Fl, New York, NY 10281","224 Liberty St, 17th Fl","New York","NY","10281","J. CREW INC.","Private","Both",NA,"96-770-8467","CHINOS HOLDINGS, INC.","79-953-6271","J. CREW OPERATING CORP.",40.711147,"CATALOG AND MAIL-ORDER HOUSES",-74.014686,"Manufacturer","N/A","N/A","No","","(212) 209-2500","Subsidiary","WWW.JCREW.COM",1983,"","J. CREW WOMEN'S ACCESSORIES",901039136,"96-770-8467","CHINOS HOLDINGS, INC.",NA,"Headquarters","","","","","",NA,"225 LIBERTY ST FL 21","NEW YORK","USA","NEW YORK","NEW YORK",102811048,454110,"Electronic Shopping and Mail-Order Houses","","","","",59619923,"Women's apparel, mail order","$155,278,289","800","350","$173,999,895","800","0","45","FALSE"
