Company Name,Company Type,D-U-N-S@ Number,Import/Export,Fax No,Global Duns No,Global Name,Immediate Parent Duns No,Immediate Parent Name,Latitude,Line of Business,Longtitude,Manufacturing Indicator,Marketing Prescreen Score,Marketing Prescreen Ranking,Minority Owned Indicator,Owns/Rents,Phone No,Subsidiary Status,Web Address (URL),Year of Founding,Auditors,Trade Style,Employer ID Number (EIN),Domestic Parent Duns No,Domestic Parent Name,Former Name,Location Type,Mailing Address,Mailing City,Mailing Country/Region,Mailing County,Mailing State,Mailing Zipcode,Physical Address,Physical City,Physical Country/Region,Physical County,Physical State,Physical Zipcode,Primary NAICS Code,Primary NAICS Description,Secondary NAICS Code,Secondary NAICS Description,Secondary SIC Code,Secondary SIC Description,Primary SIC Code,Primary SIC Description,Sales,Employee All Sites,Employee this Site,Sales (Year 1),Employees Total (Year 1),Facility Size
"CLARFELD FINANCIAL ADVISORS, LLC",Private,07-911-9698,,,13-175-8724,"CITIZENS FINANCIAL GROUP, INC.",00-791-8469,"CITIZENS BANK, NATIONAL ASSOCIATION",41.063277,INVESTMENT ADVICE,-73.839837,Manufacturer,Low,4 - Less likely to pay,No,,(914) 846-0100,Subsidiary,WWW.CLARFELD.COM,2013,,,,13-175-8724,"CITIZENS FINANCIAL GROUP, INC.",,Headquarters,,,,,,,520 WHITE PLAINS RD FL 3,TARRYTOWN,USA,WESTCHESTER,NEW YORK,105915114,523930,Investment Advice,,,,,62829902,Investment advisory service,"$10,642,255",80,14,"$9,470,723",80,0
"DANE STREET, LLC",Private,83-317-2641,,,83-317-2641,"DANE STREET, LLC",83-317-2641,"DANE STREET, LLC",26.836832,"INSURANCE AGENTS,BROKERS,AND SERVICE,NSK",-80.133556,Manufacturer,High,5 - Least Likely to pay,No,,(617) 858-2748,Non-Subsidiary,WWW.SITE.DANESTREET.COM,2008,,,,83-317-2641,"DANE STREET, LLC",,Headquarters,,,,,,,7111 FAIRWAY DR STE 201,PALM BEACH GARDENS,USA,PALM BEACH,FLORIDA,334184205,524210,Insurance Agencies and Brokerages,,,,,64110000,"Insurance agents, brokers, and service","$10,590,104",32,32,"$9,627,367",32,0
"CORELOGIC CREDCO, LLC",Public,01-019-9297,,,15-686-3011,"CORELOGIC, INC.",15-686-3011,"CORELOGIC, INC.",33.651011,CREDIT REPORTING SERVICES,-117.750855,Manufacturer,High,1 - Most likely to pay,No,Owns,(800) 255-0792,Subsidiary,WWW.CORELOGIC.COM,2005,,CORELOGIC CREDCO,910745710,15-686-3011,"CORELOGIC, INC.",,Headquarters,,,,,,,40 PACIFICA STE 900,IRVINE,USA,ORANGE,CALIFORNIA,926187487,561450,Credit Bureaus,,,,,73239902,Consumer credit reporting bureau,"$10,345,200",500,220,"$9,404,727",500,0
PEACEFUL VALLEY FARM SUPPLY,Private,09-589-0018,Exporter,,,,,,39.221861,CATALOG AND MAIL-ORDER HOUSES,-121.032846,Manufacturer,Low,5 - Least Likely to pay,No,Rent,(530) 272-4769,Non-Subsidiary,WWW.GROWORGANIC.COM,1976,,PEACEFUL VALLEY FRM & GRDN SUP,680183679,,,,Single Location,P.O. BOX 2209,GRASS VALLEY,USA,NEVADA,CALIFORNIA,959452209,125 CLYDESDALE CT,GRASS VALLEY,USA,NEVADA,CALIFORNIA,959459035,454110,Electronic Shopping and Mail-Order Houses,,,,,59619911,"Flowers, plants and bulbs: mail order","$10,122,151",60,60,"$11,246,834",60,"20,000"
"INTERNATIONAL MANAGEMENT GROUP (OVERSEAS), LLC",Private,07-112-7153,Both,,07-328-6403,"WILLIAM MORRIS ENDEAVOR ENTERTAINMENT, LLC",07-328-6403,"WILLIAM MORRIS ENDEAVOR ENTERTAINMENT, LLC",41.503793,"SPORTS CLUBS, MANAGERS, AND PROMOTERS",-81.689984,Manufacturer,Low,5 - Least Likely to pay,No,Rent,(216) 522-1200,Subsidiary,WWW.IMG.COM,1961,,INTERNATIONAL MANAGEMENT GROUP,340896822,07-328-6403,"WILLIAM MORRIS ENDEAVOR ENTERTAINMENT, LLC",,Headquarters,,,,,,,1360 E 9TH ST STE 100,CLEVELAND,USA,CUYAHOGA,OHIO,441141782,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","611620, 711410","""Sports and Recreation Instruction "", ""Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures""","7922, 7941, 7999","""Theatrical producers and services"", ""Sports clubs, managers, & promoters"", ""Amusement and recreation, nec""",79419901,Manager of individual professional athletes,"$9,592,702",290,289,"$9,592,702",290,0
"ADVISORY RESEARCH, INC.",Private,01-027-5089,,,00-622-4729,PIPER SANDLER COMPANIES,00-622-4729,PIPER SANDLER COMPANIES,41.885294,INVESTMENT ADVICE,-87.622364,Manufacturer,High,5 - Least Likely to pay,No,Rent,(312) 565-1414,Subsidiary,WWW.ADVISORYRESEARCH.COM,1975,,,362831881,00-622-4729,PIPER SANDLER COMPANIES,,Single Location,,,,,,,180 N STETSON AVE # 5500,CHICAGO,USA,COOK,ILLINOIS,606016749,523930,Investment Advice,,,,,62829902,Investment advisory service,"$9,447,689",42,42,"$8,588,808",42,"1,000"
"KINETIC SYSTEMS, INC.",Private,04-591-1385,Both,,,,,,42.2957,"MEASURING AND CONTROLLING DEVICES, NEC",-71.119646,Non Manufacturer,Low,5 - Least Likely to pay,No,,(617) 522-8700,Non-Subsidiary,WWW.KINETICSYSTEMS.COM,1968,,,042440859,,,,Single Location,,,,,,,20 ARBORETUM RD,BOSTON,USA,SUFFOLK,MASSACHUSETTS,021311102,334519,Other Measuring and Controlling Device Manufacturing,"333314, 334111, 334519, 337127","""Optical Instrument and Lens Manufacturing "", ""Electronic Computer Manufacturing "", ""Other Measuring and Controlling Device Manufacturing "", ""Institutional Furniture Manufacturing ""","3571, 3821, 3827, 3829","""Electronic computers"", ""Laboratory apparatus and furniture"", ""Optical instruments and lenses"", ""Measuring & controlling devices, nec""",38299923,"Vibration meters, analyzers, and calibrators","$9,359,858",45,45,"$9,901,652",45,"24,000"
"WHOLE FOODS MARKET SERVICES, INC.",Private,04-619-2386,Importer,,88-474-5530,"AMAZON.COM, INC.",09-373-5686,"WHOLE FOODS MARKET, INC.",30.270662,"GROCERY STORES, NSK",-97.752734,Manufacturer,High,5 - Least Likely to pay,No,Rent,(512) 477-4455,Subsidiary,WWW.WHOLEFOODSMARKET.COM,1980,,,,88-474-5530,"AMAZON.COM, INC.",,Single Location,,,,,,,550 BOWIE ST,AUSTIN,USA,TRAVIS,TEXAS,787034644,445110,Supermarkets and Other Grocery (except Convenience) Stores,,,,,54110101,"Supermarkets, chain","$9,245,245",54,54,"$9,245,245",54,"15,000"
"VILLAGE PEOPLE, L.L.C",Private,00-354-5191,,,00-354-5191,"VILLAGE PEOPLE, L.L.C",00-354-5191,"VILLAGE PEOPLE, L.L.C",36.163085,REAL ESTATE AGENTS AND MANAGERS,-86.844362,Manufacturer,Medium,2 - Likely to pay,No,,(615) 383-6964,Non-Subsidiary,WWW.VILLAGEREALESTATE.COM,1993,,VILLAGE REAL ESTATE SERVICES,621650333,00-354-5191,"VILLAGE PEOPLE, L.L.C",,Headquarters,P.O. BOX 90048,NASHVILLE,USA,DAVIDSON,TENNESSEE,372090048,4717B CENTENNIAL BLVD,NASHVILLE,USA,DAVIDSON,TENNESSEE,372091548,531210,Offices of Real Estate Agents and Brokers,,,,,65310105,"Real estate agent, residential","$8,964,266",38,14,"$11,066,994",38,0
THE INFORMATION AND REFERRAL FEDERATION OF LOS ANGELES COUNTY,Private,02-318-7396,,,,,,,34.102406,"MISCELLANEOUS PERSONAL SERVICES, NEC, NSK",-118.107262,Manufacturer,Low,3 - Neutral,No,Owns,(626) 350-1841,Non-Subsidiary,WWW.211LA.ORG,1980,,211 LA COUNTY,953510017,,,,Single Location,P.O. BOX 726,SAN GABRIEL,USA,LOS ANGELES,CALIFORNIA,917780726,526 W LAS TUNAS DR,SAN GABRIEL,USA,LOS ANGELES,CALIFORNIA,917761111,812990,All Other Personal Services,,,,,72990604,"Information services, consumer","$8,828,590",100,100,"$8,828,590",100,"23,000"
GLOBAL UNIVERSITY OF THE ASSEMBLIES OF GOD,Private,17-998-2905,,,,,,,37.192389,"COLLEGES AND UNIVERSITIES, NSK",-93.262268,Manufacturer,Low,1 - Most likely to pay,No,Owns,(417) 862-9533,Non-Subsidiary,WWW.GLOBALUNIVERSITY.EDU,2000,,BEREAN SCHOOL OF THE BIBLE,431877693,,,,Single Location,,,,,,,1211 S GLENSTONE AVE,SPRINGFIELD,USA,GREENE,MISSOURI,658040315,611310,"Colleges, Universities, and Professional Schools",,,,,82210102,University,"$8,736,174",100,100,"$8,736,174",100,"96,000"
"TEAL BECKER & CHIARAMONTE, CPA'S, PC",Private,07-994-3924,,,07-994-3924,"TEAL BECKER & CHIARAMONTE, CPA'S, PC",07-994-3924,"TEAL BECKER & CHIARAMONTE, CPA'S, PC",42.71073,"ACCOUNTING, AUDITING, AND BOOKKEEPING",-73.867374,Manufacturer,Low,1 - Most likely to pay,No,Rent,(518) 456-6663,Non-Subsidiary,WWW.TBCCPA.COM,1971,,,141624930,07-994-3924,"TEAL BECKER & CHIARAMONTE, CPA'S, PC",,Headquarters,,,,,,,7 WASHINGTON SQ STE 2,ALBANY,USA,ALBANY,NEW YORK,122055527,541211,Offices of Certified Public Accountants,,,,,87210101,Certified public accountant,"$8,248,531",80,26,"$7,598,238",80,"6,000"
"RAINBOW RESOURCE CENTER, INC.",Private,78-797-0458,Both,,78-797-0458,"RAINBOW RESOURCE CENTER, INC.",78-797-0458,"RAINBOW RESOURCE CENTER, INC.",41.0193,"MISCELLANEOUS RETAIL STORES, NEC, NSK",-89.9127,Manufacturer,Low,1 - Most likely to pay,No,Owns,(309) 695-3200,Non-Subsidiary,WWW.RAINBOWRESOURCE.COM,1989,,,,78-797-0458,"RAINBOW RESOURCE CENTER, INC.",,Headquarters,,,,,,,655 TOWNSHIP ROAD 500 E,TOULON,USA,STARK,ILLINOIS,614838945,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),,,,,59991700,Educational aids and electronic training materials,"$7,587,911",35,35,"$7,587,911",35,0
"AUTOMATED PET CARE PRODUCTS, LLC",Private,19-272-8389,Importer,,,,,,42.631232,"DURABLE GOODS, NEC",-83.231725,Manufacturer,Low,2 - Likely to pay,No,,(248) 760-4163,Non-Subsidiary,WWW.LITTER-ROBOT.COM,1999,,LITTER-ROBOT,,,,,Single Location,,,,,,,1080 W ENTRANCE DR,AUBURN HILLS,USA,OAKLAND,MICHIGAN,483262723,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,,,,,50999910,"Robots, service or novelty","$7,170,665",20,20,"$7,967,405",20,0
MANCHESTER CAPITAL MANAGEMENT LLC,Private,87-265-1872,,,87-265-1872,MANCHESTER CAPITAL MANAGEMENT LLC,87-265-1872,MANCHESTER CAPITAL MANAGEMENT LLC,43.1636,INVESTMENT ADVICE,-73.0727,Manufacturer,Medium,1 - Most likely to pay,No,Rent,(802) 362-4410,Non-Subsidiary,WWW.MCMLLC.COM,1993,,,,87-265-1872,MANCHESTER CAPITAL MANAGEMENT LLC,,Headquarters,P.O. BOX 416,MANCHESTER,USA,BENNINGTON,VERMONT,052540416,3657 MAIN ST,MANCHESTER,USA,BENNINGTON,VERMONT,052544135,523930,Investment Advice,,,,,62829902,Investment advisory service,"$7,003,523",35,14,"$6,366,839",35,"3,500"
"TASKRABBIT, INC.",Private,96-800-1078,,,96-800-1078,"TASKRABBIT, INC.",96-800-1078,"TASKRABBIT, INC.",37.783919,"MANAGEMENT SERVICES, NSK",-122.394606,Manufacturer,Medium,5 - Least Likely to pay,No,,(844) 340-8275,Non-Subsidiary,WWW.TASKRABBIT.COM,2008,,TASKRABBIT,,96-800-1078,"TASKRABBIT, INC.",,Headquarters,,,,,,,425 2ND ST FL 5,SAN FRANCISCO,USA,SAN FRANCISCO,CALIFORNIA,941071487,561110,Office Administrative Services,,,,,87410000,Management services,"$6,782,518",13,13,"$7,536,131",13,0
"MAKEUP GEEK, LLC",Private,96-270-1384,Both,,,,,,42.271034,"DRUGS, PROPRIETARIES, AND SUNDRIES",-84.457447,Manufacturer,Low,5 - Least Likely to pay,Yes,Owns,(517) 962-4749,Non-Subsidiary,WWW.MAKEUPGEEK.COM,2009,,,,,,,Single Location,P.O. BOX 6413,JACKSON,USA,JACKSON,MICHIGAN,492046413,3530 WAYLAND DR,JACKSON,USA,JACKSON,MICHIGAN,492021234,424210,Drugs and Druggists' Sundries Merchant Wholesalers,,,,,51220101,Cosmetics,"$6,731,252",25,25,"$6,119,320",25,"42,000"
THE VALERIE FUND,Private,62-069-4505,,,,,,,40.721023,"MEMBERSHIP ORGANIZATIONS, NEC, NSK",-74.280071,Manufacturer,Low,1 - Most likely to pay,No,,(973) 761-0422,Non-Subsidiary,WWW.THEVALERIEFUND.ORG,1976,,,222126867,,,,Single Location,,,,,,,2101 MILLBURN AVE,MAPLEWOOD,USA,ESSEX,NEW JERSEY,070403719,813410,Civic and Social Organizations,,,,,86999904,Charitable organization,"$6,292,815",8,8,"$6,292,815",8,0
THE CONNECTICUT PLAYERS FOUNDATION INC,Private,01-013-5598,,,,,,,41.293739,"THEATRICAL PRODUCERS AND SERVICES, NSK",-72.920115,Manufacturer,Low,N/A,No,,(203) 787-4284,Non-Subsidiary,WWW.LONGWHARF.ORG,1965,,LONG WHARF THEATRE,066073063,,,,Single Location,,,,,,,222 SARGENT DR,NEW HAVEN,USA,NEW HAVEN,CONNECTICUT,065115919,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",,,,,79220401,Legitimate live theater producers,"$6,217,281",40,40,$0,0,0
"CLINICAL PATHOLOGY LABORATORIES SOUTHEAST, INC.",Private,07-851-4642,,,,,,,28.459556,MEDICAL LABORATORIES,-81.294578,Manufacturer,High,3 - Neutral,No,,(321) 445-6600,Non-Subsidiary,WWW.CPLLABS.COM,2001,,COGNOSCENTI HEALTH INSTITUTE,,,,,Single Location,P.O. BOX 142286,AUSTIN,USA,TRAVIS,TEXAS,787142286,6490 HAZELTINE NATIONAL D,ORLANDO,USA,ORANGE,FLORIDA,328225155,621511,Medical Laboratories,,,,,80710103,Blood analysis laboratory,"$5,952,561",274,274,"$5,952,561",274,0
"RAMY BROOK, LLC",Private,03-089-3153,Importer,,,,,,40.754743,"WOMENS AND MISSES BLOUSES AND SHIRTS, NSK",-73.989685,Non Manufacturer,Low,5 - Least Likely to pay,No,Rent,(212) 744-2789,Non-Subsidiary,WWW.RAMYBROOK.COM,2010,,,,,,,Single Location,,,,,,,231 W 39TH ST RM 720,NEW YORK,USA,NEW YORK,NEW YORK,100181089,315240,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing",,,,,23310000,Women's and misses' blouses and shirts,"$5,928,962",30,30,"$4,899,968",30,"5,000"
"PINNACLE ADVISORY GROUP, INC.",Private,86-789-7456,,,86-789-7456,"PINNACLE ADVISORY GROUP, INC.",86-789-7456,"PINNACLE ADVISORY GROUP, INC.",39.194993,INVESTMENT ADVICE,-76.853092,Manufacturer,Low,3 - Neutral,No,Rent,(410) 995-6630,Non-Subsidiary,WWW.PINNACLEADVISORY.COM,1993,,,521804676,86-789-7456,"PINNACLE ADVISORY GROUP, INC.",,Headquarters,,,,,,,6345 WOODSIDE CT STE 100,COLUMBIA,USA,HOWARD,MARYLAND,210463224,523930,Investment Advice,,,,,62829902,Investment advisory service,"$5,576,196",25,15,"$4,529,587",25,0
"BRONSON NUTRITIONALS, LLC",Private,13-039-3494,,,13-039-3494,"BRONSON NUTRITIONALS, LLC",13-039-3494,"BRONSON NUTRITIONALS, LLC",40.81031,"MISCELLANEOUS FOOD STORES, NSK",-73.265338,Manufacturer,Low,4 - Less likely to pay,No,Rent,(631) 750-0000,Non-Subsidiary,WWW.BRONSONVITAMINS.COM,2002,,BRONSON LABROTARIES,,13-039-3494,"BRONSON NUTRITIONALS, LLC",,Headquarters,,,,,,,70 COMMERCE DR,HAUPPAUGE,USA,SUFFOLK,NEW YORK,117883962,446191,Food (Health) Supplement Stores,,,,,54990103,Vitamin food stores,"$5,569,222",40,20,"$5,569,222",40,0
"DICICCO, GULMAN & COMPANY LLP",Private,94-208-3031,,,,,,,42.523431,"ACCOUNTING, AUDITING, AND BOOKKEEPING",-71.137649,Manufacturer,Medium,5 - Least Likely to pay,No,Rent,(781) 937-5300,Non-Subsidiary,WWW.DGCCPA.COM,1995,,"GULMAN, DI CICCO & COMPANY",043296226,,,,Single Location,,,,,,,150 PRESIDENTIAL WAY # 510,WOBURN,USA,MIDDLESEX,MASSACHUSETTS,018011121,541211,Offices of Certified Public Accountants,,,,,87210101,Certified public accountant,"$5,411,073",35,35,"$5,567,301",35,0
WILBRAHAM LAWLER & BUBA PC,Private,80-123-9252,,,80-123-9252,WILBRAHAM LAWLER & BUBA PC,80-123-9252,WILBRAHAM LAWLER & BUBA PC,39.953179,"LEGAL SERVICES, NSK",-75.170283,Manufacturer,Medium,4 - Less likely to pay,No,,(215) 564-4193,Non-Subsidiary,WWW.WLBDEFLAW.COM,1993,,,232712979,80-123-9252,WILBRAHAM LAWLER & BUBA PC,,Headquarters,,,,,,,1818 MARKET ST STE 3100,PHILADELPHIA,USA,PHILADELPHIA,PENNSYLVANIA,191033654,541110,Offices of Lawyers,,,,,81119901,"General practice attorney, lawyer","$5,157,064",30,25,"$4,271,869",30,0
THE FRUITFUL YIELD INC,Private,60-745-8101,Both,,06-747-2530,"NOW HEALTH GROUP, INC.",06-747-2530,"NOW HEALTH GROUP, INC.",41.943143,"MISCELLANEOUS FOOD STORES, NSK",-88.115404,Manufacturer,Low,1 - Most likely to pay,No,,(630) 545-9096,Subsidiary,WWW.FRUITFULYIELD.COM,2005,,,362792168,06-747-2530,"NOW HEALTH GROUP, INC.",,Headquarters,,,,,,,244 KNOLLWOOD DR,BLOOMINGDALE,USA,DUPAGE,ILLINOIS,601170003,446191,Food (Health) Supplement Stores,,,,,54990102,Health foods,"$5,119,007",50,1,"$5,119,007",50,0
MAKE-UP DESIGNORY,Private,06-298-1589,Importer,,06-298-1589,MAKE-UP DESIGNORY,06-298-1589,MAKE-UP DESIGNORY,34.434414,"SCHOOLS AND EDUCATIONAL SERVICES, NEC",-118.578696,Manufacturer,Low,2 - Likely to pay,No,Owns,(818) 729-9420,Non-Subsidiary,WWW.MUD.EDU,1997,,M U D,954655491,06-298-1589,MAKE-UP DESIGNORY,,Headquarters,,,,,,,25311 AVENUE STANFORD,VALENCIA,USA,LOS ANGELES,CALIFORNIA,913551215,611699,All Other Miscellaneous Schools and Instruction,,,,,82990200,Educational services,"$5,067,027",79,79,"$4,853,334",79,"8,200"
"COMMERCIAL INDUSTRIAL SUPPLY, LLC",Private,02-533-5405,Importer,,,,,,34.917658,"INDUSTRIAL SUPPLIES, NSK",-80.997873,Manufacturer,Medium,1 - Most likely to pay,No,Owns,(803) 328-2480,Non-Subsidiary,WWW.COMMERCIAL-INDUSTRIAL-SUPPLY.COM,2009,,C I S,,,,,Single Location,,,,,,,1444 E MAIN ST,ROCK HILL,USA,YORK,SOUTH CAROLINA,297305952,423840,Industrial Supplies Merchant Wholesalers,,,,,50850000,Industrial supplies,"$4,500,000",12,12,"$4,500,000",12,"20,000"
"ANIMOTO, LLC",Private,79-183-0354,,,,,,,37.791357,"CUSTOM COMPUTER PROGRAMMING SERVICES, NSK",-122.404212,Manufacturer,Low,2 - Likely to pay,No,,(415) 987-3139,Non-Subsidiary,,2006,,,,,,,Single Location,P.O. BOX 320428,SAN FRANCISCO,USA,SAN FRANCISCO,CALIFORNIA,941320428,333 KEARNY ST FL 6,SAN FRANCISCO,USA,SAN FRANCISCO,CALIFORNIA,941083269,541511,Custom Computer Programming Services,,,,,73710301,Computer software development,"$4,494,005",60,60,"$4,993,339",60,"15,000"
"INTEGRATED PRACTICE SOLUTIONS, INC.",Private,94-964-6108,,,,,,,32.815438,"CUSTOM COMPUTER PROGRAMMING SERVICES, NSK",-117.12644,Manufacturer,Low,5 - Least Likely to pay,No,Rent,(619) 528-0040,Non-Subsidiary,WWW.CHIROTOUCH.COM,1999,,,030592020,,,,Single Location,,,,,,,9265 SKY PARK CT STE 200,SAN DIEGO,USA,SAN DIEGO,CALIFORNIA,921234312,541511,Custom Computer Programming Services,,,,,73710301,Computer software development,"$4,394,264",37,37,"$4,394,264",37,0
"NORWICH COMMERCIAL GROUP, INC.",Private,19-906-3629,,,,,,,41.806847,"MORTGAGE BANKERS AND CORRESPONDENTS, NSK",-72.834977,Manufacturer,High,5 - Least Likely to pay,No,Rent,(860) 470-1710,Non-Subsidiary,WWW.JOIN.NORCOM-USA.COM,1988,,NORCOM MORTGAGE,222894356,,,,Single Location,P.O. BOX 1622,AVON,USA,HARTFORD,CONNECTICUT,060011622,38 SECURITY DR,AVON,USA,HARTFORD,CONNECTICUT,060014226,522390,Other Activities Related to Credit Intermediation,,,,,61620000,Mortgage bankers and loan correspondents,"$4,347,287",5,5,"$4,347,287",5,"1,000"
"DSCI, LLC",Private,08-063-9876,,,06-370-1100,"CALIFORNIA INTERNET, L.P.",06-370-1100,"CALIFORNIA INTERNET, L.P.",42.407236,"TELEPHONE COMMUNICATION, EXCEPT RADIO",-71.256435,Manufacturer,Medium,5 - Least Likely to pay,No,,(781) 862-8300,Subsidiary,WWW.TPX.COM,2014,,TPX COMMUNICATIONS,043540808,06-370-1100,"CALIFORNIA INTERNET, L.P.",,Headquarters,,,,,,,303 WYMAN ST STE 350,WALTHAM,USA,MIDDLESEX,MASSACHUSETTS,024511245,517911,Telecommunications Resellers,,,,,48130100,Local and long distance telephone communications,"$4,085,203",126,6,"$3,713,821",126,0
THE COMMERCE BANK,Private,62-737-4544,,,,,,,37.97393,STATE COMMERCIAL BANKS,-87.456935,Manufacturer,N/A,N/A,No,,(812) 492-1800,Non-Subsidiary,WWW.BANKWITHCOMMERCE.COM,0,,,,,,,Single Location,P.O. BOX 3729,EVANSVILLE,USA,VANDERBURGH,INDIANA,477363729,320 EAGLE CREST DR STE E,EVANSVILLE,USA,VANDERBURGH,INDIANA,477158262,522110,Commercial Banking,,,,,60229901,"State trust companies accepting deposits, commercial","$4,027,000",14,14,"$4,027,000",14,0
"DIRECT SPORTS, INC.",Private,00-501-1259,Importer,,00-501-1259,"DIRECT SPORTS, INC.",00-501-1259,"DIRECT SPORTS, INC.",37.344457,"SPORTING GOODS AND BICYCLE SHOPS, NSK",-80.712958,Manufacturer,High,5 - Least Likely to pay,No,Owns,(540) 921-1243,Non-Subsidiary,WWW.DIRECTSPORTS.COM,1961,,,,00-501-1259,"DIRECT SPORTS, INC.",,Headquarters,P.O. BOX 497,PEARISBURG,USA,GILES,VIRGINIA,241340497,1720 CURVE RD,PEARISBURG,USA,GILES,VIRGINIA,241341019,451110,Sporting Goods Stores,,,,,59419902,Bicycle and bicycle parts,"$3,939,794",28,26,"$3,939,794",28,"30,000"
JRK HOTEL GROUP,Private,82-979-3194,,,82-979-3194,JRK HOTEL GROUP,82-979-3194,JRK HOTEL GROUP,34.048421,"HOTELS AND MOTELS, NSK",-118.462069,Manufacturer,High,5 - Least Likely to pay,No,,(310) 268-8344,Non-Subsidiary,WWW.JRK.COM,2009,,,954555209,82-979-3194,JRK HOTEL GROUP,,Headquarters,,,,,,,11766 WILSHIRE BLVD # 1500,LOS ANGELES,USA,LOS ANGELES,CALIFORNIA,900256538,721110,Hotels (except Casino Hotels) and Motels,,,,,70110300,Hotels,"$3,915,233",39,13,"$3,915,233",39,0
TEMP-TATIONS LLC,Private,06-051-0813,Both,,,,,,40.17836,HOMEFURNISHINGS,-75.282331,Manufacturer,Low,3 - Neutral,No,,(610) 363-2646,Non-Subsidiary,WWW.TEMP-TATIONS.COM,2010,,,,,,,Single Location,,,,,,,107 OLYMPIC CLUB CT,BLUE BELL,USA,MONTGOMERY,PENNSYLVANIA,194221282,423220,Home Furnishing Merchant Wholesalers,,,,,50230100,Kitchenware,"$3,869,040",20,20,"$3,869,040",20,0
"SPRINT SOLUTIONS, INC.",Private,60-662-4653,,,14-537-3945,"T-MOBILE US, INC.",00-694-2395,"SPRINT COMMUNICATIONS, INC.",38.950236,"RADIOTELEPHONE COMMUNICATION, NSK",-77.380519,Manufacturer,High,3 - Neutral,No,,(703) 869-0570,Subsidiary,,2002,,SPRINT,,14-537-3945,"T-MOBILE US, INC.",,Single Location,,,,,,,12524 SUNRISE VALLEY DR,RESTON,USA,FAIRFAX,VIRGINIA,201913438,517312,Wireless Telecommunications Carriers (except Satellite),,,,,48129901,Cellular telephone services,"$3,833,698",29,29,"$3,690,199",28,0
TOWN OF SURRY,Private,07-337-6191,,,,,,,44.499572,"EXECUTIVE OFFICES, NSK",-68.504211,Manufacturer,Low,1 - Most likely to pay,No,,(207) 667-5912,Non-Subsidiary,WWW.SURRY.GOVOFFICE.COM,1803,,,,,,,Single Location,P.O. BOX 147,SURRY,USA,HANCOCK,MAINE,046840147,741 N BEND RD,SURRY,USA,HANCOCK,MAINE,046843316,921110,Executive Offices,,,,,91110201,City and town managers' office,"$3,646,120",7,7,$0,7,0
MID-ATLANTIC CARPENTERS' TRAINING CENTERS,Private,07-484-2923,,,07-484-2923,MID-ATLANTIC CARPENTERS' TRAINING CENTERS,07-484-2923,MID-ATLANTIC CARPENTERS' TRAINING CENTERS,38.834527,"VOCATIONAL SCHOOLS, NEC",-76.857923,Manufacturer,Low,4 - Less likely to pay,No,Owns,(301) 420-2373,Non-Subsidiary,WWW.MACTC.NET,1950,,MACTC,530190955,07-484-2923,MID-ATLANTIC CARPENTERS' TRAINING CENTERS,,Headquarters,,,,,,,8510 PENNSYLVANIA AVE,UPPER MARLBORO,USA,PRINCE GEORGES,MARYLAND,207722659,611519,Other Technical and Trade Schools,,,,,82490100,Trade school,"$3,595,076",20,10,"$3,595,076",20,"25,000"
"BRINKER INTERNATIONAL PAYROLL COMPANY, L.P",Private,83-167-8607,,,02-332-8248,"BRINKER INTERNATIONAL, INC.",02-332-8248,"BRINKER INTERNATIONAL, INC.",32.924379,EATING PLACES,-96.78798,Manufacturer,Low,2 - Likely to pay,No,,(972) 980-9917,Subsidiary,WWW.BRINKER.COM,1987,,,752354902,02-332-8248,"BRINKER INTERNATIONAL, INC.",,Single Location,,,,,,,6820 LYNDON B JOHNSON FWY,DALLAS,USA,DALLAS,TEXAS,752406580,722511,Full-Service Restaurants,,,,,58120501,"Restaurant, family: chain","$3,573,737",18,18,"$4,412,021",18,0
"TRAVISMATHEW, LLC",Private,07-839-0477,Importer,,05-557-1012,CALLAWAY GOLF COMPANY,05-557-1012,CALLAWAY GOLF COMPANY,33.741573,"MENS AND BOYS CLOTHING, NEC, NSK",-118.032801,Non Manufacturer,Low,2 - Likely to pay,No,,(562) 799-6900,Subsidiary,WWW.TRAVISMATHEW.COM,2007,,,,05-557-1012,CALLAWAY GOLF COMPANY,,Single Location,,,,,,,15202 GRAHAM ST,HUNTINGTON BEACH,USA,ORANGE,CALIFORNIA,926491109,315220,Men’s and Boys’ Cut and Sew Apparel Manufacturing,,,,,23290101,"Athletic clothing, except uniforms: men's, youths' and boys'","$3,522,649",17,17,"$3,522,649",17,0
