"","incident_id","hack","clean_name","year","date_of_breach","breach_end","discover_date","reported_date","total_affected","SSN_breach","drivers_license","credit_debit","credit_monitoring","breach_type","state","letter_url","California","Connecticut","Delaware","Hawaii","Indiana","Iowa","Maine","Maryland","Massachusetts","Montana","New_Hampshire","New_Jersey","N_Dakota","North_Carolina","Oregon","Rhode_Island","South_Carolina","Vermont","Virginia","Washington","Wisconsin","firstdate"
"12222",12222,"2","News Corp","2009","","","","2009-05-06","","1","","","","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/newton-manufacturing-20090506.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-05-06"
"12305",12305,"2","Nordstrom Inc","2009","","","","2009-10-08","","","","1","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-10-08"
"12316",12316,"2","Norfolk Southern Corp","2009","","","","2009-08-20","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/normandeau-20090820.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-08-20"
"12340",12340,"3","North Carolina Community College System","2009","","","2009-12-17","2009-12-17","","","","","","HACKERS/ UNAUTHORIZED, ACCESS","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-12-17"
"12362",12362,"2","North Easton Savings Bank","2009","","","","2009-03-18","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-18"
"12365",12365,"2","North Middlesex Savings Bank","2009","","","","2009-03-08","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-08"
"12375",12375,"2","North Shore Medical Center","2009","","","","2009-01-16","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-01-16"
"12426",12426,"2","Northeast Rehabilitation Hospital Network","2009","","","","2009-04-08","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/northeast-rehabilitation-20090408.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-04-08"
"12446",12446,"2","Northeastern University","2009","","","","2009-12-11","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-11"
"12455",12455,"2","Northern Bank & Trust Company","2009","","","","2009-02-27","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-27"
"12475",12475,"2","Northmark Bank","2009","","","","2009-02-27, 2009-03-02","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-27"
"12592",12592,"1, 2","Nuance Communications Inc","2009","","","2009-11-11","2009-11-30, 2009-12-03","","1","","","1","STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-11-30"
"12654",12654,"2","Occidental Petroleum Corp","2009","","","","2009-01-22","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-01-22"
"12964",12964,"2","Pace Industry Union- Management Pension Fund","2009","","","","2009-09-30","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-09-30"
"13075",13075,"2","Partners Home Care","2009","","","","2009-04-01, 2009-04-23","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-04-01"
"13076",13076,"1","Partners Home Care","2009","","","","2009-06-03","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-03"
"13077",13077,"1","Partners Hospice","2009","","","","2009-06-24","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-24"
"13163",13163,"1","Pearson Education Inc","2009","","","","2009-02-25","","","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-25"
"13183",13183,"1, 2","Peninsula Orthapaedic Associates","2009","","","2009-03-25","2009-04-03, 2009-04-09","","1","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-04-03"
"13221",13221,"2","Pentel of America","2009","","","","2009-03-03","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/pentel-america-20090303.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-03"
"13222",13222,"2","Penton Media","2009","","","","2009-03-24","","","","1","","Both","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-24"
"13226",13226,"2","People's Bank","2009","","","","2009-04-10","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-04-10"
"13283",13283,"2","Peoples Federal Savings Bank","2009","","","","2009-02-02","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-02"
"13347",13347,"2","Pfizer Inc","2009","","","","2009-05-07, 2009-05-11","","1","","","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/pfizer-20090507.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-05-07"
"13482",13482,"1","Pitt County Memorial Hospital","2009","","","2009-08-27","2009-10-09","","","","","","LOST IN TRANSIT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-10-09"
"13639",13639,"2","Premier Source Credit Union","2009","","","","2009-03-18","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-18"
"13791",13791,"1","Procter & Gamble Co","2009","","","","2009-03-30","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-30"
"13792",13792,"2","Procter & Gamble Co","2009","","","","2009-06-23","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-23"
"13794",13794,"2","ProCure","2009","","","","2009-03-30","","","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-30"
"13812",13812,"2","Progressive","2009","","","","2009-10-23","","","1","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-10-23"
"13872",13872,"1","Prudential Financial Inc","2009","","","","2009-01-28","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-01-28"
"13873",13873,"1","Prudential Financial Inc","2009","","","","2009-04-13, 2009-04-15","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-04-13"
"13874",13874,"1","Prudential Financial Inc","2009","","","","2009-06-08","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-08"
"13875",13875,"1","Prudential Financial Inc","2009","","","","2009-12-03, 2009-12-23","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-03"
"13976",13976,"1","Pure Style Girlfriends","2009","","","2009-12-17","2009-12-19","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-12-19"
"13982",13982,"2","Putnam Investments","2009","","","","2009-06-16","","","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-16"
"13983",13983,"1","Putnam Investments","2009","","","","2009-12-09","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-09"
"14137",14137,"2, 3","Radisson","2009","","","2008-11-08","2009-10-12","","","","","","HACKERS/ UNAUTHORIZED","","https://www.doj.nh.gov/consumer/security-breaches/documents/radisson-20091012.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-10-12"
"14194",14194,"1","Raymond James Financial Inc","2009","","","","2009-01-22","","","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-01-22"
"14207",14207,"1","RBC Bank","2009","","","2009-11-17","2009-12-01","12","","","","","LOST IN TRANSIT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-12-01"
"14213",14213,"1","RBC Wealth Management LLC","2009","","","","2009-01-28","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-01-28"
"14352",14352,"2","Renal Treatment Centers - Southeast LP","2009","","","","2009-08-31","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-08-31"
"14417",14417,"2","Revenue Assurance Professional LLC","2009","","","","2009-02-13, 2009-02-17","","1","","","","Undefined","","https://www.doj.nh.gov/consumer/security-breaches/documents/revenue-assurance-20090213.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-13"
"14445",14445,"2","RFID Inc","2009","","","","2009-08-25","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/rfid-20090825.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-08-25"
"14588",14588,"2","Rockland Trust Co","2009","","","","2009-02-11","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-11"
"14589",14589,"2","Rockland Trust Co","2009","","","","2009-03-23, 2009-03-24","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-23"
"14590",14590,"2, 1","Rockland Trust Co","2009","","","","2009-05-09, 2009-06-03, 2009-06-30, 2009-07-09","","","","1","1","Electronic, Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-05-09"
"14591",14591,"2","Rockland Trust Co","2009","","","","2009-08-21, 2009-08-28, 2009-09-03","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-08-21"
"14706",14706,"1","Roundpoint Mortgage Servicing Corp","2009","","","","2009-12-14","","","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-14"
"14889",14889,"2","Salem Five Cents Savings Bank","2009","","","","2009-04-16","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-04-16"
"14909",14909,"2","SalemFive","2009","","","","2009-12-14","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-14"
"15063",15063,"2","Saugusbank","2009","","","","2009-02-18","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-18"
"15146",15146,"2","Schroder Investment Management North America Inc","2009","","","","2009-09-29","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-09-29"
"15178",15178,"2","Scottish Rite Charities National Office","2009","","","","2009-09-09","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-09-09"
"15208",15208,"2","Sea Ray Boats Inc","2009","2009-10-21","","2009-10-21","2009-11-05, 2009-11-09","341","1","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"2009-11-05"
"15221",15221,"2","SeaRay","2009","","","","2009-11-05","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/searay-20091105.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-11-05"
"15287",15287,"1","Seisint Inc","2009","","","2009-03-01","2009-06-19","","","","","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-06-19"
"15366",15366,"2","Seventh-Day Adventist Church","2009","","","","2009-01-07, 2009-01-23","","1","","","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/seventh-day-adventist-20090107.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-01-07"
"15459",15459,"2","SHOWA Boston","2009","","","","2009-10-30","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-10-30"
"15464",15464,"2","Shrewsbury Public Schools","2009","","","","2009-04-24","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-04-24"
"15601",15601,"1","Smith College","2009","","","2009-10-26","2009-11-30","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-11-30"
"15602",15602,"1","Smith College","2009","","","","2009-12-28","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-28"
"15653",15653,"2","Sony Corp","2009","","","2009-05-13","2009-05-28, 2009-06-01, 2009-06-02","","","","1","1","RELEASE/ DISPLAY OF INFO, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/sony-20090528.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-05-28"
"15683",15683,"2","South Adams Savings Bank","2009","","","","2009-03-09, 2009-03-16","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-09"
"15684",15684,"2","South Adams Savings Bank","2009","","","","2009-12-04","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-04"
"15811",15811,"2","Spark Pay Online Store","2009","","","","2009-06-12","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-12"
"15812",15812,"1","Spark Pay Online Store","2009","","","","2009-08-31","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-08-31"
"15854",15854,"2","Spencer Savings Bank","2009","","","","2009-04-26","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-04-26"
"15883",15883,"2","Springfield Technical Community College","2009","","","","2009-04-27","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-04-27"
"15891",15891,"2","Sprint Corporation","2009","","","","2009-03-30","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/sprint-nextel-20090330.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-30"
"15892",15892,"2","Sprint Corporation","2009","","","","2009-06-12","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/sprint-nextel-20090612.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-12"
"15910",15910,"2","SRA International Inc","2009","","","","2009-01-21, 2009-01-22","","1","","","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/sra-international-20090121.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-01-21"
"15973",15973,"2","St Mary's Credit Union","2009","","","","2009-02-27","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-27"
"16090",16090,"2","Stanley Works","2009","","","","2009-01-28","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/stanley-works-20090128.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-01-28"
"16136",16136,"1","State Farm Insurance Co","2009","","","","2009-03-11","","1","1","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-11"
"16137",16137,"2","State Farm Insurance Co","2009","","","","2009-06-29","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-29"
"16196",16196,"1","State Street Bank & Trust Co","2009","","","","2009-04-03, 2009-04-24","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-04-03"
"16197",16197,"2","State Street Bank & Trust Co","2009","","","","2009-06-18","","1","","","","Both, Electronic, Undefined","","",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-18"
"16198",16198,"2","State Street Bank & Trust Co","2009","","","","2009-10-21","","","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-10-21"
"16199",16199,"1, 2","State Street Bank & Trust Co","2009","","","","2009-12-04","","","","","","Paper, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-04"
"16313",16313,"2","Stoneham Bank","2009","","","","2009-03-13","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-13"
"16319",16319,"1","Stonehill College","2009","","","","2009-02-12","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-12"
"16325",16325,"1","Stop & Shop","2009","","","","2009-03-24","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-24"
"16333",16333,"2","Strata Bank","2009","","","","2009-02-26","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-26"
"16334",16334,"2","Strata Bank","2009","","","","2009-06-09","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-09"
"16362",16362,"2","Student Loan Xpress Inc","2009","","","2008-12-11","2009-01-29, 2009-02-02","","1","","","1","RELEASE/ DISPLAY OF INFO, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/student-loan-xpress-20090129.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-01-29"
"16434",16434,"3","Superior School of Real Estate","2009","","","2009-10-18","2009-12-08","","","","","","HACKERS/ UNAUTHORIZED","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-12-08"
"16495",16495,"2","Symantec Corp","2009","","","","2009-03-24, 2009-03-27","","","","1","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/symantec-20090324.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-24"
"16530",16530,"2","T-Mobile USA Inc","2009","","","2009-09-03","2009-09-03, 2009-09-08, 2009-09-10, 2009-10-05, 2009-10-08","","1","","1","1","Electronic, RELEASE/ DISPLAY OF INFO","","https://www.doj.nh.gov/consumer/security-breaches/documents/t-mobile-20090903.pdf",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-09-03"
"16551",16551,"2","T. Rowe Price Services Inc","2009","","","","2009-09-15","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/t-rowe-price-20090915.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-09-15"
"16704",16704,"1","Telhio Credit Union","2009","","","2009-09-21","2009-12-21","","","","","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-12-21"
"16756",16756,"2, 1","Textron Inc","2009","","","2009-11-03","2009-12-01, 2009-12-03","","1","","","1","LOST IN TRANSIT, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/textron-20091201.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-12-01"
"16768",16768,"2, 1","The Alliance Development Fund Inc","2009","","","2009-11-16","2009-12-08, 2009-12-11","","1","","","1","RELEASE/ DISPLAY OF INFO, Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-12-08"
"16800",16800,"2","The Beijing Center for Chinese Studies","2009","","","","2009-12-14","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-14"
"16818",16818,"2","The Caleb Foundation","2009","","","","2009-07-20","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-07-20"
"16825",16825,"3","The Carolina Mammography Registry","2009","","","2009-07-25","2009-09-25","","","","","","HACKERS/ UNAUTHORIZED, ACCESS","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-09-25"
"16826",16826,"2","The Carolina Renaissance Festival & Artisan Marketplace","2009","","","2009-10-26","2009-10-26","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-10-26"
"16947",16947,"2, 1","The Home Depot Inc","2009","","","2009-02-06","2009-02-06, 2009-02-17","","1","","","1","RELEASE/ DISPLAY OF INFO, Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-02-06"
"16990",16990,"1","The Kolburne School Inc","2009","","","","2009-09-02","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-09-02"
"17045",17045,"2","The National Audubon Society","2009","","","","2009-12-16","","1","","1","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-16"
"17079",17079,"1","The Pantry Inc","2009","","","2009-11-06","2009-11-20","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-11-20"
"17218",17218,"1, 2","Thermo Fisher Scientific Inc","2009","","","2009-10-30","2009-10-30, 2009-11-02","","1","","","1","STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-10-30"
"17322",17322,"2","Titanium Metals Corp","2009","","","","2009-08-13","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/titanium-metals-20090813.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-08-13"
