"","clean_name","X","incident_id","hack","year","date_of_breach","breach_end","discover_date","reported_date","total_affected","SSN_breach","drivers_license","credit_debit","credit_monitoring","breach_type","state","letter_url","California","Connecticut","Delaware","Hawaii","Indiana","Iowa","Maine","Maryland","Massachusetts","Montana","New_Hampshire","New_Jersey","N_Dakota","North_Carolina","Oregon","Rhode_Island","South_Carolina","Vermont","Virginia","Washington","Wisconsin","firstdate","�..Company.Name","Company.Type","D.U.N.S..Number","Manufacturing.Indicator","Subsidiary.Status","Year.of.Founding","Location.Type","Physical.State","Primary.NAICS.Code","Primary.NAICS.Description","Secondary.NAICS.Code","Secondary.NAICS.Description","Secondary.SIC.Code","Secondary.SIC.Description","Primary.SIC.Code","Primary.SIC.Description","Sales","Employee.All.Sites","Employee.this.Site","Sales..Year.1.","DUNS_2"
"996","Kraft Foods Group Inc",9658,9658,"2, 1",2008,"",NA,"2008-01-16","2008-02-28, 2008-03-05","19246",1,NA,NA,1,"STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/kraft-foods-20080228.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-02-28","KRAFT HEINZ FOODS COMPANY","Public","00-431-8846","Non Manufacturer","Subsidiary",1869,"Headquarters","PENNSYLVANIA",311513,"Cheese Manufacturing","311412, 311421, 311422, 311513, 311824","""Frozen Specialty Food Manufacturing "", ""Fruit and Vegetable Canning "", ""Specialty Canning "", ""Cheese Manufacturing "", ""Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ""","2022, 2032, 2033, 2038, 2098","""Cheese, natural and processed"", ""Canned specialties"", ""Canned fruits and vegetables"", ""Frozen specialties, nec"", ""Macaroni and spaghetti""",20220100,"Cheese spreads, dips, pastes, and other cheese products","$12,111,686,499","24,000","155","$10,704,501,856","31"
"997","Kraft Foods Group Inc",9658,9658,"2, 1",2008,"",NA,"2008-01-16","2008-02-28, 2008-03-05","19246",1,NA,NA,1,"STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/kraft-foods-20080228.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-02-28","KRAFT FOODS GROUP, INC.","Public","03-901-0590","Non Manufacturer","Non-Subsidiary",0,"Single Location","ILLINOIS",311513,"Cheese Manufacturing","","","","",20229902,"Natural cheese","$16,541,624,490 ","22,100","120","$18,205,000,000 ","31"
"998","Kraft Foods Group Inc",9657,9657,"2",2007,"",NA,"2007-08-01","2007-09-05, 2007-09-11","",1,NA,NA,1,"RELEASE/ DISPLAY OF INFO, Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/kraft-foods-20070905.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-09-05","KRAFT HEINZ FOODS COMPANY","Public","00-431-8846","Non Manufacturer","Subsidiary",1869,"Headquarters","PENNSYLVANIA",311513,"Cheese Manufacturing","311412, 311421, 311422, 311513, 311824","""Frozen Specialty Food Manufacturing "", ""Fruit and Vegetable Canning "", ""Specialty Canning "", ""Cheese Manufacturing "", ""Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ""","2022, 2032, 2033, 2038, 2098","""Cheese, natural and processed"", ""Canned specialties"", ""Canned fruits and vegetables"", ""Frozen specialties, nec"", ""Macaroni and spaghetti""",20220100,"Cheese spreads, dips, pastes, and other cheese products","$12,111,686,499","24,000","155","$10,704,501,856","31"
"999","Kraft Foods Group Inc",9657,9657,"2",2007,"",NA,"2007-08-01","2007-09-05, 2007-09-11","",1,NA,NA,1,"RELEASE/ DISPLAY OF INFO, Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/kraft-foods-20070905.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-09-05","KRAFT FOODS GROUP, INC.","Public","03-901-0590","Non Manufacturer","Non-Subsidiary",0,"Single Location","ILLINOIS",311513,"Cheese Manufacturing","","","","",20229902,"Natural cheese","$16,541,624,490 ","22,100","120","$18,205,000,000 ","31"
"1000","Kraft Foods Group Inc",9659,9659,"1, 2",2008,"",NA,"2008-10-16","2008-11-12, 2008-11-18","11",NA,NA,1,1,"DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Undefined",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-11-12","KRAFT HEINZ FOODS COMPANY","Public","00-431-8846","Non Manufacturer","Subsidiary",1869,"Headquarters","PENNSYLVANIA",311513,"Cheese Manufacturing","311412, 311421, 311422, 311513, 311824","""Frozen Specialty Food Manufacturing "", ""Fruit and Vegetable Canning "", ""Specialty Canning "", ""Cheese Manufacturing "", ""Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ""","2022, 2032, 2033, 2038, 2098","""Cheese, natural and processed"", ""Canned specialties"", ""Canned fruits and vegetables"", ""Frozen specialties, nec"", ""Macaroni and spaghetti""",20220100,"Cheese spreads, dips, pastes, and other cheese products","$12,111,686,499","24,000","155","$10,704,501,856","31"
"1001","Kraft Foods Group Inc",9659,9659,"1, 2",2008,"",NA,"2008-10-16","2008-11-12, 2008-11-18","11",NA,NA,1,1,"DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Undefined",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-11-12","KRAFT FOODS GROUP, INC.","Public","03-901-0590","Non Manufacturer","Non-Subsidiary",0,"Single Location","ILLINOIS",311513,"Cheese Manufacturing","","","","",20229902,"Natural cheese","$16,541,624,490 ","22,100","120","$18,205,000,000 ","31"
"1002","Kraft Foods Group Inc",9660,9660,"1, 2",2009,"2009-08-15",NA,"2009-08-15","2009-09-18, 2009-09-24","",1,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"2009-09-18","KRAFT HEINZ FOODS COMPANY","Public","00-431-8846","Non Manufacturer","Subsidiary",1869,"Headquarters","PENNSYLVANIA",311513,"Cheese Manufacturing","311412, 311421, 311422, 311513, 311824","""Frozen Specialty Food Manufacturing "", ""Fruit and Vegetable Canning "", ""Specialty Canning "", ""Cheese Manufacturing "", ""Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ""","2022, 2032, 2033, 2038, 2098","""Cheese, natural and processed"", ""Canned specialties"", ""Canned fruits and vegetables"", ""Frozen specialties, nec"", ""Macaroni and spaghetti""",20220100,"Cheese spreads, dips, pastes, and other cheese products","$12,111,686,499","24,000","155","$10,704,501,856","31"
"1003","Kraft Foods Group Inc",9660,9660,"1, 2",2009,"2009-08-15",NA,"2009-08-15","2009-09-18, 2009-09-24","",1,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"2009-09-18","KRAFT FOODS GROUP, INC.","Public","03-901-0590","Non Manufacturer","Non-Subsidiary",0,"Single Location","ILLINOIS",311513,"Cheese Manufacturing","","","","",20229902,"Natural cheese","$16,541,624,490 ","22,100","120","$18,205,000,000 ","31"
"1004","KSM Business Services Inc",9684,9684,"2",2009,"",NA,"","2009-09-04","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/ksm-business-20090924.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-09-04","KSM BUSINESS SERVICES, INC.","Private","16-355-4475","Manufacturer","Non-Subsidiary",2000,"Single Location","INDIANA",541910,"Marketing Research and Public Opinion Polling","","","","",87320103,"Business research service","$160,000 ","1","1","$160,000 ","54"
"1005","Lahey Clinic Medical Center",9744,9744,"1",2010,"",NA,"","2010-09-01","",NA,NA,NA,NA,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-01","LAHEY CLINIC, INC.","Private","88-385-0364","Manufacturer","Subsidiary",1923,"Headquarters","MASSACHUSETTS",622110,"General Medical and Surgical Hospitals","","","","",80620000,"General medical and surgical hospitals","$816,631,009 ","5,000","3,500","$816,631,009 ","62"
"1006","Lahey Clinic Medical Center",9745,9745,"1",2010,"",NA,"","2010-11-03","",1,NA,1,1,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-11-03","LAHEY CLINIC, INC.","Private","88-385-0364","Manufacturer","Subsidiary",1923,"Headquarters","MASSACHUSETTS",622110,"General Medical and Surgical Hospitals","","","","",80620000,"General medical and surgical hospitals","$816,631,009 ","5,000","3,500","$816,631,009 ","62"
"1007","Lam Research Corporation",9763,9763,"2",2010,"",NA,"","2010-04-02","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/lam-research-20100402.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-02","LAM RESEARCH CORPORATION","Public","03-813-7956","Non Manufacturer","Non-Subsidiary",1980,"Headquarters","CALIFORNIA",334413,"Semiconductor and Related Device Manufacturing","334413","""Semiconductor and Related Device Manufacturing ""","3674","""Semiconductors and related devices""",36740213,"Wafers (semiconductor devices)","$9,653,559,000 ","10,700","100","$11,076,998,000 ","33"
"1008","Lam Research Corporation",9762,9762,"2",2010,"",NA,"","2010-02-08","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-02-08","LAM RESEARCH CORPORATION","Public","03-813-7956","Non Manufacturer","Non-Subsidiary",1980,"Headquarters","CALIFORNIA",334413,"Semiconductor and Related Device Manufacturing","334413","""Semiconductor and Related Device Manufacturing ""","3674","""Semiconductors and related devices""",36740213,"Wafers (semiconductor devices)","$9,653,559,000 ","10,700","100","$11,076,998,000 ","33"
"1009","Lamp Source",9765,9765,"2",2009,"",NA,"2009-07-15","2009-07-24","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-07-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","LandSafe Credit",9781,9781,"2",2010,"",NA,"","2010-05-10","",1,NA,1,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-10","LANDSAFE CREDIT, INC.","Private","05-987-5126","Manufacturer","Non-Subsidiary",2010,"Single Location","NORTH CAROLINA",541990,"All Other Professional, Scientific, and Technical Services","","","","",89990000,"Services, nec","$190,000 ","6","6","$180,000 ","54"
"1011","Lane College",9784,9784,"2",2010,"",NA,"2010-06-22","2010-07-12","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-07-12","LANE COLLEGE","Private","07-352-6691","Manufacturer","Non-Subsidiary",1882,"Single Location","TENNESSEE",611310,"Colleges, Universities, and Professional Schools","611310","""Colleges, Universities, and Professional Schools ""","8221","""Colleges and universities""",82210101,"College, except junior","$27,739,226 ","165","165","$27,375,557 ","61"
"1012","Lane College",9783,9783,"2",2010,"",NA,"2010-04-15","2010-05-03","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-05-03","LANE COLLEGE","Private","07-352-6691","Manufacturer","Non-Subsidiary",1882,"Single Location","TENNESSEE",611310,"Colleges, Universities, and Professional Schools","611310","""Colleges, Universities, and Professional Schools ""","8221","""Colleges and universities""",82210101,"College, except junior","$27,739,226 ","165","165","$27,375,557 ","61"
"1013","Lasell College",9803,9803,"2",2008,"",NA,"","2008-03-11, 2008-03-13","",1,NA,1,NA,"Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/lasell-college-20080311.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014","Lasell College",9804,9804,"1",2009,"",NA,"","2009-03-27","",1,NA,NA,1,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","Lastar Inc",9811,9811,"3",2010,"2010-10-18",NA,"2010-10-26","2010-11-05, 2010-11-08","",NA,NA,1,NA,"HACKERS/ UNAUTHORIZED",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"2010-11-05","LASTAR, INC.","Private","10-149-5778","Non Manufacturer","Non-Subsidiary",0,"Single Location","OHIO",334417,"Electronic Connector Manufacturing","","","","",36780000,"Electronic connectors","$108,972,482 ","420","60","$164,966,008 ","33"
"1016","Latsar Inc",9815,9815,"2",2010,"",NA,"","2010-11-08","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-11-08","LAW OFFICES OF MARK E SALOMONE","Private","96-971-3820","Manufacturer","Non-Subsidiary",2009,"Single Location","MASSACHUSETTS",541110,"Offices of Lawyers","","","","",81110000,"Legal services","$130,000 ","2","2","$130,000 ","54"
"1017","Law Offices of Mark E. Salomone",9832,9832,"1",2010,"",NA,"","2010-07-23","",1,1,NA,1,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-23","LEAF FINANCIAL CORPORATION","Private","04-553-1611","Manufacturer","Non-Subsidiary",2010,"Single Location","PENNSYLVANIA",523930,"Investment Advice","","","","",62829902,"Investment advisory service","$1,762,620 ","9","9","$1,762,620 ","52"
"1018","LEAF Financial Corporation Merit Capital Advance LLC",9858,9858,"2",2008,"",NA,"","2008-03-06","",1,NA,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-06","LEAF FINANCIAL CORPORATION","Private","04-553-1611","Manufacturer","Non-Subsidiary",2010,"Single Location","PENNSYLVANIA",523930,"Investment Advice","","","","",62829902,"Investment advisory service","$1,762,620 ","9","9","$1,762,620 ","52"
"1019","Lear Siegler Services Inc",9863,9863,"2",2009,"",NA,"","2009-01-29","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-01-29","LEAR SIEGLER SERVICES INC","Private","09-861-3212","Manufacturer","Non-Subsidiary",2017,"Single Location","FLORIDA",999990,"","","","","",99992222,"Duns Support Record, nonclassifiable establishment","$94,459 ","7","7","$94,459 ","99"
"1020","LECG",9873,9873,"2",2009,"",NA,"","2009-10-30","",1,NA,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-10-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","Lee Bank",9875,9875,"2",2009,"",NA,"","2009-04-01","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-04-01","LEE BANK","Private","00-695-4812","Manufacturer","Non-Subsidiary",1852,"Headquarters","MASSACHUSETTS",522310,"Mortgage and Nonmortgage Loan Brokers","","","","",61630000,"Loan brokers","$17,915,000 ","46","41","$16,428,000 ","52"
"1022","Lehigh Hanson Heidelberg Cement Group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEHIGH HANSON INC FKA HEIDELBERG CEMENT INC","Private","01-270-0606","Manufacturer","Non-Subsidiary",2011,"Single Location","OREGON",444190,"Other Building Material Dealers","","","","",52110502,"Cement","$140,000 ","2","2","$0 ","44"
"1023","Lehigh Hanson Inc",9896,9896,"2, 1",2008,"",NA,"2008-09-30","2008-12-08, 2008-12-15","",1,NA,NA,NA,"DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/lehigh-hanson-20081208.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-12-08","LEHIGH HANSON INC FKA HEIDELBERG CEMENT INC","Private","01-270-0606","Manufacturer","Non-Subsidiary",2011,"Single Location","OREGON",444190,"Other Building Material Dealers","","","","",52110502,"Cement","$140,000 ","2","2","$0 ","44"
"1024","Lender Business Process Service",9908,9908,"2",2010,"",NA,"","2010-12-06","",NA,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-06","LENDINGTREE, INC.","Public","82-818-4429","Manufacturer","Non-Subsidiary",2008,"Headquarters","NORTH CAROLINA",522310,"Mortgage and Nonmortgage Loan Brokers","522310, 531210","""Mortgage and Nonmortgage Loan Brokers "", ""Offices of Real Estate Agents and Brokers""","6163, 6531","""Loan brokers"", ""Real estate agents and managers""",61630000,"Loan brokers","$1,106,603,000 ","909","38","$764,865,000 ","52"
"1025","Lending Tree",9913,9913,"1, 2",2008,"",NA,"","2008-04-18, 2008-04-22","",1,NA,NA,NA,"Data Theft by Employee or Contractor, Electronic",NA,"Not available",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-18","LENDINGTREE, INC.","Public","82-818-4429","Manufacturer","Non-Subsidiary",2008,"Headquarters","NORTH CAROLINA",522310,"Mortgage and Nonmortgage Loan Brokers","522310, 531210","""Mortgage and Nonmortgage Loan Brokers "", ""Offices of Real Estate Agents and Brokers""","6163, 6531","""Loan brokers"", ""Real estate agents and managers""",61630000,"Loan brokers","$1,106,603,000 ","909","38","$764,865,000 ","52"
"1026","LexisNexis",9942,9942,"2",2009,"",NA,"","2009-06-22","",1,1,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-22","LEXISNEXIS RISK SOLUTIONS INC.","Private","06-011-7244","Manufacturer","Subsidiary",1975,"Headquarters","GEORGIA",541618,"Other Management Consulting Services","","","","",87480000,"Business consulting, nec","$512,497,262 ","5,165","1,650","$537,551,853 ","54"
"1027","LexisNexis",9942,9942,"2",2009,"",NA,"","2009-06-22","",1,1,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-22","LEXISNEXIS RISK ASSETS INC.","Private","15-293-0061","Manufacturer","Subsidiary",1997,"Headquarters","DELAWARE",524298,"All Other Insurance Related Activities","","","","",64110103,"Information bureaus, insurance","$2,466,834,641","5,000","700","$2,752,212,217","52"
"1028","LexisNexis",9939,9939,"3, 2",2007,"",NA,"2007-05-31","2007-05-31, 2007-06-01","2111, 118475",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/lexisnexis-20070601.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"2007-05-31","LEXISNEXIS RISK SOLUTIONS INC.","Private","06-011-7244","Manufacturer","Subsidiary",1975,"Headquarters","GEORGIA",541618,"Other Management Consulting Services","","","","",87480000,"Business consulting, nec","$512,497,262 ","5,165","1,650","$537,551,853 ","54"
"1029","LexisNexis",9939,9939,"3, 2",2007,"",NA,"2007-05-31","2007-05-31, 2007-06-01","2111, 118475",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/lexisnexis-20070601.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"2007-05-31","LEXISNEXIS RISK ASSETS INC.","Private","15-293-0061","Manufacturer","Subsidiary",1997,"Headquarters","DELAWARE",524298,"All Other Insurance Related Activities","","","","",64110103,"Information bureaus, insurance","$2,466,834,641","5,000","700","$2,752,212,217","52"
"1030","LexisNexis",9941,9941,"2",2009,"",NA,"","2009-05-01, 2009-05-04","",1,NA,NA,1,"Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/lexisnexis-20090501.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-05-01","LEXISNEXIS RISK SOLUTIONS INC.","Private","06-011-7244","Manufacturer","Subsidiary",1975,"Headquarters","GEORGIA",541618,"Other Management Consulting Services","","","","",87480000,"Business consulting, nec","$512,497,262 ","5,165","1,650","$537,551,853 ","54"
"1031","LexisNexis",9941,9941,"2",2009,"",NA,"","2009-05-01, 2009-05-04","",1,NA,NA,1,"Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/lexisnexis-20090501.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-05-01","LEXISNEXIS RISK ASSETS INC.","Private","15-293-0061","Manufacturer","Subsidiary",1997,"Headquarters","DELAWARE",524298,"All Other Insurance Related Activities","","","","",64110103,"Information bureaus, insurance","$2,466,834,641","5,000","700","$2,752,212,217","52"
"1032","LexisNexis",9938,9938,"3, 1, 2",2007,"",NA,"2007-02-01, 2007-02-16","2007-02-01, 2007-02-16, 2007-03-08, 2007-03-20","2713, 82, 500",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED, DATA THEFT BY EMPLOYEE OR, CONTRACTOR",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/lexisnexis-20070308.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/lexisnexis-20070320.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"2007-02-01","LEXISNEXIS RISK SOLUTIONS INC.","Private","06-011-7244","Manufacturer","Subsidiary",1975,"Headquarters","GEORGIA",541618,"Other Management Consulting Services","","","","",87480000,"Business consulting, nec","$512,497,262 ","5,165","1,650","$537,551,853 ","54"
"1033","LexisNexis",9938,9938,"3, 1, 2",2007,"",NA,"2007-02-01, 2007-02-16","2007-02-01, 2007-02-16, 2007-03-08, 2007-03-20","2713, 82, 500",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED, DATA THEFT BY EMPLOYEE OR, CONTRACTOR",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/lexisnexis-20070308.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/lexisnexis-20070320.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"2007-02-01","LEXISNEXIS RISK ASSETS INC.","Private","15-293-0061","Manufacturer","Subsidiary",1997,"Headquarters","DELAWARE",524298,"All Other Insurance Related Activities","","","","",64110103,"Information bureaus, insurance","$2,466,834,641","5,000","700","$2,752,212,217","52"
"1034","LexisNexis",9940,9940,"2",2008,"",NA,"","2008-02-06","",1,1,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-02-06","LEXISNEXIS RISK SOLUTIONS INC.","Private","06-011-7244","Manufacturer","Subsidiary",1975,"Headquarters","GEORGIA",541618,"Other Management Consulting Services","","","","",87480000,"Business consulting, nec","$512,497,262 ","5,165","1,650","$537,551,853 ","54"
"1035","LexisNexis",9940,9940,"2",2008,"",NA,"","2008-02-06","",1,1,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-02-06","LEXISNEXIS RISK ASSETS INC.","Private","15-293-0061","Manufacturer","Subsidiary",1997,"Headquarters","DELAWARE",524298,"All Other Insurance Related Activities","","","","",64110103,"Information bureaus, insurance","$2,466,834,641","5,000","700","$2,752,212,217","52"
"1036","LexisNexis Risk & Information Analytics Group / Seisint Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEXISNEXIS RISK ASSETS INC.","Private","15-293-0061","Manufacturer","Subsidiary",1997,"Headquarters","DELAWARE",524298,"All Other Insurance Related Activities","","","","",64110103,"Information bureaus, insurance","$2,466,834,641 ","5,000","700","$2,752,212,217 ","52"
"1037","Liberty Mutual Insurance Co",9961,9961,"1",2010,"",NA,"","2010-10-07","",1,1,NA,1,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-07","LIBERTY MUTUAL INSURANCE COMPANY","Public","00-695-2535","Manufacturer","Subsidiary",1912,"Headquarters","MASSACHUSETTS",524113,"Direct Life Insurance Carriers","","","","",63210101,"Accident insurance carriers","$2,425,266,477 ","50,000","2,350","$1,000,000,000 ","52"
