Clean Name,Company ,Address,Street Address,Cities,State,Zip Code,DUNS No
Behavioral Science Technology Inc,"Behavioral Science Technology, Inc. (""BST"")",,,,,,
VBrick Systems Inc,"Vbrick Systems, Inc.","2121 Cooperative Way, Suite 100, Herndon, VA 20171","2121 Cooperative Way, Suite 100",Herndon,VA,20171,
Anthelio Healthcare Solutions Inc,Anthelio Healthcare Solutions Inc.,,,,,,
Fruitful Yield Inc,"The Fruitful Yield, Inc.","229 W. Roosevelt Road, Lombard, IL 60148",229 W. Roosevelt Road,Lombard,IL,60148,60-745-8101
Geltrude & Company LLC,"Geltrude & Company, LLC","513 Franklin Avenue, Nutley, NJ 07110",513 Franklin Avenue,Nutley,NJ,07110,
doTERRA International LLC,"doTERRA International, LLC",,,,,,
Lucky Pet Inc,Lucky Pet,"4301 Aurora Avenue North, Seattle, WA 98103",4301 Aurora Avenue North,Seattle,WA,98103,
TMEIC Corp,TMEIC Corporation and TMEIC International Corporation,"2060 Cook Drive, Salem, VA 24153",2060 Cook Drive,Salem,VA,24153,
Highway Toll Administration LLC,Highway Toll Administration,"P.O. Box 30, Roslyn Heights, NY 11577",P.O. Box 30,Roslyn Heights,NY,11577,
Seven Hills Foundation Inc,"Seven Hills Foundation, Inc.","81 Hope Avenue, Worcester, MA 01603",81 Hope Avenue,Worcester,MA,01603,
TTI Floor Care North America,TTI Floor Care North America,"8405 IBM Drive, Charlotte, NC 28262",8405 IBM Drive,Charlotte,NC,28262,
Discount Party Supplies,Discount Party Supplies,,,,,,
South 40 Restaurant,South 40 Restaurant,,,,,,
Tennis Express,Tennis Express,,,,,,
Tidewater Community College,Tidewater Community College,,,,,,
#N/A,Academy of Art University,"79 New Montgomery Street, San Francisco, CA 94105",79 New Montgomery Street,San Francisco,CA,94105,
OnDeck Capital Inc,"OnDeck Capital, Inc.","901 North Stuart Street, Suite 700, Arlington, VA 22203","901 North Stuart Street, Suite 700",Arlington,VA,22203,
Nations Lending Corp,Nations Lending Corporation,"4 Summit Park Drive, Suite 200, Independence, OH 44131","4 Summit Park Drive, Suite 200",Independence,OH,44131,
Schwaab Inc,"Schwaab, Inc.","12855 W. Lisbon Road, Suite 100,Brookfield, WI 53005","12855 W. Lisbon Road, Suite 100",Brookfield,WI,53005,
Staminus Communications,Staminus Communications,"4695 MacArthur Court, 11th Floor, Newport Beach, CA 92660","4695 MacArthur Court, 11th Floor",Newport Beach,CA,92660,
Wynden Stark,"Wynden Stark, dba GQR Global Markets/City Internships","360 Madison Avenue, FL24, New York, NY 10017",360 Madison Avenue,New York,NY,10017,
Midland Paper Packaging & Supplies,Midland Paper Packaging & Supplies,"101 E. Palatine Road, Wheeling, IL 60090",101 E. Palatine Road,Wheeling,IL,60090,
Asure Software,Asure Software,"110 Wild Basin Road, Suite 100, Austin, TX 78746","110 Wild Basin Road, Suite 100",Austin,TX,78746,
Lime Energy Co,Lime Energy Company,"4 Gateway Center, 4th Floor,Newark, NJ 07102","4 Gateway Center, 4th Floor",Newark,NJ,07102,
Whiting-Turner Contracting Co,"The Whiting-Turner Contracting Company (""Whiting Turner"")","300 East Joppa Road, Baltimore, MD 21286",300 East Joppa Road,Baltimore,MD,21286,
Clinton Health Access Initiative Inc,"Clinton Health Access Initiative (""CHAI"")",,,,,,
Fallon Community Health Plan Inc,"Fallon Health- Ultra Benefits (Fallon Community Health Plan, Inc.)","One Chestnut Place, 10 Chestnut Street, Worcester, MA 01608","One Chestnut Place, 10 Chestnut Street",Worcester,MA,01608,
BH Equities LLC,"BH Equities, LLC","400 Locust Street, Suite 790, Des Moines, IA 50309","400 Locust Street, Suite 790",Des Moines,IA,50309,
The Cook & Boardman Group LLC,"The Cook & Boardman Group, LLC",,,,,,
The Coast Distribution System Inc,"The Coast Distribution System, Inc.","500 W.Madison Street, Chicago, IL 60661",500 W.Madison Street,Chicago,IL,60661,
Block and Company Inc,"Block and Company, Inc.","1111 Wheeling Road, Wheeling, IL 60090",1111 Wheeling Road,Wheeling,IL,60090,
Unified Physician Management,Unified Physician Management,"1501 Yamato Road, Suite 200, Boca Raton, FL 33431","1501 Yamato Road, Suite 200",Boca Raton,FL,33431,
Universal Service Administrative Co,"Universal Service Administrative Company (""USAC"")","2000 L Street NW, Suite 200, Washington, DC 20036","2000 L Street NW, Suite 200",Washington,DC,20036,
Citizens Financial Group Inc,Citizens Financial Group,"100 Sockanosset Crossroad, Cranston, RI 02920",100 Sockanosset Crossroad,Cranston,RI,02920,
Pivotal Software Inc,"Pivotal Software, Inc.","3495 Deer Creek Road, Palo Alto, CA 94304",3495 Deer Creek Road,Palo Alto,CA,94304,
Mansueto Ventures LLC,Mansueto Ventures LLC,"250 Greenwich Street 29th Floor, New York, NY 10007",250 Greenwich Street 29th Floor,New York,NY,10007,
Traphagen & Traphagen CPAs LLC,"Traphagen & Traphagen CPAs, LLC","234 Kinderkamack Road, Oradell, NJ 07649",234 Kinderkamack Road,Oradell,NJ,07649,
Burgess Advertising & Marketing,Burgess Advertising & Marketing,"1290 Congress Street, Portland, ME 04102",1290 Congress Street,Portland,ME,04102,
IASIS Healthcare,IASIS Healthcare,,,,,,
Ithaka,ITHAKA,"2 Rector Street, 18th Floor, New York, NY 10006","2 Rector Street, 18th Floor",New York,NY,10006,
GlaxoSmithKline LLC,GlaxoSmithKline LLC,"5 Crescent Drive, NY 0300, Philadelphia, PA 19112",5 Crescent Drive,Philadelphia,PA,19112,
#N/A,Affinion Group,"6 High Ridge Park, Stamford, CT  06905",6 High Ridge Park,Stamford,CT,06905,
Armstrong Backus & Co LLP,"Armstrong Backus & Co., LLP","515 West Harris Avenue, Suite 200, San Angelo, TX 76902","515 West Harris Avenue, Suite 200",San Angelo,TX,76902,
Olympic Steel Inc,"Olympic Steel, Inc.","22901 Millcreek Boulevard, Suite 650, Highland Hills, Ohio 44122","22901 Millcreek Boulevard, Suite 650",Highland and Hills,OH,44122,
Mohawk Mountain Ski Area Inc,"Mohawk Mountain Ski Area, Inc.","46 Great Hollow Road, Cornwall, CT 06753",46 Great Hollow Road,Cornwall,CT,06753,
DSCI LLC,"DSCI, LLC","303 Wyman Street, Suite 260, Waltham, MA 02451","303 Wyman Street, Suite 260",Waltham,MA,02451,
YourEncore Inc,"YourEncore, Inc.","20 N Meridian St., Suite 800, Indianapolis, IN 46204","20 N Meridian St., Suite 800",Indianapolis,IN,46204,
Kantar Group,"The Kantar Group, HR Operations","3333 Warrenville Rd, Ste 400, Lisle, IL 60532","3333 Warrenville Rd, Ste 400",Lisle,IL,60532,
Northern State Bank,Northern State Bank,"321 Main Street W, Ashland, Wisconsin 54806",321 Main Street W,Ashland,WI,54806,
NRT LLC,NRT LLC,"175 Park Avenue, Madison, NJ 07940",175 Park Avenue,Madison,NJ,07940,
CareCentrix Inc,"CareCentrix, Inc.","20 Church Street, 12th Floor, Hartford, CT 06103","20 Church Street, 12th Floor",Madison,CT,06103,
Gryphon Technologies LC,Gryphon Technologiies LC,"80 M Street SE, Suite 600, Washington, DC 20003","80 M Street SE, Suite 600",Washington,DC,20003,
Management Health Systems Inc,"Management Health Systems, Inc, d/b/a MedPro Healthcare Staffing",,,,,,
Lanyon Solutions Inc,"Lanyon Solutions, Inc.","717 North Harwood, Suite, 2200, Dallas, TX 75201","717 North Harwood, Suite, 2200",Dallas,TX,,
Numerex Corp,Numerex Corp,"3330 Cumberland Blvd SE, Suite 700, Atlanta, GA 30339","3330 Cumberland Blvd SE, Suite 700",Atlanta,GA,30339,
Netcracker Technology Corp,Netcracker Technology Corp.,"University Office Park, III, 95 Sawyer Road, Suite 600, Waltham, MA 02453","University Office Park, III, 95 Sawyer Road, Suite 600",Waltham,MA,02453,
#N/A,Advance Auto Parts,,,,,,
Bahia Hotel Lodging,Bahia Hotel Lodging,,,,,,
Caribe Royale Resort,Caribe Royale Resort,,,,,,
MEI-GSR Holdings LLC,Grand Sierra Resort,,,,,,
KTP.com,KTP.com,,,,,,
Seekinghealth.com,Seekinghealth.com,,,,,,
Washington Duke Inn,Washington Duke Inn,,,,,,
www.reddingmedical.com,www.reddingmedical.com,,,,,,
SevOne Inc,SevOne,"800 Boylston St., Suite 500; Boston, MA 02199","800 Boylston St., Suite 500",Boston,MA,02199,
PerkinElmer Inc,"PerkinElmer, Inc.","940 Winter Street, Waltham, MA 02451",940 Winter Street,Waltham,MA,02451,
Matrix Service Co,"Matrix Service Co., Matrix Service, Matrix PDM Engineering, Matrix North American Construction, Ltd and Matrix No. American Construction, Inc. (collectively, ""Matrix"")","5100 E. Skelly Dr., Ste. 700, Tulsa, OK 74135","5100 E. Skelly Dr., Ste. 700",Tulsa,OK,74135,
ConvaTec Inc,"ConvaTec, Inc.",,,,,,
La Quinta Holdings Inc,"La Quinta Holdings, Inc.,",,,,,,
eClinical Works LLC,"eClinical Works, LLC","Westborough, MA ",,Westborough,MA,,
Converse Inc,"Converse, Inc. (affiliate of NIKE, Inc.)",,,,,,
Care.com Inc,"Care.com, Inc.","77 Fourth Avenue, 5th Floor, Waltham, MA 02451","77 Fourth Avenue, 5th Floor",Waltham,MA,02451,
Seagate US LLC,Seagate US LLC,"10200 S. De Anza Boulevard, Cupertino, CA 95014",10200 S. De Anza Boulevard,Cupertino,CA,95014,
#N/A,1-800-Flowers.com,"One Old Country Road, Suite 500, Carle Place, NY 11514","One Old Country Road, Suite 500",Carle Place,NY,11514,
GCI Communication Corp,GCI,"2550 Denali Street, 1000, Anchorage, AK 99503-2751","2550 Denali Street, 1000",Anchorage,AK,99503-2751,
Turner Construction Co,Turner Construction Company,,,,,,
ISCO Industries Inc,"ISCO Industries, Inc.","100 Witherspoon Street 2 West, Louisville, KY 40202",100 Witherspoon Street 2 West,Louisville,KY,40202,
Applied Systems Inc,"Applied Systems, Inc.","200 Applied Parkway, University Park, IL 60484",200 Applied Parkway,University Park,IL,60484,
#N/A,"Abel Womack, Inc.","1 International Way, Lawrence, MA 01843",1 International Way,Lawrence,MA,01843,
Contact Solutions LLC,"Contact Solutions, LLC",,,,,,
York Hospital,York Hospital,,,,,,
#N/A,21st Century Oncology,"2270 Colonial Boulevard, Fort Myers, FL 33907",2270 Colonial Boulevard,Fort Myers,FL,33907,
Rosen Hotels & Resorts Inc,Rosen Hotels & Resorts,"9840 International Drive, Orlando, FL 32819",9840 International Drive,Orlando,FL,32819,
Information Innovators Inc,"Information Innovators, Inc.","7400 Fullerton Road, Suite 210, Springfield, VA 22153","7400 Fullerton Road, Suite 210",Springfield,VA,22153,
"PaperWorks Industries, Inc.","PaperWorks Industries, Inc.","40 Monument Rd., Bala Cynwyd, PA 19004",40 Monument Rd.,Bala Cynwyd,PA,19004,
#N/A,"Actifio, Inc.","333 Wyman Street, Waltham, MA 02451",333 Wyman Street,Waltham,MA,02451,
TN Marketing  LLC,TN Marketing,"1903 Wayzata Blvd East, Wayzata, MN 55391",1903 Wayzata Blvd East,Wayzata,MN,55391,
Landry's Inc,"Landry's, Inc., Golden Nugget Atlantic City, LLC, Golden Nuttet Lake Charles, LLC, GNL Corp, GNLV Corp., and Riverboat Corporation of Mississippi","1510 W. Loop South, Houston, TX 77027",1510 W. Loop South,Houston,TX,77027,
Valley Hope Association,Valley Hope Association,"P.O. Box 510, Norton, KS 67654",P.O. Box 510,Norton,KS,67654,
Lynn University,Lynn University,"Boca Raton, Florida",,Boca Raton,FL,,
Applause App Quality Inc,"Applause App Quality, Inc.","100 Pennsylvania Ave., Framingham, MA 01701",100 Pennsylvania Ave.,Framingham,MA,01701,
Superior Labels,Superior Labels,"2390 Cumberland Square Dr., Bettendorf, IA 52722",2390 Cumberland Square Dr.,Bettendorf,IA,52722,
Erincondren.com,ERINCONDREN.COM,,,,,,
Calpine Corporation,Calpine Corporation,"717 Texas St., Ste 1000, Houston, TX 77002","717 Texas St., Ste 1000",Houston,TX,77002,
Estech Systems Inc,"Estech Systems, Inc.","3701 E. Plano Parkwary, Plano, Texas 75074",3701 E. Plano Parkwary,Plano,TX,75074,
Poycom Inc,"Poycom, Inc.",,,,,,
Shire Human Genetic Therapies Inc,"Shire Human Genetic Therapies, Inc.",,,,,,
JetBlue Airways Corp,Jet Blue Airways Corp,"27-01 Queens Plaza North, Long Island City, NY 11101",27-01 Queens Plaza North,Long Island City,NY,11101,
Ballet Makers Inc,"Ballet Makers, Inc., d/b/a Capezio","One Campus Road, Totowa, NJ  07512",One Campus Road,Totowa,NJ,07512,
Sheptoff Reuber & Co PC,"Sheptoff, Reuber & Co., P.C.","111 New London Turnpike, Glastonbury, CT 06033",111 New London Turnpike,Glastonbury,CT,06033,
QVC Inc,"QVC, Inc.","1200 Wilson Dr., West Chester, PA 19380",1200 Wilson Dr.,West Chester,PA,19380,
Gyft Inc,"Gyft, Inc.","150 W. Evelyn Ave., Suite 300, Mountain View, CA 94041","150 W. Evelyn Ave., Suite 300",Mountain View,CA,94041,
University of Central Florida,University of Central Florida,"4000 Central Florida Blvd, Orlando, FL  32816",4000 Central Florida Blvd,Orlando,FL,32816,
Gap Inc,"Gap, Inc.","Two Folsom Street, San Francisco, CA 94105",Two Folsom Street,San Francisco,CA,94105,
Bailey's Inc,"Bailey's, Inc.","1222 Commerce Ave, Suite D, Woodland, CA 95776","1222 Commerce Ave, Suite D",Woodland,CA,95776,
Toyota Motor Credit Corp,Toyota Motor Credit Corporation,"19001 So. Western Avenue, Privacy Compliance EF12, Torrance, CA 90501","19001 So. Western Avenue, Privacy Compliance EF12",Torrance,CA,90501,
Oiselle Running Inc,"Oiselle Running, Inc.","7109 Woodlawn Ave, NE, Suite 201, Seattle, WA 98115","7109 Woodlawn Ave, NE, Suite 201",Seattle,WA,98115,
Drager Medical Systems Inc,Drager ,,,,,,
Tax Slayer LLC,TaxSlayer,"3003 TaxSlayer Drive, Evans, GA 30809",3003 TaxSlayer Drive,Evans,GA,30809,
Richardson & Company PC,"Richardson & Company, PC","165 Village Street, Medway, MA  02053",165 Village Street,Medway,MA,02053,
Neiman Marcus Group Inc,Neiman Marcus Group,"One Marcus Square, 1618 Main Street, Dallas, TX 75201","One Marcus Square, 1618 Main Street",Dallas,TX,75201,
Hain Celestial Group Inc,"The Hain Celestial Group, Inc.","1111 Marcus Avenue, Lake Success, NY 11042",1111 Marcus Avenue,Lake Success,NY,11042,
#N/A,"Account Control Technology, Inc. (ACT)","21700 Oxnard Street, Suite 1400, Woodland Hills, California 91367","21700 Oxnard Street, Suite 1400",Woodland Hills,CA,91367,
HK Financial Services,HK Financial Services,,,,,,
Blue Dolphin Group LLC,"Blue Dolphin, LLC ",,,,,,
ID Experts,id experts,"10300 SW Greenburg Road, Ste 570, Portland, OR 97223 (o/b/o Kicky Pants)10300 SW Greenburg Road, Ste 570",10300 SW Greenburg Road,Portland,OR,97223,
John Scheepers Seeds LLC,"John Scheepers Seeds, LLC (d/b/a John Scheepers Kitchen Garden Seeds)","23 Tulip Drive, P.O. Box 638, Bantam, CT 06750",23 Tulip Drive,Bantam,CT,06750,
NCH Healthcare System Inc,NCH Healthcare System,"350 7th Street North, Naples, FL 34102",350 7th Street North,Naples,FL,34102,
Maine General Medical Center,Maine General Medical Center,"35 Medical Center Parkway, Augusta, Maine 04330",35 Medical Center Parkway,Augusta,ME,04330,
New West Health Services,"New West Health Services, d/b/a New West Medcare",,,,,,
Jacks Barbeque,Jacks Barbeque,,,,,,
NorthShore Care Supply,Northshore Care Supply,,,,,,
Palace Casino Resort,Palace Casino Resort,,,,,,
Oak Hill Citgo Gas and Convenience,Oak Hill Citgo Gas and Convenience,"230 US Rte 1, P.O. Box 606, Scarborough, ME  04074","230 US Rte 1, P.O. Box 606",Scarborough,ME,04074,
Hyatt Hotel Corp,Hyatt Hotels Corporation,"71 South Wacker, Illinois 60606",71 South Wacker,,IL,60606,
HSBC Bank USA NA,HSBC Bank USA National Association,"1800 Tysons Boulevard, McLean, VA 22101",1800 Tysons Boulevard,McLean,VA,22101,
JB Autosports Inc,"JB Autosports, Inc.","1-8 Jefferson Ave., Des Moines, Iowa 50314",1-8 Jefferson Ave.,Des Moines,IA,50314,
Phillip Capital Inc,"Phillip Capital, Inc.","141 West Jackson Boulevard, Suite 3050, Chicago, IL 60604","141 West Jackson Boulevard, Suite 3050",Chicago,IL,60604,
ShopAtHome.com,ShopAtHome.com,,,,,,
Clarks America's Inc,"Clarks Americas, Inc.","156 Oak Street, Newton Upper Falls, MA 02464",156 Oak Street,Newton Upper Falls,MA,02464,
Grunt Style LLC,"Grunt Style, LLC",,,,,,
Blucora Inc,"Blucora, Inc.","1425 60th St., NE, Ste. 300, Cedar Rapids, IA 52402","1425 60th St., NE, Ste. 300",Cedar Rapids,IA,52402,
Grunt Style LLC,Grunt Style LLC,"400 Fullerton Ave, Carol Stream, Illinois 60188",400 Fullerton Ave,Carol Stream,IL,60188,
MRO Stop LLC,MROStop LLC,"P.O. Box 7207, Charlotte, NC 28241",P.O. Box 7207,Charlotte,NC,28241,
Regional Income Tax Agency,Regional Income Tax Agency,,,,,,
Livestream LLC,Livestream LLC,"195 Morgan Avenue, Brooklyn, NY  11237",195 Morgan Avenue,Brooklyn,NY,11237,
Matson Navigation Company Inc,"Matson Navigation Company, Inc.","555 12th Street, Oakland, CA 94607",555 12th Street,Oakland,CA,94607,
#N/A,"Acclaim Technical Services, Inc., (""ATS"")","11091 Sunset Hills Rd., Suite 150, Reston, VA 20190","11091 Sunset Hills Rd., Suite 150",Reston,VA,20190,
Farm to Feet,Farm to Feet,"1546 Carter Street, Mount Airy, NC",1546 Carter Street,Mount Airy,NC,,
Dungarees LLC,"Dungarees, LLC","500 East Broadway, Columbia, MO 65201",500 East Broadway,Columbia,MO,65201,
The Home Depot Inc,"The Home Depot, Inc.",,,,,,
Thomas Nelson Community College,Thomas Nelson Community College of the Virginia Community College System,"99 Thomas Nelson Drive, Hampton, VA 23666",99 Thomas Nelson Drive,Hampton,VA,23666,
EZCONTACTS.COM,EZCONTACTS.COM,,,,,,
Wilderness at the Smokies,Wilderness at the Smokies,"1424 Old Knoxville Hwy, Sevierville, TN 37876",1424 Old Knoxville Hwy,Sevierville,TN,37876,
"Catenacci, Markowitz, Delandri, Rosner & Company","Catenacci, Markowitz, Delandri, Rosner & Company",,,,,,
Vesta Property Management,Vesta Property Services,,,,,,
Centerra Group LLC,"Centerra Group, LLC through  ADP",,,,,,
Mary Ruth Buchness MD Dermatologist PC,"Mary Ruth Buchness, MD, Dermatologist, PC","560 Broadway, Suite 406, NY, NY 10012",560 Broadway,New York,NY,10012,
Toyota Motor Credit Corp,Toyota Motor Credit Corporation,"19001 So. Western Avenue, Privacy Compliance EF12, Torrance, CA 90501",19001 So. Western Avenue,Torrance,CA,90501,
TuneCore Inc,TuneCore,"63 Pearl Street, Box #256, Brooklyn, NY 11201","63 Pearl Street, Box #256",Brooklyn,NY,11201,
Mayer-Johnson.com,Mayer-Johnson.com,,,,,,
New England Calendar and Novelty Co,New England Calendar and Novelty Company,"133 Legion Drive, Cobleskill, NY 12043",133 Legion Drive,Cobleskill,NY,12043,
Cottage Health System,Cottage Health,"400 West Pueblo Street, Santa Barbara, CA  93015",400 West Pueblo Street,Santa Barbara,CA,93015,
Muji USA Ltd,MUJI USA LIMITED,"250 W39th S., Suite 605, NY, NY 10018","250 W39th S., Suite 605",New York,NY,10018,
NorthShore Care Supply,NorthShore Care Supply,"Buffalo Grove, Illinois ",,Buffalo Grove,IL,,
Keenan & Associates,Keenan & Associates,"2355 Crenshaw Blvd, Suite 200, Torrance, CA 90501","2355 Crenshaw Blvd, Suite 200",Torrance,CA,90501,
Barproducts.com,Barproducts.com,,,,,,
CL Media,CL Media 8772145393,,,,,,
District Lines Inc,District Lines Inc.,,,,,,
In Vogue Inc,In Vogue Incorp,,,,,,
Interstitial Cystitis Network,Interstitial Cystitis Network,,,,,,
Luggage Pros,Luggage Pros,,,,,,
Mandarin Oriental,Mandarin Oriental,,,,,,
SSA Honolulu Zoo,SSA Honolulu Zoo,,,,,,
White Lodging Services Corp,White Lodging - Marriott Hotels,,,,,,
Norton Rose Fulbright US LLP,Norton Rose Fulbright US LLP,"Tabor Center, 1200 17th Street, Suite 1000, Denver, CO 80202","Tabor Center, 1200 17th Street, Suite 1000",Denver,CO,80202,
Hilton Worldwide Holding Inc,"Hilton Worldwide, Inc.","7930 Jones Branch Dr., McLean, VA 22102",7930 Jones Branch Dr.,McLean,VA,22102,
Bay Ridge Toyota,Bay Ridge Toyota,"6401 6th Ave, Brooklyn, NY  11220",6401 6th Ave,Brooklyn,NY,11220,
Wilderness Hotel and Golf Resort,Wilderness Hotel and Golf Resort,"P.O. Box 830, Wisconsin Dells, WI 53965",P.O. Box 830,Wisconsin Dells,WI,53965,
Nova Southeastern University,Nova Southeastern University,,,,,,
B Lane Inc,Fashion to Figure,,,,,,
OH Muhlenberg LLC,"OH Muhlenberg, LLC","440 Hopkinsville Street, Greeville, KY 42345",440 Hopkinsville Street,Greeville,KY,42345,
Noble House Hotels & Resorts,Nobel House Hotels & Resorts,"600 6th Street South, Kirkland, WA 98033",600 6th Street South,Kirkland,WA,98033,
Integrated Listening Systems LLC,"Integrated Listening Systems, LLC","2851 S. Parker Road, Suite 800, Aurora, CO  80014","2851 S. Parker Road, Suite 800",Aurora,CO,80014,
Byram Healthcare,C Stars of Maine (do the POS system for The Common Market),"35 Bradley Drive, Westbrook, ME 04092",35 Bradley Drive,Westbrook,ME,04092,
