Respondent,Notification Sent,Breach Occurred,IN Affected,Total Affected,Status/Disposition
"VirginHotelsChicago,LLC",7/21/2017,8/10/2016,34,916,Open
VirginiaGiftBrands,3/27/2017,8/18/2016,104,4111,Closed
VisibleChanges,9/5/2017,7/28/2017,2,4172,Open
VisionQuestEyecare,3/7/2017,,85628,85995,Open
"ViskaseCompanies,Inc.",2/22/2017,1/30/2017,2,590,Closed
VTGroup,3/3/2017,,12,7359,Closed
VTIndustries,3/23/2017,2/8/2017,137,1884,Closed
"VWSEProductions,LLC",3/15/2017,1/23/2017,61,848,Closed
"W.FrankHarshaw&Associates,Inc.",4/19/2017,4/7/2017,49,298,Closed
"W.W.Grainger,Inc.",9/19/2017,8/23/2017,530,57992,Closed
WalkintheWordMinistry,6/29/2017,4/1/2017,572,14417,Closed
WarsawCommunitySchools,,,88,,Closed
WashingtonStateUniversity,6/9/2017,4/21/2017,1601,1118135,Closed
WashingtonUniversityinSaintLouisSchoolofMedicine,5/2/2017,12/2/2016,16,2047,Closed
"WeekendsOnly,Inc.",3/3/2017,2/1/2016,631,,Closed
WesleyanCollege,5/3/2017,4/10/2017,3,,Closed
WesternGrowersPensionTrust,2/13/2017,12/30/2016,1,952,Closed
WesternReserveGroup,7/28/2017,5/8/2017,109,,Closed
WestgateResortsLtd,7/28/2017,8/10/2017,138,15975,Open
WestMusicCompany,3/3/2017,2/1/2016,1178,56335,Open
WhitesResidentialFamilyServices,8/29/2017,1/18/2017,1,1,Closed
"Whitinger&Company,LLC",7/18/2017,1/29/2017,7886,9180,Open
WildManey&ResnickLLP,4/21/2017,,1,5261,Closed
"WilliamE.Howe&Co.,CPAs",3/31/2017,6/22/2016,2,1831,Closed
WoodsideHotelsandResorts,7/26/2017,8/10/2016,18,7112,Open
Wooster-AshlandRegionalCouncilofGovernments,8/10/2017,6/28/2017,324,23000,Open
"WorldOmniFinancial,Corp.",6/6/2017,5/10/2017,1,853,Closed
WRJHoldingsLLCdbaClassicFirearms,9/1/2017,4/24/2017,266,10228,Closed
x,9/28/2017,9/26/2017,103,9500,Closed
"XtantMedicalHoldings,Inc.",6/30/2017,6/1/2017,1,68,Closed
Yeo&Yeo,6/9/2017,3/9/2017,5,3491,Closed
YMCAofCentralKentucky,5/4/2017,12/17/2016,1,409,Closed
ZestDentalSolutions,3/14/2017,12/31/2013,92,4806,Closed
ZillowGroup,5/30/2017,5/9/2017,1,1912,Closed
ZymoResearchCorporation,8/23/2017,3/15/2017,77,7454,Closed
1-800-Flowerscom,3/8/2016,2/15/2016,120,,Closed
21stCenturyOncology,3/4/2016,10/3/2015,13329,2213597,Closed
37thParallelProperties,6/7/2016,4/25/2016,1,120,Closed
3CPackagingInc,4/7/2016,3/30/2016,2,232,Closed
7-ElevenInc,8/9/2016,6/13/2016,5,7832,Closed
"A.C.T.Services,Inc.",12/20/2016,9/1/2016,428,428,Closed
AACOrthodonticsPC,9/13/2016,9/7/2016,9,9,Closed
ABBInc,3/17/2016,2/5/2016,4,566,Closed
AbbottLaboratories,7/19/2016,6/22/2016,1,1,Closed
ABMIndustriesIncorporated,6/20/2016,12/10/2015,1,121,Closed
ABRHLLC,5/20/2016,3/18/2016,,,Closed
AcademyofNutritionDietetics,8/4/2016,4/22/2016,9,665,Closed
AcceptanceInsurance,4/25/2016,3/22/2016,1,,Closed
AccessGroupInc.,11/23/2016,,1,,Closed
ActagroLLC,8/9/2016,6/10/2016,2,114,Closed
ACTIVEOutdoors,9/19/2016,,4527,4210850,Closed
ADP,3/22/2016,1/18/2016,6,230,Closed
AdvanceAutoParts,3/15/2016,3/7/2016,3310,,Closed
AdvanceInternationalMarketing,4/26/2016,4/4/2016,2068,63888,Closed
ADVANTAGEHealthSolutions,12/22/2016,3/12/2016,2287,2387,Closed
AegionCorporation,1/15/2016,10/1/2014,40,2426,Closed
Affinion,3/28/2016,2/22/2016,2,2640,Closed
AFLAC,12/22/2016,12/4/2016,132,158,Closed
AFSLogisticsLLC,6/20/2016,4/21/2016,2,332,Closed
AgPerspectiveInc,5/5/2016,4/1/2016,5,220,Closed
AllstateInsuranceCompany,11/18/2016,,6,1109,Closed
AmericanAssociationfortheAdvancementofScience,7/12/2016,4/24/2016,17,1164,Closed
AmericanCollegeofEmergencyPhysicians,7/22/2016,4/23/2016,3,,Closed
AmericanSocietyofSafetyEngineers,8/4/2016,4/22/2016,15,286,Closed
AmeripriseFinancialInc,6/16/2016,5/18/2016,5,1222,Closed
AmeripriseFinancialInc,6/14/2016,4/28/2016,2,404,Closed
AmeripriseFinancialInc,10/20/2016,,8,477,Closed
AmeripriseFinancialInc-Breach Notification,2/18/2016,1/12/2016,1,1,Closed
AnchorLoans,12/9/2016,11/7/2016,9,2905,Closed
AndersonTackmanCompanyPLC,8/5/2016,,2,,Closed
AnthelioHealthcareSolutionsInc,4/20/2016,2/25/2016,7,,Closed
AnthemBlueCrossandBlueShield,5/26/2016,4/19/2016,1,1,Closed
AnthemBlueCrossandBlueShield,5/27/2016,12/24/2015,1,1,Closed
AnthemBlueCrossandBlueShield,2/3/2016,12/21/2015,1,1,Closed
AnthemBlueCrossandBlueShield,5/4/2016,4/4/2016,1,1,Closed
AonCorporation,3/10/2016,2/19/2016,1,1,Closed
AppliedSystemsInc,3/7/2016,2/19/2016,134,1206,Closed
ArborPointAdvisorsLLC,8/26/2016,8/25/2016,84,105,Closed
Areas,5/4/2016,4/4/2016,192,4362,Closed
ArgonMedicalDevicesInc,4/6/2016,3/14/2016,3,772,Closed
AristechSurfacesLLC,5/31/2016,4/9/2016,21,993,Closed
ArizonaTileLLC,5/11/2016,4/14/2016,1,818,Closed
AsburyTheologicalSeminary,6/10/2016,,4,,Closed
AscensusInc,12/15/2016,11/4/2016,1,1,Closed
AscensusInc,9/15/2016,4/29/2016,38,6206,Closed
AscensusInc,3/8/2016,2/26/2016,1,1,Closed
AspectSoftwareInc,3/7/2016,2/24/2016,8,1300,Closed
AspirationPartnersInc,1/29/2016,1/17/2016,3,210,Closed
AspireCPA'sPC,4/17/2016,3/14/2016,61,70,Closed
AstreyaPartnersInc,5/10/2016,4/4/2016,1,,Closed
AthensOrthopedicClinic,8/26/2016,6/14/2016,69,,Closed
AtlantaFalconsFootballClubLLC,10/21/2016,2/12/2016,6,975,Closed
AugustaUniversity,11/22/2016,,1,,Closed
AvendraLLC,3/23/2016,3/7/2016,1,323,Closed
Avention,5/10/2016,3/31/2016,2,310,Closed
B3SolutionsLLC,4/20/2016,2/24/2016,4,226,Closed
BackcountryGear,11/23/2016,9/26/2016,25,2177,Closed
Bailey'sInc,1/27/2016,9/25/2015,420,15000,Closed
BajaBoundInsuranceServicesInc,2/7/2016,12/16/2015,4,1143,Closed
BakerOverby&MooreIncPS,11/10/2016,10/8/2016,2,55,Closed
BalletMakersIncdbaCapezio,2/9/2016,10/7/2015,40,3431,Closed
BankersLifeandCasualtyCompany,4/22/2016,2/2/2016,1,1,Closed
BankersLifeandCasualtyCompany,6/30/2016,4/30/2016,1,1,Closed
BankersLifeandCasualtyCompany,2/17/2016,10/31/2015,1,1,Closed
BannerHealthInc,8/3/2016,6/17/2016,2082,3623140,Closed
BaptistHealthLouisville,2/26/2016,12/3/2015,1,140,Closed
BartechGroupInc,4/1/2016,2/8/2016,4,393,Closed
BatdorfBronsonCoffeeRoasters,5/17/2016,10/1/2015,15,1845,Closed
BaxterCreditUnion-SecurityBreach,11/10/2016,10/3/2016,125,6998,Closed
BeaconHealthSystem-Breach Notification,4/29/2016,2/20/2016,69,76,Closed
BedBathBeyondInc,11/11/2016,2/20/2016,2,3845,Closed
BehavioralScienceTechnologyInc,4/22/2016,4/19/2016,2,150,Closed
BethesdaMinistries,2/23/2016,1/25/2016,1,31,Closed
BHEquitiesLLC,4/1/2016,3/21/2016,1,581,Closed
BillyCasperGolf,3/3/2016,2/26/2016,126,8176,Closed
BirchCommunications,8/25/2016,8/4/2016,5,1913,Closed
BlockandCompanyInc,5/13/2016,3/21/2016,4,276,Closed
BlockandCompanyInc,3/31/2016,2/9/2016,16,709,Closed
BlucoraInc,1/8/2016,11/10/2015,16,500,Closed
BlueDolphinGroupLLC,1/21/2016,9/17/2015,2182,32758,Closed
BlueShieldofCalifornia,1/29/2016,9/1/2015,1,20764,Closed
BMOHarrisBank,5/10/2016,4/16/2016,2,2,Closed
BMV,,11/17/2016,1,1,Closed
BolttechManningInc,9/15/2016,9/7/2016,25,355,Closed
"Bomberg,Roach,&Hanson,PLLC",12/16/2016,9/13/2016,5,2919,Closed
BonSecoursHealthSystemIncAffilates,8/31/2016,4/18/2016,396,655203,Closed
BostockConstructionLLC,9/28/2016,9/27/2016,25,60,Closed
BraceAbility,12/13/2016,9/24/2016,131,5374,Closed
BradleyCompanyLLC,4/20/2016,3/25/2016,236,,Closed
"BrandywinePediatrics,P.A.",12/23/2016,8/3/2016,12,26721,Closed
"BrevilleUSA,Inc.",12/20/2016,12/1/2016,3,290,Closed
BriMarWoodInnovationsInc,4/20/2016,4/18/2016,54,55,Closed
BroadviewMortgage,10/17/2016,,2,,Closed
BrunswickCorporation,5/5/2016,4/29/2016,338,11363,Closed
BucknellUniversity,6/3/2016,,13,,Closed
BusinessDecisionNorthAmerica,4/22/2016,4/1/2016,2,45,Closed
CaesarsEntertainment,11/28/2016,7/29/2015,22,1439,Closed
CaliberHomeMortgage,,,,,Closed
CaliforniaStateUniversityNorthridge,5/5/2016,,1,70265,Closed
CareerEducationCorporation,7/11/2016,6/16/2016,9,881,Closed
CarpentersLocal215,11/2/2016,8/24/2016,450,450,Closed
CertifiKidLLC,5/5/2016,1/25/2016,24,32388,Closed
CeteraInvestmentServicesLLC,11/18/2016,10/23/2016,68,68,Closed
CharlesSchwabBank,2/16/2016,1/13/2016,1,1,Closed
CharlesSchwabCoInc,11/11/2016,3/25/2016,351,22442,Closed
CHIFranciscanHealthcareHighlandMedicalCenter,8/31/2016,4/21/2016,7,13636,Closed
ChildrensBureau,,,,,Closed
ChildSupportDivisionoftheElkhartCountyProsecutingAttorneysOffice,9/26/2016,8/30/2016,2,2,Closed
ChristianLouboutinLLC,10/25/2016,8/28/2016,47,3059,Closed
CiCiEnterprisesLP,7/19/2016,6/30/2015,,,Closed
Cigna-LifeInsuranceCompanyofNorthAmerica,4/18/2016,1/6/2016,64,1285,Closed
CitibankNA,1/15/2016,9/16/2015,2,,Closed
CityofRochesterMinnesota,2/13/2016,,2,,Closed
ClaremontUniversityConsortium,12/22/2016,11/15/2016,3,,Closed
ClintonHealthAccessInitiativeInc,4/1/2016,3/21/2016,1,337,Closed
ColumbusRegionalHealth,8/1/2016,6/30/2016,1,1,Closed
ColumbusRegionalHealth,2/19/2016,1/4/2016,2,2,Closed
ColumbusRegionalHealthPhysicians,8/8/2016,7/15/2016,1,1,Closed
ColumbusRegionalHealthPhysicians,9/19/2016,8/14/2016,1,1,Closed
ColumbusRegionalHospital,9/28/2016,9/22/2016,1,1,Closed
Comic-ConInternational,7/22/2016,6/24/2016,1,170,Closed
CommunityHealthNetwork,6/3/2016,11/11/2015,1,1,Closed
CommunityHealthNetwork,1/12/2016,12/28/2015,1,1,Closed
CommunityHealthNetwork,11/14/2016,10/11/2016,1,1,Closed
CommunityHealthNetwork,5/6/2016,4/13/2016,1,1,Closed
CommunityHealthNetwork,12/9/2016,11/8/2016,1,1,Closed
CommunityHealthNetwork,11/16/2016,10/16/2016,2,2,Closed
CommunityHealthNetwork,11/21/2016,10/22/2016,1,1,Closed
CommunityHealthNetwork-SecurityBreach,8/8/2016,6/13/2016,1,1,Closed
CommunityHealthPlanofWashington,12/24/2016,1/16/2016,11,354304,Closed
CommunityHowardRegionalHealth,2/26/2016,12/6/2015,15,15,Closed
CommunityRehabilitationHospital,9/8/2016,8/10/2016,1,1,Closed
ContactSolutions-SecurityBreach,3/4/2016,2/17/2016,3,,Closed
Contec,,,,,Closed
Contec,3/28/2016,3/24/2016,1,320,Closed
ConvaTecInc,3/9/2016,2/29/2016,6,,Closed
CostcoWholesale,2/10/2016,12/20/2015,2,815,Closed
CoyoteLogisticsLLC,1/22/2016,1/14/2016,12,2183,Closed
CraneCompany,6/7/2016,6/7/2016,1,327,Closed
CREnglandInc,5/13/2016,1/6/2016,1,107,Closed
CRGResidentialLLC,7/12/2016,7/1/2016,102,120,Closed
CurseInc,5/18/2016,4/11/2016,11,,Closed
DASCOMajorHospitalHomeMedicalEquipment,3/22/2016,8/20/2015,4,4,Closed
DeaconessHospitalinc,3/10/2016,12/10/2015,121,177,Closed
DeaconessHospitalinc,3/10/2016,12/10/2015,5,7,Closed
DealerSocketInc,4/11/2016,4/11/2016,2,1350,Closed
DearbornNational,10/13/2016,8/23/2016,99,1568,Closed
DedicatedTransportLLC,3/21/2016,3/15/2016,1,20,Closed
DeltaCareerEducationCorporation,10/13/2016,9/29/2016,6,4014,Closed
DeltaCareerEducationCorporation-SecurityBreach,10/13/2016,9/29/2016,6,4014,Closed
DistinctSoftwareSolutionsdbaCourseTrends,5/16/2016,5/2/2016,46,3000,Closed
DonHindsFordInc*,5/31/2016,4/27/2016,197,197,Closed
doTERRAInternationalLLC,4/18/2016,3/1/2016,18926,,Closed
DoverFederalCreditUnion,12/22/2016,9/20/2016,166,86055,Closed
DragerMedicalSystemsInc,1/29/2016,1/20/2016,10,1302,Closed
DraperJamesLLC,4/26/2016,3/2/2016,9,633,Closed
DungareesLLC,12/22/2015,10/15/2015,218,9948,Closed
DWD-IndianaWorkforce Development*,10/24/2016,10/21/2016,3,17,Closed
DWD-IndianaWorkforce Development*,11/24/2016,10/29/2016,1,1,Closed
DXEMedicalInc,,,,,Closed
DXEMedicalInc,8/19/2016,3/24/2016,29,,Closed
DynamicAviation,3/21/2016,3/11/2016,2,730,Closed
EaglesBenefitsByDesignInc,2/11/2016,2/4/2016,1,1,Closed
EastwoodCompany,10/19/2016,5/29/2016,426,20929,Closed
EBSCOIndustriesInc,9/8/2016,7/3/2016,1,187,Closed
EddieBauerLLC,8/18/2016,1/2/2016,22575,2192422,Closed
EducentsInc.,11/22/2016,9/26/2016,26,970,Closed
"EileenFisher,Inc.",11/9/2016,9/7/2016,159,16200,Closed
ElementisGlobalLLC,3/4/2016,2/26/2016,1,310,Closed
ElicitBrandsLLC,1/28/2016,12/11/2015,4,191,Closed
EmergencyPhysiciansMedicalGroupPC,1/14/2016,11/5/2015,29,,Closed
EmpathiaInc,6/6/2016,,288,26446,Closed
Endologix,3/7/2016,3/3/2016,1,339,Closed
EnvisionRxPlus,2/19/2016,1/7/2016,1,115,Closed
EnvisioPharmacies,6/15/2016,6/1/2016,1,30,Closed
EqualizeRCMSystems,4/28/2016,2/25/2016,9,,Closed
EstechSystemsInc,2/12/2016,1/14/2016,44,1344,Closed
EveningPostIndustries,3/3/2016,2/26/2016,2,2314,Closed
ExaminationManagementServicesInc,4/22/2016,3/24/2016,58,4965,Closed
ExamOne,10/13/2016,9/16/2016,1,1,Closed
ExamOne,8/23/2016,6/21/2016,1,1,Closed
ExamOne,5/16/2016,3/24/2016,1,1,Closed
ExamOne,3/30/2016,3/16/2016,1,1,Closed
ExamOne,4/25/2016,3/4/2016,1,1,Closed
ExamOne,7/18/2016,5/25/2016,1,1,Closed
ExamOne,11/3/2016,9/3/2016,2,2,Closed
Experian,4/29/2016,4/9/2016,3,503,Closed
Exterran,8/26/2016,11/24/2015,28,10844,Closed
EyeInstituteofCorpusChristi,2/26/2016,1/6/2016,13,43961,Closed
FairbanksHospitalInc,1/27/2016,6/1/2015,749,805,Closed
FCCIInsuranceGroup,4/14/2016,4/7/2016,3,4,Closed
Federal-MogulMotorpartsCorporation,9/9/2016,9/1/2016,6,1050,Closed
FidelityInvestments,6/2/2016,5/27/2016,4,4,Closed
FidelityInvestments,4/12/2016,3/15/2016,3,31,Closed
FidelityInvestments-Breach Notification,8/15/2016,8/5/2016,1,1,Closed
FidelityNationalFinancialInc,7/29/2016,7/22/2016,1,1,Closed
FirstHomeMortgageCorporation,8/12/2016,7/10/2016,1,1300,Closed
FischerManagementInc,4/1/2016,3/29/2016,73,476,Closed
FloridaTileInc,9/13/2016,6/16/2016,1,1,Closed
FlowserveCorporation,9/16/2016,12/1/2013,1,157,Closed
FlynnCompanyIncCPA's,6/6/2016,3/1/2016,15,,Closed
ForefrontManagementLLCdbaForefrontDermatology,4/4/2016,,139,1526,Closed
FORETHOUGHT,4/13/2016,2/19/2016,1,1,Closed
ForrestShererInc,2/24/2016,1/11/2016,1009,1374,Closed
FossManufacturingCompanyLLC,3/11/2016,2/19/2016,1,714,Closed
FranciscanAllianceInc,4/4/2016,10/5/2015,52,182,Closed
FranciscanHealthAlliance,12/16/2016,11/19/2016,1,1,Closed
FranciscanHealthHammond,12/6/2016,4/14/2016,1,1,Closed
FranciscanPhysicianNetwork,8/4/2016,7/8/2016,1,1,Closed
FranciscanPhysicianNetwork-Breach Notification,1/26/2016,12/30/2015,5,5,Closed
FranciscanSt.ElizabethHealth,11/18/2016,4/14/2016,2,2,Closed
FranciscanStFrancisHealth,5/3/2016,3/19/2016,2,2,Closed
FranciscanStFrancisHealthMooresville,4/27/2016,3/3/2016,1,1,Closed
FranciscoJaumeDO,10/3/2016,8/22/2016,2,14236,Closed
FrankDayCPALLC,6/7/2016,4/27/2016,1,569,Closed
FranklinTempletonInvestorServicesLLC,4/15/2016,2/10/2015,1,1,Closed
FreddieMac,9/20/2016,4/12/2013,6,2361,Closed
FSCSecuritiesCorp,8/10/2016,,1,636,Closed
FSSA,,,,,Closed
FSSA,5/19/2016,5/17/2016,5,5,Closed
FSSA,5/13/2016,1/26/2016,5,5,Closed
FSSA,1/12/2016,12/11/2015,1,1,Closed
FSSA-Breach Notification,10/3/2016,8/11/2016,1,1,Closed
"FujitsuComputerProductsofAmerica,Inc.",12/14/2016,,10,,Closed
G.A.Mavon&Co.,11/11/2016,1/19/2015,49,1037,Closed
GamesaWindUSLLC,7/12/2016,6/17/2016,1,465,Closed
GapInc.,11/23/2016,10/17/2016,1,,Closed
GEBComputerTrainingLimited,10/6/2016,8/22/2016,1,624,Closed
GeorgetownUniversity,1/27/2016,1/15/2016,12,1573,Closed
GibsonInsuranceAgency,10/14/2016,7/28/2016,6454,7242,Closed
GirlScoutsofVirginiaSkylineCouncilInc,5/6/2016,2/16/2016,1,,Closed
GlaxoSmithKlineLLC,3/25/2016,2/7/2016,2,566,Closed
"GlennR.Miller,C.P.A.,P.C.",11/21/2016,5/1/2016,2,404,Closed
GoelzerInvestmentManagementInc,6/1/2016,4/1/2016,1,1,Closed
GoldKeyPHR,4/20/2016,3/29/2016,1,,Closed
GrandValleyStateUniversity,6/18/2016,4/25/2016,4,3198,Closed
GraybarElectricCompanyInc,1/22/2016,12/13/2015,15,113,Closed
GrayTelevisionInc,8/31/2016,8/10/2016,95,,Closed
GreatLakesHomeMedicalServicesAssociation,6/21/2016,4/29/2016,19,77,Closed
Greenfield-CentralCommunitySchoolCorporation,11/23/2016,11/21/2016,42,42,Closed
GroupBenefitServicesInc,5/9/2016,2/5/2016,1,703,Closed
GryphonTechnologiesLC,3/21/2016,2/29/2016,77,772,Closed
GuideCareLLC,1/6/2016,12/20/2015,185,185,Closed
"Guilmartin,DiPiro&SokolowskiLLC",12/2/2016,4/16/2016,740,4,Closed
GVCMortgage,9/30/2016,8/24/2016,6,6,Closed
GyftInc,2/5/2016,10/3/2015,5171,392773,Closed
HabitatforHumanityMichiganFund,11/10/2016,,,4800,Closed
HAECOAmericas,4/29/2016,3/15/2016,19,,Closed
HainCelestialGroupInc,1/28/2016,5/16/2015,39,2231,Closed
HardRockHotelCasinoLasVegas,6/27/2016,10/27/2015,,,Closed
HarveyMuddCollege,3/22/2016,3/4/2016,2,381,Closed
HealthPort,,,,,Closed
HEIHotelsResorts,8/12/2016,3/1/2015,,,Closed
HeinAssociatesLLP,7/13/2016,4/26/2016,6,,Closed
HillandKnowltonStrategiesLLC,5/2/2016,2/23/2016,1,592,Closed
HirataCorporationofAmerica,4/18/2016,4/11/2016,4,21,Closed
Hi-TecSportsUSAInc,4/29/2016,9/21/2014,31,1603,Closed
HKFinancialServices,1/22/2016,1/11/2016,44,3790,Closed
Honig'sWhistleStop,11/9/2016,8/4/2016,103,2654,Closed
Hook'sHomeCareOXYTEC,4/18/2016,4/13/2016,1,1,Closed
HPEnterpriseServicesLLC,9/21/2016,9/16/2016,1235,1235,Closed
HSBCBankUSANationalAssociation,5/12/2016,3/27/2016,1,1,Closed
HSBCBankUSANationalAssociation,1/13/2016,12/7/2015,1415,432095,Closed
HSBCBankUSANationalAssociation,1/5/2016,12/1/2015,1,214,Closed
HSBCSecuritiesUSAInc,7/15/2016,5/12/2016,2,328,Closed
HumeLakeChristianCamps,4/30/2016,2/29/2016,7,,Closed
HyattHotelsCorporation,1/14/2016,8/13/2015,,,Closed
IAPWorldwideServicesInc,7/14/2016,5/15/2016,34,4272,Closed
IASISHealthcare,3/29/2016,3/21/2016,5,18273,Closed
IceMillerLLP,3/21/2016,,44,52,Closed
IDEM-SecurityBreach,4/29/2016,3/18/2013,1,1,Closed
IDEM-SecurityBreach,6/10/2016,,1,1,Closed
IDEO.org,11/8/2016,9/30/2016,2,115,Closed
IMSystemsGroupInc,5/11/2016,5/3/2016,1,288,Closed
IMXMedicalManagementServices,9/23/2016,7/25/2016,1,808,Closed
IncipioLLP,2/22/2016,9/16/2015,158,8395,Closed
IndependentMedicalDistributorsAssociation,6/21/2016,4/29/2016,1,56,Closed
IndianaBloodCenter,,,,,Closed
IndianaBureauofMotorVehicles,12/9/2016,12/8/2016,1,1,Closed
IndianaBureauofMotorVehicles,7/12/2016,6/14/2016,1,1,Closed
IndianaDepartmentofRevenue-Breach Notification,1/8/2016,12/20/2015,1,1,Closed
IndianaDepartmentofRevenue-Breach Notification,11/23/2015,11/18/2015,1030,1073,Closed
IndianaDepartmentofRevenue-Breach Notification,2/17/2016,,,,Closed
IndianaDepartmentofTransportation,11/23/2016,11/15/2016,,,Closed
IndianaOrthopaedicHospital,11/28/2016,,2,2,Closed
IndianaOrthopaedicHospital,10/13/2016,9/15/2016,1,1,Closed
IndianapolisPublicTransportationCorporat,5/3/2016,,,,Closed
IndianaStatePersonnelDepartment-SecurityBreach,11/4/2016,6/13/2011,2,2,Closed
IndianaStateUniversity-SecuirtyBreach,10/31/2016,10/13/2016,2,,Closed
"IndianaUniversityHealthSouthernIndianaPhysicians,Inc.",11/22/2016,9/14/2016,1,1,Closed
IndianaUniversitySouthBendCampus-Breach Notification,6/3/2016,5/12/2016,155,165,Closed
IndianaWesleyanUniversity,3/28/2016,3/11/2016,9,9,Closed
IndianaWesleyanUniversity,2/16/2016,2/10/2016,118,234,Closed
IndiqueHair,12/12/2016,9/1/2016,10,,Closed
InformationInnovators,3/3/2016,2/26/2016,1,1158,Closed
InformationResourcesInc,3/22/2016,3/10/2016,19,1297,Closed
InstituteofManagementAccountants,7/20/2016,4/23/2016,4,308,Closed
InterContinentalHotelsGroupResourcesInc,5/23/2016,4/24/2016,5,150,Closed
InternetChessClubInc,7/19/2016,4/1/2016,32,1651,Closed
IntuitInc,10/17/2016,3/29/2016,12,903,Closed
IntuitInc,11/18/2016,10/23/2016,11,245,Closed
IntuitInc,12/12/2016,11/22/2016,14,524,Closed
IntuitInc,11/10/2016,10/30/2016,1,28,Closed
IntuitInc,4/28/2016,3/22/2016,182,3298,Closed
IntuitInc,4/1/2016,3/7/2016,10,1946,Closed
IntuitInc,4/13/2016,3/11/2016,10,1048,Closed
IntuitInc,3/16/2016,2/29/2016,17,1002,Closed
IntuitInc,8/19/2016,8/3/2016,1,313,Closed
IntuitInc,2/9/2016,1/21/2016,4,209,Closed
IntuitInc,5/26/2016,5/2/2016,18,2402,Closed
IntuitInc,3/8/2016,,27,1532,Closed
IntuitInc,8/3/2016,6/26/2016,1,358,Closed
IntuitInc,7/11/2016,6/13/2016,8,237,Closed
IntuitInc,6/21/2016,6/9/2016,4,550,Closed
IntuitInc,6/10/2016,5/16/2016,6,572,Closed
IntuitInc,5/9/2016,4/6/2016,184,2125,Closed
IntuitInc,3/2/2016,,783,14,Closed
IntuitInc,9/23/2016,9/12/2016,3,311,Closed
IntuitInc,1/15/2016,12/8/2015,9,892,Closed
inVentivHealthInc,7/21/2016,6/1/2016,448,14604,Closed
IronOutIncdbaSummitBrands,3/10/2016,3/7/2016,67,70,Closed
ISCOIndustriesInc,3/7/2016,3/2/2016,36,479,Closed
IslandHotelCompanyLimited,11/21/2016,3/9/2016,,,Closed
JBAutosportsInc,1/13/2016,8/1/2015,48,5459,Closed
Jerry'sArtaramaNCInc,8/26/2016,5/3/2016,303,,Closed
JetBlueAirwaysCorporation,2/11/2016,1/7/2016,7,2571,Closed
JetCorpdbaFlyingColoursCorp,4/29/2016,4/12/2016,1,115,Closed
JohnScheepersSeedsLLC,1/18/2016,9/19/2015,2,194,Closed
"JulepBeauty,Inc.",12/9/2016,11/6/2016,13,606,Closed
JustMarketingInc,3/3/2016,2/2/2016,65,172,Closed
KahnDeesDonovanKahnLLP,2/4/2016,2/3/2016,1,1,Closed
KalamazooCollege,5/11/2016,4/28/2016,11,1634,Closed
KamanCorporation,10/12/2016,8/31/2016,1,69,Closed
KankakeeValleyRuralElectricMembershipCorporation,2/19/2016,12/9/2015,17436,17937,Closed
KapStonePaperandPackagingCorporation,4/6/2016,2/22/2016,2,155,Closed
KathermanKittsCoLLP,4/4/2016,2/25/2016,1,1407,Closed
KelleyAutomotiveGroupLLC,10/3/2016,9/20/2016,1100,1162,Closed
KentuckyOneJewishHospital,3/11/2016,12/3/2015,53,207,Closed
KentuckyOneStJoseph'sHospital,3/11/2016,12/3/2015,1,291,Closed
KentuckyTrailer,3/22/2016,3/9/2016,104,829,Closed
KenWatermanCPAPC,5/3/2016,3/28/2016,1,1060,Closed
KeyCorp,2/15/2016,11/20/2015,138,138,Closed
KickyPants,1/21/2016,9/24/2015,50,,Closed
KimptonHotelsandRestaurants,8/31/2016,2/16/2016,,,Closed
KindredHealthcare,11/30/2016,11/2/2016,1,1,Closed
KindredHealthcare,7/27/2016,6/28/2016,2,2,Closed
KingofPrussiaDentalAssoc,9/8/2016,3/28/2016,4,,Closed
KokuaHospitalityLLC,3/11/2016,3/9/2016,1,15,Closed
KontrolFreekLLC,6/30/2016,10/21/2015,101,,Closed
KRTCPAsPC,7/12/2016,4/10/2016,6,3793,Closed
LagniappePharmacyService,3/10/2016,2/19/2016,1,,Closed
Landry'sInc,1/29/2016,5/4/2014,,,Closed
LandstarSystemInc,3/21/2016,2/24/2016,6,1362,Closed
LanyonSolutionsInc,3/18/2016,3/10/2016,8,824,Closed
LAZKarpAssociatesLLC,3/17/2016,2/17/2016,19,,Closed
Lehman'sTermsInc,1/6/2016,12/20/2015,260,260,Closed
Leighton-OareFoundation,5/27/2016,5/19/2016,1,60,Closed
LendUpGlobalInc,5/16/2016,,643,12038,Closed
LifeLockInc,5/27/2016,4/28/2016,2,28,Closed
LifeVantageCorporation,2/11/2016,,154,,Closed
LKQCorporation,3/31/2016,3/23/2016,,329,Closed
LoaderPartsSourceInc-Breach Notification,9/22/2016,11/3/2015,2,64,Closed
"Looper, Elena",8/12/2016,7/21/2016,95,100,Closed
LourdesHospital,2/22/2016,12/3/2015,1,44,Closed
Lowe'sCompaniesInc-SecurityBreach,7/8/2016,6/8/2016,2,,Closed
LPLFinancial-SecurityBreach,3/17/2016,2/17/2016,1,1,Closed
LuckyPetInc,4/18/2016,10/12/2015,231,11333,Closed
Lulu'sFashionLoungeInc,9/16/2016,8/11/2016,128,,Closed
LutherCollege,12/19/2016,9/22/2016,8,1626,Closed
"LuxFundTechnology&Solutions,LLC",11/29/2016,11/18/2016,1,43,Closed
