Org Name,Original Text,Reported Date,URL
Multi-Color Corporation,"Multi-Color Corporation, June 15, 2016 ",6/15/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/multi-color-20160615.pdf
Multnomah Athletic Club,"Multnomah Athletic Club, January 02, 2018 ",1/2/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/multnomah-athletic-club-20180102.pdf
Munro and Company Inc,"Munro and Company Inc, August 22, 2018 ",8/22/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/munro-20180822.pdf
Mutual of Omaha Bank,"Mutual of Omaha Bank, October 25, 2019 ",10/25/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/mutual-omaha-bank-20191025.pdf
My Pilot Store,"My Pilot Store, March 19, 2010 ",3/19/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/my-pilot-store-20100319.pdf
myMatrixx,"myMatrixx, February 13, 2014 ",2/13/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/mymatrixx-20140213.pdf
mytreo.net,"mytreo.net, May 29, 2007 ",5/29/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/mytreo-20070529.pdf
Naito Corporation,"Naito Corporation, November 26, 2013 ",11/26/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/naito-20131126.pdf
Nantucket Island Resorts LLC,"Nantucket Island Resorts LLC, July 17, 2017 ",7/17/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/nantucket-island-20170717.pdf
Nardella & Taylor LLP,"Nardella & Taylor LLP, September 10 2018 ",9/10/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/nardella-taylor-20180910.pdf
Nashbar Direct Inc,"Nashbar Direct Inc, July 06, 2009 ",7/6/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/nashbar-direct-20090706.pdf
Nathan Sports,"Nathan Sports, May 01, 2017 ",5/1/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/nathan-sports-20170501.pdf
National Association of Chain Drug Stores,"National Association of Chain Drug Stores, November 03, 2008 ",11/3/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/national-chain-drug-stores-20081103.pdf
National Baseball Hall of Fame and Museum,"National Baseball Hall of Fame and Museum, August 2, 2019 ",8/2/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/national-baseball-hall-fame-20190802.pdf
National Credit Adjusters LLC,"National Credit Adjusters LLC, June 05, 2014 ",6/5/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/national-credit-adjusters-20140605.pdf
National DCP LLC.,"National DCP LLC., August 08, 2017 ",8/8/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/national-dcp-20170808.pdf
National Education Association ,"National Education Association , August 28, 2019 ",8/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/national-education-association-20190828.pdf
National Financial Services LLC,"National Financial Services LLC, April 13, 2012 ",4/13/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/national-financial-20120413.pdf
National Grid,"National Grid, March 25, 2019 ",3/25/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/national-grid-20190325.pdf
National Gypsum,"National Gypsum, June 07, 2010 ",6/7/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/national-gypsum-20100607.pdf
National Railroad Passenger Corporation,"National Railroad Passenger Corporation, May 23, 2018 ",5/23/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/national-railroad-20180523.pdf
National Restaurant Association,"National Restaurant Association, April 30,2018 ",4/30/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/national-restaurant-20180430.pdf
National Seating and Mobility,"National Seating and Mobility, June 12, 2015 ",6/12/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/national-seating-mobility-20150612.pdf
National Wholesale Company Inc,"National Wholesale Company Inc, November 03, 2016 ",11/3/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/national-wholesale-20161103.pdf
National Wildlife Federation,"National Wildlife Federation, May 24, 2019 ",5/24/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/national-wildlife-federation-20190524.pdf
National World War II Museum,"National World War II Museum, June 25, 2019 ",6/25/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/national-wwii-museum-20190625.pdf
Nationstar Mortgage LLC dba Mr. Cooper,"Nationstar Mortgage LLC dba Mr. Cooper, August 31, 2017 ",8/31/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/nationstar-mortgage-20170831.pdf
Nationwide Financial,"Nationwide Financial, October 09, 2007 ",10/9/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/nationwide-financial-20071009.pdf
Nationwide Health Plans,"Nationwide Health Plans, January 15, 2007 ",1/15/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/nationwide-health-20070115.pdf
Native Canada Footwear Ltd,"Native Canada Footwear Ltd, August 16, 2017 ",8/16/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/native-canada-20170816.pdf
Natural Life Collections Inc,"Natural Life Collections Inc, October 20, 2016 ",10/20/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/natural-life-20161020.pdf
Nature Conservancy The,"Nature Conservancy The, September 27, 2007 ",9/27/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/nature-onservancy-20070927.pdf
Nature Conservancy The,"Nature Conservancy The, October 10, 2007 ",10/10/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/nature-conservancy-20071010.pdf
Navicent Health,"Navicent Health, July 2, 2019 ",7/2/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/navicent-health-20190702.pdf
Navicent Health,"Navicent Health, March 21, 2019 ",3/21/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/navicent-health-20190321.pdf
NBC Sports Group,"NBC Sports Group, October 14, 2013 ",10/14/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/nbc-sports-group-20131014.pdf
NBTY,"NBTY, July 07, 2010 ",7/7/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/nbty-20100707.pdf
NCH Corporation,"NCH Corporation, January 28, 2019  ",1/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/nch-corporation-20190128.pdf
NCI Group Inc,"NCI Group Inc, September 22, 2017 ",9/22/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/nci-group-20170922.pdf
NCO Financial Systems Inc,"NCO Financial Systems Inc, April 22, 2014 ",4/22/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/nco-financial-systems-20140422.pdf
Nebo Financial Services,"Nebo Financial Services, October 10, 2011 ",10/10/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/nebo-financial-20111010.pdf
Nebraska State College System,"Nebraska State College System, August 15, 2012 ",8/15/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/nebraska-state-20120815.pdf
Neeley-Nemeth LLP dba Barton Oaks Dental Group,"Neeley-Nemeth LLP dba Barton Oaks Dental Group, May 18, 2017 ",5/18/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/neeley-nemeth-20170518.pdf
Neiman Marcus Group,"Neiman Marcus Group, April 14, 2017 ",4/14/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/neiman-marcus-20170414.pdf
Neiman Marcus Group,"Neiman Marcus Group, January 25, 2014 ",1/25/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/neiman-marcus-20140125.pdf
Neiman Marcus Group,"Neiman Marcus Group, April 24, 2007 ",4/24/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/neiman-marcus-20070424.pdf
Nelnet,"Nelnet, October 04, 2010 ",10/4/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/nelnet-20101104.pdf
Nemours Foundation,"Nemours Foundation, October 06, 2011 ",10/6/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/nemours-foundation-20111006.pdf
NEO Tech,"NEO Tech, February 12, 2017 ",2/12/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/neo-tech-20170212.pdf
Nestle Waters North America Inc,"Nestle Waters North America Inc, February 26, 2008 ",2/26/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/nestle-waters-20080226.pdf
Net32 ,"Net32 , October 25, 2018 ",10/25/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/net32-20181025.pdf
NetBrain Technologies Inc,"NetBrain Technologies Inc, April 20, 2016 ",4/20/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/netbrain-technologies-20160420.pdf
Netcracker Technology Corporation,"Netcracker Technology Corporation, March 17, 2016 ",3/17/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/netcracker-technology-20160317.pdf
Netflix,"Netflix, April 20, 2011 ",4/20/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/netflix-20110420.pdf
netPolarity,"netPolarity, March 17, 2017 ",3/17/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/netpolarity-20170317.pdf
Neue Galerie,"Neue Galerie, October 05, 2017 ",10/5/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/neue-galerie-20171005.pdf
Neurocare Inc,"Neurocare Inc, July 09, 2012 ",7/9/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/neurocare-20120709.pdf
Neurology Foundation Inc,"Neurology Foundation Inc, September 01, 2017 ",9/1/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/neurology-foundation-20170901.pdf
New Bit Ventures LTD,"New Bit Ventures LTD, April 5, 2019 ",4/5/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/new-bit-ventures-ltd-20190405.pdf
Newegg Inc,"Newegg Inc, November 16, 2018 ",11/16/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/newegg-20181116.pdf
New England Regional Mortgage Corporation,"New England Regional Mortgage Corporation, October 15, 2018 ",10/15/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/new-england-regional-mortgage-20181015.pdf
New England School of Law,"New England School of Law, October 29, 2007 ",10/29/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/new-england-law-20071029.pdf
New Hampshire Distributors LLC,"New Hampshire Distributors LLC, April 26, 2016 ",4/26/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/nh-distributors-20160426.pdf
New Horizons Computer Learning Centers Inc,"New Horizons Computer Learning Centers Inc, July 10, 2015 ",7/10/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/new-horizons-computer-20150710.pdf
New Horizons Computer Learning Centers South Florida,"New Horizons Computer Learning Centers South Florida, October 06, 2016 ",10/6/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/new-horizons-computer-20161006.pdf
New West Health Services dba New West Medicare,"New West Health Services dba New West Medicare, January 15, 2016 ",1/15/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/new-west-health-20160115.pdf
New York City of,"New York City of, April 11, 2007 ",4/11/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/new-york-city-20070411.pdf
New York Life Insurance Company,"New York Life Insurance Company, September 05, 2017 ",9/5/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/new-york-life-20170905.pdf
New York Life Insurance Company,"New York Life Insurance Company, January 30, 2017 ",1/30/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/new-york-life-20170130.pdf
New York Life Insurance Company,"New York Life Insurance Company, August 10, 2009 ",8/10/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/new-york-life-20090810.pdf
New York Life Insurance Company,"New York Life Insurance Company, July 02, 2007 ",7/2/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/new-york-life-20070702.pdf
New York Oncology Hematology P.C. (NYOH),"New York Oncology Hematology P.C. (NYOH), November 19, 2018 ",11/19/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/new-york-oncology-hematology-20181119.pdf
New York State Electric & Gas (NYSEG),"New York State Electric & Gas (NYSEG), February 14, 2012 ",2/14/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/new-york-state-electric-20120214.pdf
New York State Electric & Gas (NYSEG),"New York State Electric & Gas (NYSEG), January 23, 2012 ",1/23/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/new-york-state-electric-20120123.pdf
Newton Manufacturing Company,"Newton Manufacturing Company, May 06, 2009 ",5/6/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/newton-manufacturing-20090506.pdf
Next Day Flyers (NDF),"Next Day Flyers (NDF), June 05, 2012 ",6/5/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/postcard-press-20120605.pdf
NextGen Healthcare Inc,"NextGen Healthcare Inc, November 16, 2018 ",11/16/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/nextgen-healthcare-20181116.pdf
NFM Lending,"NFM Lending, December 17, 2018 ",12/17/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/nfm-lending-20181217.pdf
NFP Property & Casualty Services Inc,"NFP Property & Casualty Services Inc, March 23, 2018 ",3/23/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/nfp-property-casualty-20180323.pdf
NH Deferred Compensation Commission,"NH Deferred Compensation Commission, August 16, 2017 ",8/16/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/nh-deferred-compensation-20170816.pdf
NH Employment Security,"NH Employment Security, November 20, 2017 ",11/20/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/nh-employment-security-20171120.pdf
NH Employment Security,"NH Employment Security, November 25, 2014 ",11/25/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/nh-employment-security-20141125.pdf
NH Retirement System,"NH Retirement System, August 09,2017 ",8/9/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/nh-retirement-system-20170809.pdf
NH Technical Institute,"NH Technical Institute, May 30, 2008 ",5/30/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/nh-technical-institute-20080530.pdf
Nicola Yester & Company,"Nicola Yester & Company, September 30, 2019 ",9/30/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/nicola-yester-20190930.pdf
Nicopure Labs LLC.,"Nicopure Labs LLC., May 16, 2017 ",5/16/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/nicopure-labs-20170516.pdf
Nidec Motor Corporation,"Nidec Motor Corporation, June 11, 2019 ",6/11/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/nidec-motor-20190611.pdf
Nielsen Company The,"Nielsen Company The, June 15, 2017 ",6/15/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/nielsen-20170615.pdf
Nite Ize Inc,"Nite Ize Inc, March 27, 2015 ",3/27/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/nite-ize-20150327.pdf
Nix Check Cashing,"Nix Check Cashing, June 30, 2010 ",6/30/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/nix-check-20100603.pdf
NLU Products LLC (BGZ brands),"NLU Products LLC (BGZ brands), July 25, 2016 ",7/25/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/nlu-products-20160725.pdf
Noble House Hotels & Resorts,"Noble House Hotels & Resorts, September 02, 2016 ",9/2/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/noble-house-hotels-20160902.pdf
Noble House Hotels & Resorts,"Noble House Hotels & Resorts, August 24, 2016 ",8/24/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/noble-house-hotels-20160824.pdf
NoMoreClipboard,"NoMoreClipboard, July 15, 2015 ",7/15/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/nomoreclipboard-20150619.pdf
Noodles & Company,"Noodles & Company, June 28, 2016 ",6/28/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/noodles-20160628.pdf
Nordic Consulting Partners Inc,"Nordic Consulting Partners Inc, August 01, 2016 ",8/1/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/nordic-consulting-20160801.pdf
