intuit Inc.,itu-278702,1/26/2017,16,"name, ssn, address, tax info, financial info",unauthorized login
"Charles Komar & Sons, Inc.",itu-278700,1/25/2017,639,"name, address, email address, passwords, payment card info",malware
Sirius XM Radio Inc.,itu-278712,1/25/2017,8,"name, payment card info",unauthorized access
"WellCare Health Plans, Inc.",itu-278699 (1),1/24/2017,73,"name, date of birth, address, member ID, group number, diagnosis, provider name, treatment location, and in some cases, Social Security Numbers",ransomware
Honor Flight New England,itu-278694,1/24/2017,1,"name, address, banking info",unauthorized access to server
"MBA Consulting Services, Inc.",itu-278695,1/24/2017,34,"name, address, ssn, w2 tax info",phishing
"WellCare Health Plans, Inc.",itu-278699 (3),1/24/2017,73,"name, date of birth, address, member ID, group number, diagnosis, provider name, treatment location, and in some cases, Social Security Numbers",ransomware
"WellCare Health Plans, Inc.",itu-278699 (2),1/24/2017,73,"name, date of birth, address, member ID, group number, diagnosis, provider name, treatment location, and in some cases, Social Security Numbers",ransomware
ABNB Federal Credit Union,itu-278698,1/24/2017,2,"name, address, ssn, w2 tax info",phishing
"CCC Restaurant Enterprises, LLC",itu-278711,1/23/2017,3,"name, payment card info",malware
"Accolade, Inc.",itu-278652,1/23/2017,3,"name, ssn, address, w2 tax info",phishing
intuit Inc.,itu-278648,1/20/2017,,"name, Social Security number, address, date of birth, driverâ€™s license number and financial information",unauthorized logins
"Summit Reinsurance Services, Inc.",itu-278649,1/20/2017,2,"name, ssn, health insurance info, certain medical information",ransomware
Bowlmor AMF Corp.,itu-278646,1/19/2017,,"name, payment card info",malware
"Citibank, N.A.",itu-278672,1/19/2017,1,"name, payment card info",info inadvertently mailed to wrong recipient
"CoPilot Provider Support Services, Inc.",itu-278645 (1),1/17/2017,8225,"name, dob, address, medical insurance info, ssn",unauthorized access to info via website
"CoPilot Provider Support Services, Inc.",itu-278645 (3),1/17/2017,8225,"name, dob, address, medical insurance info, ssn",unauthorized access to info via website
"CoPilot Provider Support Services, Inc.",itu-278645 (2),1/17/2017,8225,"name, dob, address, medical insurance info, ssn",unauthorized access to info via website
Stark Investments,itu-278451,1/13/2017,2,"name, address, ssn, banking info",unauthorized access to employee email account
Stark Investments,itu-277261,1/13/2017,2,"name, address, ssn, banking info",unauthorized access to employee email account
Stark Investments,itu-278451 (2),1/13/2017,2,"name, address, ssn, banking info",unauthorized access to employee email account
Tate Access Floors,itu-278683,1/13/2017,5,"name, address, ssn, w2 tax info",phishing
Telecom Insurance Group,itu-278452,1/13/2017,15,"name, address, ssn. w2 tax info",info improperly retained by former employee
Haverford College,itu-278453,1/13/2017,2,"name, address, ssn",email inadvertently sent to wrong recipients
"Spiraledge, Inc.",itu-278456,1/12/2017,,"name, address, payment card info",malware
"TrustComm, Inc.",itu-278457,1/12/2017,4,"name, address, ssn, w2 tax info",phishing
"OneMain Financial Group, LLC",itu-278455,1/12/2017,1,"name, account number, payment card info",info improperly retained by former employee
"Safari, Ltd.",itu-278459,1/11/2017,3,"name, address, phone number, payment card info",malware
Royal Alliance & Associate,itu-278460,1/11/2017,1,"name, address, ssn",phishing
"Potomac Healthcare Solutions, LLC",itu-278458,1/10/2017,1,"name, address, ssn, compensation info",unauthorized server access
"Alliance Southwest, LLC",itu-278461,1/9/2017,,"name, address, ssn",inoperable computer misplaced
Quest Diagnostics,itu-277140,1/9/2017,,"name, address, dob, ssn, dln",info inadvertently exposed
"Allianec Southwest, LLC",itu-277263,1/9/2017,1,"name, address, ssn",improper disposal of computer
"Allianec Southwest, LLC",itu-277236,1/9/2017,1,"name, address, ssn",improper disposal of computer
LightYear Dealer Technologies: DealerBuilt,itu-277030 (update),1/6/2017,35,"name, ssn, dob, dln, payment card info",info inadvertently accessible via the internet
Legal Aid Society of Orange County,itu-277133 (update 2),1/6/2017,10,"name, ssn, tax filing info",info inadvertently accessible via the internet
intuit Inc.,itu-277027,1/5/2017,,"name, address, ssn, dln, financial info, tax info",unauthorized access
American Pharmacists Association (APhA),itu-277139,1/5/2017,13,"name, payment card info",ransomware
Crossman Corporation,itu-277028,1/4/2017,,"name, password, payment card info",unauthorized access
Karas & Bradford Attorney At Law,itu-277029,1/3/2017,,"name, address, dob, financial info, ssn, dln",unauthorized access to computer system
,itu-286724 (update),,,,
,itu-291764,,,,
,itu-294790,,,,
,itu-294794 (update),,,,
Hansen Cochrane Ltd.,itu-277158,12/31/2016,,"name, address, dob, ssn",unauthorized access
Fredrick County Public Schools,itu-277159 (2),12/31/2016,760,"name, ssn, dob",unauthorized access
Fredrick County Public Schools,itu-277159,12/31/2016,760,"name, ssn, dob",unauthorized access
Madison Trust Company,itu-277273,12/30/2016,,"name, address, dob, ssn, payment card info",phishing
"International Association of Sheet Metal, Air, Rail & Transport Workers, Sheet Metal Workersâ€™ Local",itu-277157,12/30/2016,10,"name, address, dob, dln, ssn",info inadvertently available
"R&A Design, LLC DBA Unison Home",itu-277242,12/30/2016,322,"name, payment card info",malware
Aetna (Security Breach),itu-277243,12/30/2016,,"name, ssn, tax info, financial info",unauthorized access
CommonBond,itu-277248,12/30/2016,36,"name, address, bank info, dob, ssn",phishing
Community Health Plan of Washington,itu-277156 (1),12/29/2016,1,"name, ssn, dob,health info",unauthorized access
Community Health Plan of Washington,itu-277156 (2),12/29/2016,1,"name, ssn, dob,health info",unauthorized access
Community Health Plan of Washington,itu-277156 (3),12/29/2016,1,"name, ssn, dob,health info",unauthorized access
Indique,itu-277238,12/29/2016,23,"name, ssn, insurance info, dob",data CD lost in mail
Dietz & Watson,itu-277155,12/28/2016,55,"name, ssn",improper access by employee
"Account Control Technology, Inc.",itu-277221,12/28/2016,,"name, payment card",malware
Safe For Home Products LLC DBA Naturepedic,itu-277152 (2),12/27/2016,44,"name, payment card info",malware
Safe For Home Products LLC DBA Naturepedic,itu-277152,12/27/2016,44,"name, payment card info",malware
"The Topps Company, Inc.",itu-277154,12/27/2016,223,"name, payment card info",unauthorized access
"Brandywine Pediatrics, P.A.",itu-277151,12/23/2016,269,"name, address, medical info",ransomware
"Essex County, New Jersey",itu-277258,12/23/2016,2,"name, address, ssn",unauthorized access to computer network
Dover Federal Credit Union,itu-277148,12/22/2016,,"name, address, ssn",improper access by employee
Claremont University Consortium,itu-277149,12/22/2016,6,"name, address, ssn, tax info",stolen laptop
The Guardian Life Insurance Company of America,itu-277147 (1),12/20/2016,,"name, dob, ssn, address",processing errors
The Guardian Life Insurance Company of America,itu-277147 (2),12/20/2016,,"name, dob, ssn, address",processing errors
The Guardian Life Insurance Company of America,itu-277147 (3),12/20/2016,,"name, dob, ssn, address",processing errors
University of South Carolina Upstate,itu-277141,12/19/2016,3,"name, ssn, address, financial info",unauthorized access to email
"Cruz Associates, Inc.",itu-277142,12/19/2016,26,"name, address, dob, ssn, financial info",ransomware
Hillary for America,itu-277143,12/19/2016,30,"name, ssn, dob",unauthorized email access
Luther College,itu-277144,12/19/2016,5,"name, address, ssn, financial info",phishing
"Western Union Financial Services, Inc.",itu-277146 (2),12/19/2016,1032,"name, ssn, dln, dob",unauthorized access
"Western Union Financial Services, Inc.",itu-277146,12/19/2016,1032,"name, ssn, dln, dob",unauthorized access
Sirius XM Radio Inc.,itu-277254,12/19/2016,6,"name, customer account number, address, payment card info",unauthorized access
TSG Financial,itu-277136,12/16/2016,7,"name, address, date of birth, Social Security number, driverâ€™s license number and/or financial account information",info inadvertently accessible via internet
Movement Mortgage,itu-277137,12/16/2016,8,"name, ssn, dob, dln, financial info",phishing
Roach & Hanson PLLC,itu-277138,12/16/2016,8,"name, address, dob, ssn, financial info",unauthorized access
Fredrick County Public Schools,itu-277219,12/16/2016,1,"name, dob, ssn",unauthorized accss
Tropicana St. Louis LLC dba Lumiere Place Casino & Hotels,itu-277135,12/15/2016,7,"name, address, ssn",unauthorized access
Lincoln Financial Group,itu-277255,12/15/2016,31,"name, ssn, account info",stolen laptop
"Fujitsu Computer Products of America, Inc.",itu-277256,12/15/2016,19,"name, payment card info",malware
Two Leaves and Bud Tea Company,itu-277134,12/14/2016,1,"name, address, payment card info",unauthorized access to
"BraceAbility, Inc.",itu-277131,12/13/2016,99,"name, payment card info, address",malware
Two Leaves and Bud Tea Company,itu-277133 (2),12/13/2016,6,"name, address, payment card info",malware
"Breville USA, Inc.",itu-277133,12/13/2016,6,"name, address, payment card info",malware
intuit Inc.,itu-277132,12/12/2016,9,"name, ssn, financial info, tax info, dob, dln",unauthorized access
"Nexion Healthcare Management, Inc.",itu-277103,12/9/2016,45,"name, ssn, tax info",phishing
The Royster Group,itu-277128,12/9/2016,3,"name, ssn",info inadvertently included in email
"Julep Beauty, Inc.",itu-277129,12/9/2016,12,"name, payment card info",malware
"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",itu-277130 (1),12/9/2016,9,"name, address, dob, payment card info, ssn",improper access by employee
"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",itu-277130 (2),12/9/2016,9,"name, address, dob, payment card info, ssn",improper access by employee
"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",itu-277130 (3),12/9/2016,9,"name, address, dob, payment card info, ssn",improper access by employee
"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",itu-277130 (4),12/9/2016,9,"name, address, dob, payment card info, ssn",improper access by employee
Anchor Loans LP,itu-277102 (1),12/7/2016,18,"name, address, e-mail address, SSN, ACH routing number, bank account number, bank statement data, birthdate",database inadvertently available online
Anchor Loans LP,itu-277102 (2),12/7/2016,18,"name, address, e-mail address, SSN, ACH routing number, bank account number, bank statement data, birthdate",database inadvertently available online
Aspen Management LLC DBA Aspen Hotels,itu-277101 (2),12/6/2016,,"name, payment card info",malware
Aspen Management LLC DBA Aspen Hotels,itu-277101,12/6/2016,,"name, payment card info",malware
Hansen Cochrane Ltd.,itu-277218,12/6/2016,1,"name, ssn, email address",info inadvertently emailed
Venture Logistics,itu-277220,12/5/2016,56,"name, payment card info",malware
Augusta University,itu-277251,12/5/2016,,"name, address, ssn, dob",phishing
Brennan Recupero Cascione Scungio and McAllister LLP,itu-277259,12/5/2016,38,"name, ssn, address",unauthorized access
intuit Inc.,itu-277092,12/2/2016,1,"name, Social Security number, address, date of birth, driverâ€™s license number and financial information",unauthorized account access
"Guilmartin, DiPiro & Sokolowski, LLC",itu-277093,12/2/2016,7,"name, address, Social Security number, wage information, and possibly your bank account information",unauthorized network access
United Auto Credit Corporation,itu-277094 (2),12/2/2016,1,"name, ssn",info inadvertently included in emails
United Auto Credit Corporation,itu-277094,12/2/2016,1,"name, ssn",info inadvertently included in emails
"Melissa Selke, MD PC Family Medicine",itu-277096,12/2/2016,1,"name, address, ssn, dob, treatment info, dln, medical info",ransomware
San Jose Evergreen Community College District,itu-277089,12/1/2016,1,"name, ssn, dob",info inadvertently publicly accessible
"Gustafson & Wargo, CPAs, LLP",itu-277091,12/1/2016,4,"name, address, tax information, Social Security number,date of birth, and/or banking information",unauthorized network access
Baylor College of Medicine,itu-277021,11/30/2016,3,"name, dob, address, ssn, prescription info",
"LANG Companies, Inc.",itu-277023,11/30/2016,10,"name, dob, address, ssn",
M&T Bank (Identity Theft),itu-277008,11/29/2016,,"name, address, payment card info",
DeWitt French Giger & Sitton LLP,itu-277010,11/29/2016,1,"name, address, account numbers, dob, ssn",
"SwervePoint, LLC",itu-277011,11/29/2016,1,"name, ssn, dob",
SEED School of Maryland,itu-277022,11/29/2016,18,"name, payment card info",
"Young Adult Institute, Inc.",itu-277244,11/29/2016,1,"name, ssn, dob, account numbers",
BWTX Associates,itu-277246,11/29/2016,351,"name, payment card info",
Caesars Entertainment,itu-277005 (1),11/28/2016,,"name, payment card info",
Caesars Entertainment,itu-277005 (2),11/28/2016,,"name, payment card info",
State Street Bank and Trust Company,itu-277007 (1),11/28/2016,1,"name, ssn",
State Street Bank and Trust Company,itu-277007 (2),11/28/2016,1,"name, ssn",
"Glenn R. Millar, CPA PC",itu-277030,11/28/2016,484,"names, account numbers, contact information",
Chesapeake Public Schools,itu-277003,11/25/2016,,"name, payment card info",
"Hillary Tentler, CPA",itu-276998 (1),11/23/2016,34,"name, payment card info",
"Hillary Tentler, CPA",itu-276998 (2),11/23/2016,34,"name, payment card info",
Allstate Insurance Company,itu-277000 (1),11/23/2016,3,"name, address, dln",
Allstate Insurance Company,itu-277000 (2),11/23/2016,3,"name, address, dln",
Allstate Insurance Company,itu-277000 (3),11/23/2016,3,"name, address, dln",
Backcountry Gear,itu-277002 (1),11/23/2016,3,"name, address, dob, ssn, tax info",
Backcountry Gear,itu-277002 (2),11/23/2016,3,"name, address, dob, ssn, tax info",
Wisconsin Naitonal Guard Association,itu-277216,11/23/2016,7,"name, payment card info",
The Madison Square Garden Company,itu-276829,11/22/2016,32,"name, ssn, address, bank account info",
United States Olympic Committee,itu-277032,11/22/2016,35,"name, ssn, banking info, dln",
"Open Text, Inc.",itu-276825,11/21/2016,2,"name, address, dob, ssn, banking info",
"Ameriprise Financial Services, Inc.",itu-276828,11/21/2016,27,"name address, dob, ssn, employment info, bank account info",
Island Hotel Company Limited,itu-276983,11/21/2016,4,"name, payment card info",
HD Vest Investment Services,itu-276826,11/18/2016,4,"name, address, ssn, dob",
Springfield Armory,itu-276827,11/18/2016,4,"name ssn, taxpayer ID, dob",
Yummie,itu-277034,11/18/2016,472,"name, payment card info, address",
Michigan State University,itu-277073 (2),11/18/2016,1,"name, address, ssn, plan info, dob",
Michigan State University,itu-277073 (3),11/18/2016,1,"name, address, ssn, plan info, dob",
Michigan State University,itu-277073,11/18/2016,1,"name, address, ssn, plan info, dob",
SallieMae,itu-277054,11/17/2016,331,"name, ssn, dob, health insurance info, dln, banking info",
Targeted Victory,itu-277217,11/17/2016,154,"name, payment card info",
"Educents, Inc.",itu-276823,11/16/2016,35,"name, ssn",
